Team Name,Year,Over,Total Runs Scored,Total Wickets taken,Total Bowls bowled,Run rate,Wicket rate
Rising Pune Supergiants,2016,8,113,1,86,7.8837209302,0.0697674419
Pune Warriors,2013,3,131,6,97,8.1030927835,0.3711340206
Chennai Super Kings,2011,4,110,4,100,6.6,0.24
Deccan Chargers,2010,3,124,5,100,7.44,0.3
Mumbai Indians,2008,12,117,3,79,8.8860759494,0.2278481013
Kolkata Knight Riders,2014,14,110,5,100,6.6,0.3
Kolkata Knight Riders,2013,20,86,9,64,8.0625,0.84375
Royal Challengers Bangalore,2008,2,94,4,89,6.3370786517,0.2696629213
Delhi Daredevils,2008,11,102,5,84,7.2857142857,0.3571428571
Chennai Super Kings,2015,18,170,7,96,10.625,0.4375
Chennai Super Kings,2014,16,171,4,100,10.26,0.24
Kings XI Punjab,2010,6,132,3,88,9,0.2045454545
Rajasthan Royals,2014,17,138,3,82,10.0975609756,0.2195121951
Rajasthan Royals,2009,9,90,7,80,6.75,0.525
Kolkata Knight Riders,2009,2,53,4,84,3.7857142857,0.2857142857
Delhi Daredevils,2013,5,131,7,98,8.0204081633,0.4285714286
Mumbai Indians,2013,19,168,8,112,9,0.4285714286
Pune Warriors,2012,2,91,3,99,5.5151515152,0.1818181818
Deccan Chargers,2009,4,133,4,99,8.0606060606,0.2424242424
Mumbai Indians,2009,13,98,2,80,7.35,0.15
Kolkata Knight Riders,2013,13,128,4,97,7.9175257732,0.2474226804
Royal Challengers Bangalore,2009,15,148,6,98,9.0612244898,0.3673469388
Delhi Daredevils,2009,10,78,3,85,5.5058823529,0.2117647059
Chennai Super Kings,2009,15,130,5,85,9.1764705882,0.3529411765
Sunrisers Hyderabad,2013,18,146,9,100,8.76,0.54
Kings XI Punjab,2009,5,113,7,88,7.7045454545,0.4772727273
Rajasthan Royals,2009,18,90,6,71,7.6056338028,0.5070422535
Pune Warriors,2011,19,72,7,59,7.3220338983,0.7118644068
Kolkata Knight Riders,2008,7,70,3,83,5.0602409639,0.2168674699
Rising Pune Supergiants,2016,18,129,4,68,11.3823529412,0.3529411765
Delhi Daredevils,2014,6,98,4,87,6.7586206897,0.275862069
Sunrisers Hyderabad,2014,14,91,3,79,6.9113924051,0.2278481013
Kings XI Punjab,2013,7,96,4,97,5.9381443299,0.2474226804
Royal Challengers Bangalore,2014,11,138,2,87,9.5172413793,0.1379310345
Sunrisers Hyderabad,2016,20,124,11,76,9.7894736842,0.8684210526
Kings XI Punjab,2014,14,150,7,102,8.8235294118,0.4117647059
Deccan Chargers,2008,13,71,6,78,5.4615384615,0.4615384615
Kochi Tuskers Kerala,2011,16,53,7,67,4.7462686567,0.6268656716
Mumbai Indians,2014,14,128,1,90,8.5333333333,0.0666666667
Kings XI Punjab,2015,17,104,5,73,8.5479452055,0.4109589041
Kings XI Punjab,2016,12,114,3,88,7.7727272727,0.2045454545
Delhi Daredevils,2010,9,100,2,87,6.8965517241,0.1379310345
Delhi Daredevils,2011,17,97,6,81,7.1851851852,0.4444444444
Chennai Super Kings,2008,14,136,3,92,8.8695652174,0.1956521739
Mumbai Indians,2012,6,155,2,106,8.7735849057,0.1132075472
Kings XI Punjab,2008,12,137,1,86,9.5581395349,0.0697674419
Pune Warriors,2011,12,110,4,83,7.9518072289,0.2891566265
Rajasthan Royals,2011,11,82,5,80,6.15,0.375
Kolkata Knight Riders,2015,8,105,4,80,7.875,0.3
Delhi Daredevils,2015,3,103,7,90,6.8666666667,0.4666666667
Sunrisers Hyderabad,2015,15,115,7,78,8.8461538462,0.5384615385
Kings XI Punjab,2015,14,116,5,76,9.1578947368,0.3947368421
Royal Challengers Bangalore,2015,10,131,1,86,9.1395348837,0.0697674419
Royal Challengers Bangalore,2016,1,95,1,100,5.7,0.06
Kings XI Punjab,2015,10,83,4,87,5.724137931,0.275862069
Kings XI Punjab,2014,20,109,12,70,9.3428571429,1.0285714286
Delhi Daredevils,2011,8,99,4,85,6.9882352941,0.2823529412
Chennai Super Kings,2011,13,142,2,98,8.693877551,0.1224489796
Deccan Chargers,2009,9,109,4,99,6.6060606061,0.2424242424
Delhi Daredevils,2016,16,100,3,80,7.5,0.225
Rajasthan Royals,2011,20,37,3,31,7.1612903226,0.5806451613
Kolkata Knight Riders,2014,5,134,3,103,7.8058252427,0.1747572816
Delhi Daredevils,2008,4,142,2,86,9.9069767442,0.1395348837
Deccan Chargers,2009,6,154,4,100,9.24,0.24
Royal Challengers Bangalore,2012,9,100,4,93,6.4516129032,0.2580645161
Royal Challengers Bangalore,2013,17,147,7,96,9.1875,0.4375
Kings XI Punjab,2016,13,107,4,87,7.3793103448,0.275862069
Deccan Chargers,2009,19,96,9,80,7.2,0.675
Kings XI Punjab,2014,11,156,5,109,8.5871559633,0.2752293578
Kings XI Punjab,2013,19,110,9,73,9.0410958904,0.7397260274
Rajasthan Royals,2013,4,135,4,112,7.2321428571,0.2142857143
Chennai Super Kings,2010,20,151,10,81,11.1851851852,0.7407407407
Kolkata Knight Riders,2016,8,88,3,87,6.0689655172,0.2068965517
Rajasthan Royals,2010,13,129,4,88,8.7954545455,0.2727272727
Kolkata Knight Riders,2013,6,114,6,101,6.7722772277,0.3564356436
Delhi Daredevils,2009,1,77,5,97,4.7628865979,0.3092783505
Sunrisers Hyderabad,2013,9,96,5,104,5.5384615385,0.2884615385
Royal Challengers Bangalore,2013,16,136,5,95,8.5894736842,0.3157894737
Royal Challengers Bangalore,2010,18,130,6,75,10.4,0.48
Chennai Super Kings,2013,2,103,4,111,5.5675675676,0.2162162162
Sunrisers Hyderabad,2014,3,114,4,90,7.6,0.2666666667
Kings XI Punjab,2013,12,128,2,97,7.9175257732,0.1237113402
Rajasthan Royals,2012,1,81,0,103,4.7184466019,0
Kolkata Knight Riders,2011,18,110,4,66,10,0.3636363636
Royal Challengers Bangalore,2014,4,85,4,85,6,0.2823529412
Chennai Super Kings,2010,11,137,1,98,8.387755102,0.0612244898
Deccan Chargers,2008,20,98,12,70,8.4,1.0285714286
Kochi Tuskers Kerala,2011,7,89,2,89,6,0.1348314607
Kings XI Punjab,2016,3,111,3,87,7.6551724138,0.2068965517
Rajasthan Royals,2008,20,86,5,57,9.0526315789,0.5263157895
Gujarat Lions,2016,4,135,5,99,8.1818181818,0.303030303
Deccan Chargers,2012,14,103,3,92,6.7173913043,0.1956521739
Mumbai Indians,2010,13,119,5,98,7.2857142857,0.306122449
Kings XI Punjab,2008,19,128,6,76,10.1052631579,0.4736842105
Pune Warriors,2011,5,88,4,80,6.6,0.3
Royal Challengers Bangalore,2010,15,95,6,85,6.7058823529,0.4235294118
Royal Challengers Bangalore,2011,19,108,3,66,9.8181818182,0.2727272727
Chennai Super Kings,2012,3,126,2,113,6.6902654867,0.1061946903
Sunrisers Hyderabad,2015,2,115,2,87,7.9310344828,0.1379310345
Kings XI Punjab,2012,13,119,4,98,7.2857142857,0.2448979592
Rajasthan Royals,2015,2,83,2,79,6.3037974684,0.1518987342
Kolkata Knight Riders,2011,7,88,2,93,5.6774193548,0.1290322581
Kolkata Knight Riders,2010,19,107,7,75,8.56,0.56
Royal Challengers Bangalore,2015,1,99,1,104,5.7115384615,0.0576923077
Mumbai Indians,2016,4,131,7,89,8.8314606742,0.4719101124
Sunrisers Hyderabad,2016,6,140,3,107,7.8504672897,0.1682242991
Royal Challengers Bangalore,2016,10,167,2,96,10.4375,0.125
Delhi Daredevils,2016,3,77,5,88,5.25,0.3409090909
Rising Pune Supergiants,2016,5,110,2,87,7.5862068966,0.1379310345
Pune Warriors,2013,17,123,9,99,7.4545454545,0.5454545455
Delhi Daredevils,2011,15,123,8,82,9,0.5853658537
Deccan Chargers,2011,13,105,2,85,7.4117647059,0.1411764706
Mumbai Indians,2011,16,145,5,92,9.4565217391,0.3260869565
Royal Challengers Bangalore,2011,14,106,0,85,7.4823529412,0
Royal Challengers Bangalore,2008,20,97,8,55,10.5818181818,0.8727272727
Chennai Super Kings,2015,4,158,4,109,8.6972477064,0.2201834862
Kings XI Punjab,2011,14,115,4,84,8.2142857143,0.2857142857
Rajasthan Royals,2014,7,98,7,84,7,0.5
Kolkata Knight Riders,2010,6,84,3,89,5.6629213483,0.202247191
Kolkata Knight Riders,2009,20,105,9,64,9.84375,0.84375
Royal Challengers Bangalore,2012,2,91,4,93,5.8709677419,0.2580645161
Delhi Daredevils,2012,11,170,2,112,9.1071428571,0.1071428571
Royal Challengers Bangalore,2016,19,195,3,85,13.7647058824,0.2117647059
Pune Warriors,2013,10,108,5,98,6.612244898,0.306122449
Rajasthan Royals,2013,9,130,3,112,6.9642857143,0.1607142857
Deccan Chargers,2010,16,113,6,100,6.78,0.36
Kolkata Knight Riders,2016,15,140,2,84,10,0.1428571429
Mumbai Indians,2008,15,90,3,73,7.397260274,0.2465753425
Mumbai Indians,2009,19,109,9,75,8.72,0.72
Rajasthan Royals,2010,4,139,4,87,9.5862068966,0.275862069
Royal Challengers Bangalore,2008,13,132,3,88,9,0.2045454545
Chennai Super Kings,2014,5,118,6,99,7.1515151515,0.3636363636
Sunrisers Hyderabad,2013,8,97,7,102,5.7058823529,0.4117647059
Mumbai Indians,2013,8,135,7,116,6.9827586207,0.3620689655
Kings XI Punjab,2010,15,97,4,86,6.7674418605,0.2790697674
Rajasthan Royals,2009,8,103,1,82,7.5365853659,0.0731707317
Kolkata Knight Riders,2009,5,90,5,81,6.6666666667,0.3703703704
Royal Challengers Bangalore,2013,7,106,6,98,6.4897959184,0.3673469388
Delhi Daredevils,2013,10,104,3,99,6.303030303,0.1818181818
Mumbai Indians,2013,11,145,4,117,7.4358974359,0.2051282051
Rajasthan Royals,2013,18,161,5,105,9.2,0.2857142857
Rajasthan Royals,2012,12,113,7,98,6.9183673469,0.4285714286
Pune Warriors,2012,10,103,4,100,6.18,0.24
Chennai Super Kings,2010,2,144,2,103,8.3883495146,0.1165048544
Kings XI Punjab,2014,15,122,4,99,7.3939393939,0.2424242424
Deccan Chargers,2009,15,130,5,90,8.6666666667,0.3333333333
Mumbai Indians,2009,10,85,1,78,6.5384615385,0.0769230769
Mumbai Indians,2014,20,106,11,67,9.4925373134,0.9850746269
Kolkata Knight Riders,2012,18,142,5,99,8.6060606061,0.303030303
Royal Challengers Bangalore,2009,4,141,3,101,8.3762376238,0.1782178218
Chennai Super Kings,2014,20,163,2,67,14.5970149254,0.1791044776
Chennai Super Kings,2009,6,128,4,87,8.8275862069,0.275862069
Deccan Chargers,2012,5,113,4,90,7.5333333333,0.2666666667
Mumbai Indians,2010,6,148,4,98,9.0612244898,0.2448979592
Kings XI Punjab,2009,16,106,5,80,7.95,0.375
Rajasthan Royals,2008,5,146,3,98,8.9387755102,0.1836734694
Pune Warriors,2012,20,124,10,88,8.4545454545,0.6818181818
Kolkata Knight Riders,2008,4,93,3,82,6.8048780488,0.2195121951
Rising Pune Supergiants,2016,15,109,4,75,8.72,0.32
Delhi Daredevils,2014,9,90,4,87,6.2068965517,0.275862069
Delhi Daredevils,2015,17,121,4,78,9.3076923077,0.3076923077
Sunrisers Hyderabad,2014,17,102,5,79,7.746835443,0.3797468354
Mumbai Indians,2015,16,160,4,95,10.1052631579,0.2526315789
Rajasthan Royals,2012,19,122,11,96,7.625,0.6875
Rajasthan Royals,2015,11,79,6,81,5.8518518519,0.4444444444
Sunrisers Hyderabad,2016,15,190,3,102,11.1764705882,0.1764705882
Deccan Chargers,2008,2,100,2,90,6.6666666667,0.1333333333
Mumbai Indians,2014,9,98,2,92,6.3913043478,0.1304347826
Delhi Daredevils,2016,12,127,2,87,8.7586206897,0.1379310345
Mumbai Indians,2012,15,152,3,103,8.854368932,0.1747572816
Chennai Super Kings,2009,19,87,6,75,6.96,0.48
Chennai Super Kings,2008,7,126,5,100,7.56,0.3
Gujarat Lions,2016,18,122,3,92,7.9565217391,0.1956521739
Deccan Chargers,2009,12,137,2,99,8.303030303,0.1212121212
Mumbai Indians,2011,7,96,2,100,5.76,0.12
Kings XI Punjab,2008,1,97,2,92,6.3260869565,0.1304347826
Rajasthan Royals,2011,6,101,3,79,7.6708860759,0.2278481013
Kolkata Knight Riders,2015,3,113,3,81,8.3703703704,0.2222222222
Royal Challengers Bangalore,2011,5,133,4,100,7.98,0.24
Delhi Daredevils,2015,16,139,7,80,10.425,0.525
Delhi Daredevils,2008,18,91,9,60,9.1,0.9
Sunrisers Hyderabad,2015,20,115,8,74,9.3243243243,0.6486486486
Rajasthan Royals,2015,20,103,6,63,9.8095238095,0.5714285714
Rajasthan Royals,2014,14,100,6,81,7.4074074074,0.4444444444
Delhi Daredevils,2012,4,129,5,108,7.1666666667,0.2777777778
Rajasthan Royals,2008,19,98,7,63,9.3333333333,0.6666666667
Kolkata Knight Riders,2012,2,100,7,104,5.7692307692,0.4038461538
Delhi Daredevils,2016,17,133,9,82,9.7317073171,0.6585365854
Mumbai Indians,2012,18,139,11,99,8.4242424242,0.6666666667
Chennai Super Kings,2008,18,130,4,80,9.75,0.3
Chennai Super Kings,2011,8,112,1,98,6.8571428571,0.0612244898
Deccan Chargers,2010,7,116,5,101,6.8910891089,0.297029703
Mumbai Indians,2008,8,92,3,81,6.8148148148,0.2222222222
Kolkata Knight Riders,2014,2,111,5,97,6.8659793814,0.3092783505
Royal Challengers Bangalore,2008,6,92,5,85,6.4941176471,0.3529411765
Delhi Daredevils,2008,15,95,5,74,7.7027027027,0.4054054054
Delhi Daredevils,2009,19,134,4,73,11.0136986301,0.3287671233
Rajasthan Royals,2009,13,84,3,80,6.3,0.225
Delhi Daredevils,2013,1,92,7,112,4.9285714286,0.375
Mumbai Indians,2012,11,149,5,103,8.6796116505,0.2912621359
Rajasthan Royals,2013,7,114,3,110,6.2181818182,0.1636363636
Royal Challengers Bangalore,2014,18,119,4,71,10.0563380282,0.338028169
Chennai Super Kings,2011,17,184,4,103,10.7184466019,0.2330097087
Deccan Chargers,2009,8,99,3,99,6,0.1818181818
Mumbai Indians,2009,1,53,4,88,3.6136363636,0.2727272727
Kolkata Knight Riders,2013,1,119,5,107,6.6728971963,0.2803738318
Kings XI Punjab,2016,17,121,3,78,9.3076923077,0.2307692308
Royal Challengers Bangalore,2009,11,116,6,98,7.1020408163,0.3673469388
Delhi Daredevils,2009,14,114,3,87,7.8620689655,0.2068965517
Delhi Daredevils,2010,20,100,7,64,9.375,0.65625
Deccan Chargers,2012,20,116,11,75,9.28,0.88
Rajasthan Royals,2008,16,151,6,91,9.956043956,0.3956043956
Delhi Daredevils,2014,2,87,1,85,6.1411764706,0.0705882353
Chennai Super Kings,2013,5,133,4,109,7.3211009174,0.2201834862
Sunrisers Hyderabad,2014,10,89,1,80,6.675,0.075
Mumbai Indians,2013,6,189,1,115,9.8608695652,0.052173913
Kings XI Punjab,2012,19,120,10,85,8.4705882353,0.7058823529
Rajasthan Royals,2012,6,144,4,99,8.7272727273,0.2424242424
Royal Challengers Bangalore,2014,7,83,2,86,5.7906976744,0.1395348837
Royal Challengers Bangalore,2015,19,117,8,64,10.96875,0.75
Chennai Super Kings,2010,16,136,4,92,8.8695652174,0.2608695652
Deccan Chargers,2008,9,93,6,86,6.488372093,0.4186046512
Kochi Tuskers Kerala,2011,12,104,3,79,7.8987341772,0.2278481013
Mumbai Indians,2014,2,90,5,92,5.8695652174,0.3260869565
Royal Challengers Bangalore,2010,1,93,1,98,5.693877551,0.0612244898
Kolkata Knight Riders,2012,16,117,5,97,7.2371134021,0.3092783505
Delhi Daredevils,2010,13,89,6,86,6.2093023256,0.4186046512
Gujarat Lions,2016,9,97,5,101,5.7623762376,0.297029703
Deccan Chargers,2012,11,109,5,92,7.1086956522,0.3260869565
Deccan Chargers,2011,19,119,11,88,8.1136363636,0.75
Pune Warriors,2011,16,97,4,77,7.5584415584,0.3116883117
Rajasthan Royals,2011,15,71,5,68,6.2647058824,0.4411764706
Delhi Daredevils,2015,7,88,4,86,6.1395348837,0.2790697674
Chennai Super Kings,2012,8,144,3,112,7.7142857143,0.1607142857
Sunrisers Hyderabad,2015,11,98,3,87,6.7586206897,0.2068965517
Kings XI Punjab,2012,10,116,3,97,7.175257732,0.1855670103
Kings XI Punjab,2011,20,91,10,62,8.8064516129,0.9677419355
Rajasthan Royals,2015,5,90,4,80,6.75,0.3
Kolkata Knight Riders,2011,14,107,2,82,7.8292682927,0.1463414634
Royal Challengers Bangalore,2015,6,127,4,97,7.8556701031,0.2474226804
Royal Challengers Bangalore,2012,20,140,13,77,10.9090909091,1.012987013
Mumbai Indians,2016,7,71,2,87,4.8965517241,0.1379310345
Sunrisers Hyderabad,2016,1,103,2,107,5.7757009346,0.1121495327
Royal Challengers Bangalore,2016,5,153,1,97,9.4639175258,0.0618556701
Mumbai Indians,2015,3,131,1,98,8.0204081633,0.0612244898
Delhi Daredevils,2011,4,87,3,86,6.0697674419,0.2093023256
Deccan Chargers,2011,12,98,3,86,6.8372093023,0.2093023256
Deccan Chargers,2010,18,107,14,96,6.6875,0.875
Rajasthan Royals,2010,18,99,9,70,8.4857142857,0.7714285714
Delhi Daredevils,2008,8,101,2,87,6.9655172414,0.1379310345
Chennai Super Kings,2015,7,134,2,113,7.1150442478,0.1061946903
Mumbai Indians,2013,5,113,4,120,5.65,0.2
Kings XI Punjab,2011,9,132,2,84,9.4285714286,0.1428571429
Kings XI Punjab,2010,17,152,6,89,10.2471910112,0.404494382
Rajasthan Royals,2014,4,110,2,87,7.5862068966,0.1379310345
Kolkata Knight Riders,2010,15,102,4,86,7.1162790698,0.2790697674
Royal Challengers Bangalore,2012,5,102,3,96,6.375,0.1875
Mumbai Indians,2012,4,136,5,103,7.9223300971,0.2912621359
Pune Warriors,2013,13,127,5,97,7.8556701031,0.3092783505
Rajasthan Royals,2013,16,136,10,110,7.4181818182,0.5454545455
Pune Warriors,2012,11,104,2,99,6.303030303,0.1212121212
Deccan Chargers,2010,9,116,4,103,6.7572815534,0.2330097087
Deccan Chargers,2009,17,127,6,87,8.7586206897,0.4137931034
Rajasthan Royals,2010,9,122,4,87,8.4137931034,0.275862069
Royal Challengers Bangalore,2009,18,144,6,92,9.3913043478,0.3913043478
Delhi Daredevils,2009,5,141,1,93,9.0967741935,0.064516129
Chennai Super Kings,2014,2,118,1,98,7.2244897959,0.0612244898
Sunrisers Hyderabad,2013,13,110,3,105,6.2857142857,0.1714285714
Mumbai Indians,2010,20,177,12,87,12.2068965517,0.8275862069
Kings XI Punjab,2010,12,76,7,86,5.3023255814,0.488372093
Kings XI Punjab,2009,18,125,6,85,8.8235294118,0.4235294118
Rajasthan Royals,2009,3,72,4,82,5.2682926829,0.2926829268
Kolkata Knight Riders,2009,16,132,6,71,11.1549295775,0.5070422535
Kolkata Knight Riders,2008,18,128,8,67,11.4626865672,0.7164179104
Royal Challengers Bangalore,2013,4,94,3,98,5.7551020408,0.1836734694
Chennai Super Kings,2013,14,162,1,108,9,0.0555555556
Mumbai Indians,2015,1,86,4,104,4.9615384615,0.2307692308
Mumbai Indians,2013,13,160,7,117,8.2051282051,0.358974359
Pune Warriors,2012,16,130,4,99,7.8787878788,0.2424242424
Rajasthan Royals,2012,13,116,2,99,7.0303030303,0.1212121212
Mumbai Indians,2012,3,101,3,108,5.6111111111,0.1666666667
Chennai Super Kings,2010,7,127,2,100,7.62,0.12
Deccan Chargers,2009,10,97,7,99,5.8787878788,0.4242424242
Kochi Tuskers Kerala,2011,3,115,4,87,7.9310344828,0.275862069
Delhi Daredevils,2010,6,92,3,85,6.4941176471,0.2117647059
Chennai Super Kings,2009,1,83,4,85,5.8588235294,0.2823529412
Gujarat Lions,2016,8,128,4,97,7.9175257732,0.2474226804
Deccan Chargers,2012,2,97,3,94,6.1914893617,0.1914893617
Mumbai Indians,2010,9,126,3,98,7.7142857143,0.1836734694
Mumbai Indians,2011,17,113,3,95,7.1368421053,0.1894736842
Kings XI Punjab,2009,11,99,5,85,6.9882352941,0.3529411765
Rajasthan Royals,2008,2,112,4,99,6.7878787879,0.2424242424
Kolkata Knight Riders,2008,9,77,2,81,5.7037037037,0.1481481481
Kolkata Knight Riders,2015,17,117,6,70,10.0285714286,0.5142857143
Royal Challengers Bangalore,2010,3,98,5,97,6.0618556701,0.3092783505
Chennai Super Kings,2013,19,170,5,96,10.625,0.3125
Chennai Super Kings,2012,15,149,6,112,7.9821428571,0.3214285714
Kolkata Knight Riders,2016,1,99,4,93,6.3870967742,0.2580645161
Kings XI Punjab,2012,1,109,1,103,6.3495145631,0.0582524272
Rajasthan Royals,2015,14,127,3,79,9.6455696203,0.2278481013
Kolkata Knight Riders,2011,3,105,2,92,6.847826087,0.1304347826
Delhi Daredevils,2012,18,106,3,67,9.4925373134,0.2686567164
Mumbai Indians,2016,16,171,4,90,11.4,0.2666666667
Sunrisers Hyderabad,2016,10,114,10,108,6.3333333333,0.5555555556
Kings XI Punjab,2016,7,93,3,85,6.5647058824,0.2117647059
Deccan Chargers,2008,7,106,2,84,7.5714285714,0.1428571429
Royal Challengers Bangalore,2016,14,172,4,96,10.75,0.25
Delhi Daredevils,2016,7,95,1,86,6.6279069767,0.0697674419
Delhi Daredevils,2011,11,94,2,85,6.6352941176,0.1411764706
Chennai Super Kings,2008,4,114,5,103,6.640776699,0.2912621359
Deccan Chargers,2011,1,74,2,87,5.1034482759,0.1379310345
Mumbai Indians,2011,12,125,3,98,7.6530612245,0.1836734694
Mumbai Indians,2008,18,100,6,62,9.6774193548,0.5806451613
Kings XI Punjab,2008,6,157,3,95,9.9157894737,0.1894736842
Rajasthan Royals,2011,1,91,0,84,6.5,0
Kolkata Knight Riders,2015,10,92,3,83,6.6506024096,0.2168674699
Kolkata Knight Riders,2014,20,96,4,54,10.6666666667,0.4444444444
Royal Challengers Bangalore,2011,2,128,4,102,7.5294117647,0.2352941176
Chennai Super Kings,2012,18,145,10,105,8.2857142857,0.5714285714
Chennai Super Kings,2015,16,134,7,106,7.5849056604,0.3962264151
Kings XI Punjab,2011,2,97,3,90,6.4666666667,0.2
Rajasthan Royals,2014,11,112,5,85,7.9058823529,0.3529411765
Kolkata Knight Riders,2010,2,108,1,87,7.4482758621,0.0689655172
Delhi Daredevils,2012,7,165,1,112,8.8392857143,0.0535714286
Delhi Daredevils,2013,19,142,5,82,10.3902439024,0.3658536585
Mumbai Indians,2016,17,119,5,87,8.2068965517,0.3448275862
Pune Warriors,2013,6,81,5,99,4.9090909091,0.303030303
Chennai Super Kings,2011,3,116,3,101,6.8910891089,0.1782178218
Deccan Chargers,2010,4,127,2,99,7.696969697,0.1212121212
Kings XI Punjab,2015,13,83,3,80,6.225,0.225
Mumbai Indians,2008,11,99,3,84,7.0714285714,0.2142857143
Kolkata Knight Riders,2014,11,149,1,99,9.0303030303,0.0606060606
Kolkata Knight Riders,2013,19,125,9,85,8.8235294118,0.6352941176
Royal Challengers Bangalore,2008,1,62,5,88,4.2272727273,0.3409090909
Chennai Super Kings,2015,17,178,6,103,10.3689320388,0.3495145631
Chennai Super Kings,2014,9,116,2,97,7.175257732,0.1237113402
Kings XI Punjab,2010,3,107,4,89,7.2134831461,0.2696629213
Rajasthan Royals,2014,18,125,10,81,9.2592592593,0.7407407407
Rajasthan Royals,2009,12,98,4,79,7.4430379747,0.3037974684
Kolkata Knight Riders,2009,1,78,6,91,5.1428571429,0.3956043956
Delhi Daredevils,2013,6,84,5,98,5.1428571429,0.306122449
Delhi Daredevils,2014,20,126,4,64,11.8125,0.375
Royal Challengers Bangalore,2010,11,128,6,97,7.9175257732,0.3711340206
Mumbai Indians,2013,20,217,11,89,14.6292134831,0.7415730337
Pune Warriors,2012,7,81,5,101,4.8118811881,0.297029703
Deccan Chargers,2009,3,124,4,102,7.2941176471,0.2352941176
Mumbai Indians,2009,14,86,4,78,6.6153846154,0.3076923077
Royal Challengers Bangalore,2010,8,109,3,100,6.54,0.18
Kolkata Knight Riders,2013,12,111,2,96,6.9375,0.125
Royal Challengers Bangalore,2009,16,98,9,93,6.3225806452,0.5806451613
Chennai Super Kings,2009,10,99,5,86,6.9069767442,0.3488372093
Sunrisers Hyderabad,2013,19,149,8,92,9.7173913043,0.5217391304
Mumbai Indians,2010,2,114,6,103,6.640776699,0.3495145631
Kings XI Punjab,2009,4,145,3,89,9.7752808989,0.202247191
Rajasthan Royals,2009,17,95,8,70,8.1428571429,0.6857142857
Pune Warriors,2011,18,79,2,65,7.2923076923,0.1846153846
Kolkata Knight Riders,2008,8,70,3,80,5.25,0.225
Rising Pune Supergiants,2016,19,77,8,61,7.5737704918,0.7868852459
Delhi Daredevils,2014,5,90,6,88,6.1363636364,0.4090909091
Sunrisers Hyderabad,2014,13,69,5,78,5.3076923077,0.3846153846
Royal Challengers Bangalore,2014,14,103,4,86,7.1860465116,0.2790697674
Sunrisers Hyderabad,2016,19,165,7,91,10.8791208791,0.4615384615
Deccan Chargers,2008,14,126,2,80,9.45,0.15
Kochi Tuskers Kerala,2011,17,82,6,64,7.6875,0.5625
Mumbai Indians,2014,13,154,1,92,10.0434782609,0.0652173913
Kings XI Punjab,2015,20,118,8,73,9.698630137,0.6575342466
Kolkata Knight Riders,2012,5,136,1,105,7.7714285714,0.0571428571
Delhi Daredevils,2011,18,146,8,81,10.8148148148,0.5925925926
Chennai Super Kings,2008,11,119,2,92,7.7608695652,0.1304347826
Mumbai Indians,2011,3,97,5,96,6.0625,0.3125
Kings XI Punjab,2008,13,94,5,84,6.7142857143,0.3571428571
Pune Warriors,2011,11,106,0,78,8.1538461538,0
Rajasthan Royals,2011,10,101,4,78,7.7692307692,0.3076923077
Kolkata Knight Riders,2015,7,90,3,80,6.75,0.225
Delhi Daredevils,2015,4,138,0,88,9.4090909091,0
Sunrisers Hyderabad,2015,16,129,3,80,9.675,0.225
Mumbai Indians,2013,2,107,3,121,5.305785124,0.1487603306
Royal Challengers Bangalore,2015,15,103,3,66,9.3636363636,0.2727272727
Kings XI Punjab,2015,9,103,9,90,6.8666666667,0.6
Kings XI Punjab,2014,17,146,3,98,8.9387755102,0.1836734694
Chennai Super Kings,2011,12,138,2,99,8.3636363636,0.1212121212
Kings XI Punjab,2014,5,163,3,108,9.0555555556,0.1666666667
Mumbai Indians,2008,4,93,5,87,6.4137931034,0.3448275862
Rajasthan Royals,2011,19,87,6,52,10.0384615385,0.6923076923
Kolkata Knight Riders,2014,6,109,3,100,6.54,0.18
Delhi Daredevils,2008,3,97,3,86,6.7674418605,0.2093023256
Royal Challengers Bangalore,2012,16,171,5,98,10.4693877551,0.306122449
Royal Challengers Bangalore,2013,18,165,4,90,11,0.2666666667
Kings XI Punjab,2015,3,126,6,87,8.6896551724,0.4137931034
Kings XI Punjab,2014,12,179,3,106,10.1320754717,0.1698113208
Kings XI Punjab,2013,18,147,10,87,10.1379310345,0.6896551724
Rajasthan Royals,2013,3,121,5,111,6.5405405405,0.2702702703
Mumbai Indians,2015,17,209,5,93,13.4838709677,0.3225806452
Mumbai Indians,2009,5,117,3,84,8.3571428571,0.2142857143
Rajasthan Royals,2010,14,120,4,87,8.275862069,0.275862069
Kolkata Knight Riders,2013,5,137,2,98,8.387755102,0.1224489796
Delhi Daredevils,2009,2,124,3,94,7.914893617,0.1914893617
Sunrisers Hyderabad,2013,10,94,3,104,5.4230769231,0.1730769231
Royal Challengers Bangalore,2013,9,143,3,94,9.1276595745,0.1914893617
Royal Challengers Bangalore,2010,17,146,4,80,10.95,0.3
Chennai Super Kings,2013,1,79,3,111,4.2702702703,0.1621621622
Sunrisers Hyderabad,2014,6,106,1,80,7.95,0.075
Kings XI Punjab,2013,11,126,2,97,7.793814433,0.1237113402
Rajasthan Royals,2012,2,101,8,99,6.1212121212,0.4848484848
Kolkata Knight Riders,2011,17,95,4,76,7.5,0.3157894737
Royal Challengers Bangalore,2014,3,103,7,87,7.1034482759,0.4827586207
Chennai Super Kings,2010,12,106,3,101,6.297029703,0.1782178218
