partner_name,team,partnership,winner,loser
DA Warner- S Dhawan,team_Sunrisers Hyderabad,76,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
KS Williamson- S Dhawan,team_Sunrisers Hyderabad,31,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
KS Williamson- Yuvraj Singh,team_Sunrisers Hyderabad,15,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
KS Williamson- MC Henriques,team_Sunrisers Hyderabad,1,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
DJ Hooda- KS Williamson,team_Sunrisers Hyderabad,21,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
KS Williamson- NV Ojha,team_Sunrisers Hyderabad,2,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
B Kumar- NV Ojha,team_Sunrisers Hyderabad,1,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
BB Sran- NV Ojha,team_Sunrisers Hyderabad,5,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
A Nehra- BB Sran,team_Sunrisers Hyderabad,3,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
MA Agarwal- Q de Kock,team_Delhi Daredevils,23,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
KK Nair- Q de Kock,team_Delhi Daredevils,55,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
Q de Kock- SV Samson,team_Delhi Daredevils,3,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
RR Pant- SV Samson,team_Delhi Daredevils,72,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
CH Gayle- V Kohli,team_Royal Challengers Bangalore,80,winner_Mumbai Indians,loser_Royal Challengers Bangalore
AB de Villiers- CH Gayle,team_Royal Challengers Bangalore,9,winner_Mumbai Indians,loser_Royal Challengers Bangalore
AB de Villiers- KL Rahul,team_Royal Challengers Bangalore,43,winner_Mumbai Indians,loser_Royal Challengers Bangalore
KL Rahul- SR Watson,team_Royal Challengers Bangalore,38,winner_Mumbai Indians,loser_Royal Challengers Bangalore
KL Rahul- Sachin Baby,team_Royal Challengers Bangalore,53,winner_Mumbai Indians,loser_Royal Challengers Bangalore
PA Patel- RG Sharma,team_Mumbai Indians,55,winner_Mumbai Indians,loser_Royal Challengers Bangalore
AT Rayudu- RG Sharma,team_Mumbai Indians,58,winner_Mumbai Indians,loser_Royal Challengers Bangalore
AT Rayudu- N Rana,team_Mumbai Indians,19,winner_Mumbai Indians,loser_Royal Challengers Bangalore
AT Rayudu- KA Pollard,team_Mumbai Indians,19,winner_Mumbai Indians,loser_Royal Challengers Bangalore
JC Buttler- KA Pollard,team_Mumbai Indians,55,winner_Mumbai Indians,loser_Royal Challengers Bangalore
DA Warner- S Dhawan,team_Sunrisers Hyderabad,73,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
KS Williamson- S Dhawan,team_Sunrisers Hyderabad,46,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
KS Williamson- Yuvraj Singh,team_Sunrisers Hyderabad,32,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
KS Williamson- MC Henriques,team_Sunrisers Hyderabad,18,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
DJ Hooda- MC Henriques,team_Sunrisers Hyderabad,0,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
DJ Hooda- NV Ojha,team_Sunrisers Hyderabad,21,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
B Kumar- NV Ojha,team_Sunrisers Hyderabad,1,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
B Kumar- BB Sran,team_Sunrisers Hyderabad,1,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
AM Rahane- UT Khawaja,team_Rising Pune Supergiants,1,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
GJ Bailey- UT Khawaja,team_Rising Pune Supergiants,19,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
GJ Bailey- R Ashwin,team_Rising Pune Supergiants,49,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
R Ashwin- SS Tiwary,team_Rising Pune Supergiants,10,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
MS Dhoni- SS Tiwary,team_Rising Pune Supergiants,8,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
MS Dhoni- NLTC Perera,team_Rising Pune Supergiants,40,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
MS Dhoni- R Bhatia,team_Rising Pune Supergiants,7,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
A Zampa- R Bhatia,team_Rising Pune Supergiants,0,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
KL Rahul- V Kohli,team_Royal Challengers Bangalore,63,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
AB de Villiers- V Kohli,team_Royal Challengers Bangalore,1,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
AB de Villiers- SR Watson,team_Royal Challengers Bangalore,3,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
AB de Villiers- Sachin Baby,team_Royal Challengers Bangalore,88,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
Sachin Baby- TM Head,team_Royal Challengers Bangalore,19,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
STR Binny- Sachin Baby,team_Royal Challengers Bangalore,1,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
HM Amla- M Vijay,team_Kings XI Punjab,46,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
M Vijay- WP Saha,team_Kings XI Punjab,43,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
DA Miller- M Vijay,team_Kings XI Punjab,0,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
M Vijay- MP Stoinis,team_Kings XI Punjab,51,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
F Behardien- MP Stoinis,team_Kings XI Punjab,35,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
G Gambhir- RV Uthappa,team_Kolkata Knight Riders,50,winner_Gujarat Lions,loser_Kolkata Knight Riders
MK Pandey- RV Uthappa,team_Kolkata Knight Riders,0,winner_Gujarat Lions,loser_Kolkata Knight Riders
RV Uthappa- SA Yadav,team_Kolkata Knight Riders,6,winner_Gujarat Lions,loser_Kolkata Knight Riders
SA Yadav- Shakib Al Hasan,team_Kolkata Knight Riders,3,winner_Gujarat Lions,loser_Kolkata Knight Riders
Shakib Al Hasan- YK Pathan,team_Kolkata Knight Riders,134,winner_Gujarat Lions,loser_Kolkata Knight Riders
BB McCullum- DR Smith,team_Gujarat Lions,176,winner_Gujarat Lions,loser_Kolkata Knight Riders
BB McCullum- SK Raina,team_Gujarat Lions,25,winner_Gujarat Lions,loser_Kolkata Knight Riders
KD Karthik- SK Raina,team_Gujarat Lions,49,winner_Gujarat Lions,loser_Kolkata Knight Riders
AJ Finch- KD Karthik,team_Gujarat Lions,39,winner_Gujarat Lions,loser_Kolkata Knight Riders
AJ Finch- RA Jadeja,team_Gujarat Lions,3,winner_Gujarat Lions,loser_Kolkata Knight Riders
DJ Bravo- RA Jadeja,team_Gujarat Lions,6,winner_Gujarat Lions,loser_Kolkata Knight Riders
DA Warner- S Dhawan,team_Sunrisers Hyderabad,91,winner_Sunrisers Hyderabad,loser_Mumbai Indians
KS Williamson- S Dhawan,team_Sunrisers Hyderabad,6,winner_Sunrisers Hyderabad,loser_Mumbai Indians
S Dhawan- Yuvraj Singh,team_Sunrisers Hyderabad,85,winner_Sunrisers Hyderabad,loser_Mumbai Indians
MC Henriques- S Dhawan,team_Sunrisers Hyderabad,1,winner_Sunrisers Hyderabad,loser_Mumbai Indians
PA Patel- RG Sharma,team_Mumbai Indians,6,winner_Sunrisers Hyderabad,loser_Mumbai Indians
AT Rayudu- RG Sharma,team_Mumbai Indians,0,winner_Sunrisers Hyderabad,loser_Mumbai Indians
AT Rayudu- KH Pandya,team_Mumbai Indians,23,winner_Sunrisers Hyderabad,loser_Mumbai Indians
JC Buttler- KH Pandya,team_Mumbai Indians,2,winner_Sunrisers Hyderabad,loser_Mumbai Indians
KA Pollard- KH Pandya,team_Mumbai Indians,0,winner_Sunrisers Hyderabad,loser_Mumbai Indians
HH Pandya- KA Pollard,team_Mumbai Indians,19,winner_Sunrisers Hyderabad,loser_Mumbai Indians
HH Pandya- Harbhajan Singh,team_Mumbai Indians,1,winner_Sunrisers Hyderabad,loser_Mumbai Indians
Harbhajan Singh- TG Southee,team_Mumbai Indians,8,winner_Sunrisers Hyderabad,loser_Mumbai Indians
Harbhajan Singh- MJ McClenaghan,team_Mumbai Indians,20,winner_Sunrisers Hyderabad,loser_Mumbai Indians
Harbhajan Singh- JJ Bumrah,team_Mumbai Indians,14,winner_Sunrisers Hyderabad,loser_Mumbai Indians
M Vijay- MP Stoinis,team_Kings XI Punjab,59,winner_Kings XI Punjab,loser_Delhi Daredevils
HM Amla- MP Stoinis,team_Kings XI Punjab,3,winner_Kings XI Punjab,loser_Delhi Daredevils
MP Stoinis- WP Saha,team_Kings XI Punjab,58,winner_Kings XI Punjab,loser_Delhi Daredevils
GJ Maxwell- WP Saha,team_Kings XI Punjab,46,winner_Kings XI Punjab,loser_Delhi Daredevils
DA Miller- WP Saha,team_Kings XI Punjab,0,winner_Kings XI Punjab,loser_Delhi Daredevils
AR Patel- DA Miller,team_Kings XI Punjab,29,winner_Kings XI Punjab,loser_Delhi Daredevils
Q de Kock- SV Samson,team_Delhi Daredevils,99,winner_Kings XI Punjab,loser_Delhi Daredevils
KK Nair- SV Samson,team_Delhi Daredevils,51,winner_Kings XI Punjab,loser_Delhi Daredevils
KK Nair- SW Billings,team_Delhi Daredevils,13,winner_Kings XI Punjab,loser_Delhi Daredevils
CR Brathwaite- SW Billings,team_Delhi Daredevils,7,winner_Kings XI Punjab,loser_Delhi Daredevils
CH Morris- CR Brathwaite,team_Delhi Daredevils,12,winner_Kings XI Punjab,loser_Delhi Daredevils
CH Morris- RR Pant,team_Delhi Daredevils,19,winner_Kings XI Punjab,loser_Delhi Daredevils
AM Rahane- UT Khawaja,team_Rising Pune Supergiants,45,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
AM Rahane- SS Tiwary,team_Rising Pune Supergiants,106,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
AM Rahane- MS Dhoni,team_Rising Pune Supergiants,12,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
AM Rahane- NLTC Perera,team_Rising Pune Supergiants,27,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
AM Rahane- GJ Bailey,team_Rising Pune Supergiants,0,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
GJ Bailey- R Bhatia,team_Rising Pune Supergiants,3,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
R Ashwin- R Bhatia,team_Rising Pune Supergiants,17,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
KL Rahul- V Kohli,team_Royal Challengers Bangalore,111,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
AB de Villiers- V Kohli,team_Royal Challengers Bangalore,3,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
SR Watson- V Kohli,team_Royal Challengers Bangalore,46,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
TM Head- V Kohli,team_Royal Challengers Bangalore,52,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
BB McCullum- DR Smith,team_Gujarat Lions,54,winner_Sunrisers Hyderabad,loser_Gujarat Lions
BB McCullum- SK Raina,team_Gujarat Lions,22,winner_Sunrisers Hyderabad,loser_Gujarat Lions
BB McCullum- KD Karthik,team_Gujarat Lions,1,winner_Sunrisers Hyderabad,loser_Gujarat Lions
AJ Finch- BB McCullum,team_Gujarat Lions,9,winner_Sunrisers Hyderabad,loser_Gujarat Lions
AJ Finch- DJ Bravo,team_Gujarat Lions,45,winner_Sunrisers Hyderabad,loser_Gujarat Lions
AJ Finch- RA Jadeja,team_Gujarat Lions,27,winner_Sunrisers Hyderabad,loser_Gujarat Lions
AJ Finch- P Kumar,team_Gujarat Lions,20,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DA Warner- S Dhawan,team_Sunrisers Hyderabad,46,winner_Sunrisers Hyderabad,loser_Gujarat Lions
KS Williamson- S Dhawan,team_Sunrisers Hyderabad,7,winner_Sunrisers Hyderabad,loser_Gujarat Lions
MC Henriques- S Dhawan,team_Sunrisers Hyderabad,22,winner_Sunrisers Hyderabad,loser_Gujarat Lions
S Dhawan- Yuvraj Singh,team_Sunrisers Hyderabad,26,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DJ Hooda- S Dhawan,team_Sunrisers Hyderabad,27,winner_Sunrisers Hyderabad,loser_Gujarat Lions
NV Ojha- S Dhawan,team_Sunrisers Hyderabad,21,winner_Sunrisers Hyderabad,loser_Gujarat Lions
RR Pant- SV Samson,team_Delhi Daredevils,34,winner_Rising Pune Supergiants,loser_Delhi Daredevils
KK Nair- SV Samson,team_Delhi Daredevils,35,winner_Rising Pune Supergiants,loser_Delhi Daredevils
JP Duminy- KK Nair,team_Delhi Daredevils,17,winner_Rising Pune Supergiants,loser_Delhi Daredevils
JP Duminy- SW Billings,team_Delhi Daredevils,45,winner_Rising Pune Supergiants,loser_Delhi Daredevils
CR Brathwaite- JP Duminy,team_Delhi Daredevils,27,winner_Rising Pune Supergiants,loser_Delhi Daredevils
JP Duminy- P Negi,team_Delhi Daredevils,1,winner_Rising Pune Supergiants,loser_Delhi Daredevils
J Yadav- P Negi,team_Delhi Daredevils,5,winner_Rising Pune Supergiants,loser_Delhi Daredevils
Mohammed Shami- P Negi,team_Delhi Daredevils,19,winner_Rising Pune Supergiants,loser_Delhi Daredevils
AM Rahane- UT Khawaja,team_Rising Pune Supergiants,78,winner_Rising Pune Supergiants,loser_Delhi Daredevils
AM Rahane- SS Tiwary,team_Rising Pune Supergiants,45,winner_Rising Pune Supergiants,loser_Delhi Daredevils
AM Rahane- MS Dhoni,team_Rising Pune Supergiants,42,winner_Rising Pune Supergiants,loser_Delhi Daredevils
AM Rahane- NLTC Perera,team_Rising Pune Supergiants,20,winner_Rising Pune Supergiants,loser_Delhi Daredevils
G Gambhir- RV Uthappa,team_Kolkata Knight Riders,121,winner_Kolkata Knight Riders,loser_Kings XI Punjab
RV Uthappa- YK Pathan,team_Kolkata Knight Riders,36,winner_Kolkata Knight Riders,loser_Kings XI Punjab
AD Russell- YK Pathan,team_Kolkata Knight Riders,27,winner_Kolkata Knight Riders,loser_Kings XI Punjab
M Vijay- MP Stoinis,team_Kings XI Punjab,28,winner_Kolkata Knight Riders,loser_Kings XI Punjab
M Vijay- M Vohra,team_Kings XI Punjab,12,winner_Kolkata Knight Riders,loser_Kings XI Punjab
M Vijay- WP Saha,team_Kings XI Punjab,0,winner_Kolkata Knight Riders,loser_Kings XI Punjab
GJ Maxwell- WP Saha,team_Kings XI Punjab,40,winner_Kolkata Knight Riders,loser_Kings XI Punjab
DA Miller- GJ Maxwell,team_Kings XI Punjab,67,winner_Kolkata Knight Riders,loser_Kings XI Punjab
DA Miller- Gurkeerat Singh,team_Kings XI Punjab,10,winner_Kolkata Knight Riders,loser_Kings XI Punjab
AR Patel- Gurkeerat Singh,team_Kings XI Punjab,24,winner_Kolkata Knight Riders,loser_Kings XI Punjab
Gurkeerat Singh- Swapnil Singh,team_Kings XI Punjab,1,winner_Kolkata Knight Riders,loser_Kings XI Punjab
MM Sharma- Swapnil Singh,team_Kings XI Punjab,1,winner_Kolkata Knight Riders,loser_Kings XI Punjab
MM Sharma- Sandeep Sharma,team_Kings XI Punjab,1,winner_Kolkata Knight Riders,loser_Kings XI Punjab
BB McCullum- DR Smith,team_Gujarat Lions,18,winner_Delhi Daredevils,loser_Gujarat Lions
AJ Finch- DR Smith,team_Gujarat Lions,0,winner_Delhi Daredevils,loser_Gujarat Lions
AJ Finch- SK Raina,team_Gujarat Lions,7,winner_Delhi Daredevils,loser_Gujarat Lions
KD Karthik- SK Raina,team_Gujarat Lions,51,winner_Delhi Daredevils,loser_Gujarat Lions
KD Karthik- RA Jadeja,team_Gujarat Lions,52,winner_Delhi Daredevils,loser_Gujarat Lions
JP Faulkner- RA Jadeja,team_Gujarat Lions,11,winner_Delhi Daredevils,loser_Gujarat Lions
Ishan Kishan- RA Jadeja,team_Gujarat Lions,11,winner_Delhi Daredevils,loser_Gujarat Lions
Q de Kock- RR Pant,team_Delhi Daredevils,126,winner_Delhi Daredevils,loser_Gujarat Lions
Q de Kock- SV Samson,team_Delhi Daredevils,6,winner_Delhi Daredevils,loser_Gujarat Lions
JP Duminy- SV Samson,team_Delhi Daredevils,29,winner_Delhi Daredevils,loser_Gujarat Lions
CH Gayle- KL Rahul,team_Royal Challengers Bangalore,37,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
KL Rahul- V Kohli,team_Royal Challengers Bangalore,84,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
AB de Villiers- V Kohli,team_Royal Challengers Bangalore,17,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
SR Watson- V Kohli,team_Royal Challengers Bangalore,20,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
SR Watson- Sachin Baby,team_Royal Challengers Bangalore,38,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
SR Watson- STR Binny,team_Royal Challengers Bangalore,17,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
SR Watson- VR Aaron,team_Royal Challengers Bangalore,1,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
G Gambhir- RV Uthappa,team_Kolkata Knight Riders,7,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
CA Lynn- G Gambhir,team_Kolkata Knight Riders,28,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
G Gambhir- MK Pandey,team_Kolkata Knight Riders,32,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
MK Pandey- YK Pathan,team_Kolkata Knight Riders,3,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
AD Russell- YK Pathan,team_Kolkata Knight Riders,96,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
SA Yadav- YK Pathan,team_Kolkata Knight Riders,24,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
AM Rahane- SS Tiwary,team_Rising Pune Supergiants,32,winner_Mumbai Indians,loser_Rising Pune Supergiants
SPD Smith- SS Tiwary,team_Rising Pune Supergiants,84,winner_Mumbai Indians,loser_Rising Pune Supergiants
PSP Handscomb- SS Tiwary,team_Rising Pune Supergiants,13,winner_Mumbai Indians,loser_Rising Pune Supergiants
MS Dhoni- SS Tiwary,team_Rising Pune Supergiants,33,winner_Mumbai Indians,loser_Rising Pune Supergiants
MS Dhoni- NLTC Perera,team_Rising Pune Supergiants,11,winner_Mumbai Indians,loser_Rising Pune Supergiants
NLTC Perera- R Bhatia,team_Rising Pune Supergiants,10,winner_Mumbai Indians,loser_Rising Pune Supergiants
PA Patel- RG Sharma,team_Mumbai Indians,49,winner_Mumbai Indians,loser_Rising Pune Supergiants
AT Rayudu- RG Sharma,team_Mumbai Indians,52,winner_Mumbai Indians,loser_Rising Pune Supergiants
JC Buttler- RG Sharma,team_Mumbai Indians,70,winner_Mumbai Indians,loser_Rising Pune Supergiants
M Vijay- MP Stoinis,team_Kings XI Punjab,135,winner_Kings XI Punjab,loser_Gujarat Lions
M Vijay- SE Marsh,team_Kings XI Punjab,5,winner_Kings XI Punjab,loser_Gujarat Lions
GJ Maxwell- M Vijay,team_Kings XI Punjab,0,winner_Kings XI Punjab,loser_Gujarat Lions
Gurkeerat Singh- M Vijay,team_Kings XI Punjab,3,winner_Kings XI Punjab,loser_Gujarat Lions
DA Miller- M Vijay,team_Kings XI Punjab,27,winner_Kings XI Punjab,loser_Gujarat Lions
DA Miller- WP Saha,team_Kings XI Punjab,39,winner_Kings XI Punjab,loser_Gujarat Lions
AR Patel- WP Saha,team_Kings XI Punjab,6,winner_Kings XI Punjab,loser_Gujarat Lions
MM Sharma- WP Saha,team_Kings XI Punjab,6,winner_Kings XI Punjab,loser_Gujarat Lions
KC Cariappa- MM Sharma,team_Kings XI Punjab,2,winner_Kings XI Punjab,loser_Gujarat Lions
KC Cariappa- Sandeep Sharma,team_Kings XI Punjab,1,winner_Kings XI Punjab,loser_Gujarat Lions
BB McCullum- DR Smith,team_Gujarat Lions,14,winner_Kings XI Punjab,loser_Gujarat Lions
DR Smith- SK Raina,team_Gujarat Lions,21,winner_Kings XI Punjab,loser_Gujarat Lions
DR Smith- KD Karthik,team_Gujarat Lions,4,winner_Kings XI Punjab,loser_Gujarat Lions
KD Karthik- RA Jadeja,team_Gujarat Lions,1,winner_Kings XI Punjab,loser_Gujarat Lions
DJ Bravo- RA Jadeja,team_Gujarat Lions,0,winner_Kings XI Punjab,loser_Gujarat Lions
Ishan Kishan- RA Jadeja,team_Gujarat Lions,18,winner_Kings XI Punjab,loser_Gujarat Lions
Ishan Kishan- JP Faulkner,team_Gujarat Lions,29,winner_Kings XI Punjab,loser_Gujarat Lions
JP Faulkner- P Kumar,team_Gujarat Lions,39,winner_Kings XI Punjab,loser_Gujarat Lions
DS Kulkarni- JP Faulkner,team_Gujarat Lions,0,winner_Kings XI Punjab,loser_Gujarat Lions
DS Kulkarni- S Kaushik,team_Gujarat Lions,6,winner_Kings XI Punjab,loser_Gujarat Lions
DA Warner- S Dhawan,team_Sunrisers Hyderabad,34,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
DA Warner- KS Williamson,team_Sunrisers Hyderabad,124,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
KS Williamson- MC Henriques,team_Sunrisers Hyderabad,8,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
MC Henriques- NV Ojha,team_Sunrisers Hyderabad,1,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
DJ Hooda- MC Henriques,team_Sunrisers Hyderabad,29,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
A Ashish Reddy- MC Henriques,team_Sunrisers Hyderabad,4,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
KL Rahul- V Kohli,team_Royal Challengers Bangalore,46,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
AB de Villiers- KL Rahul,team_Royal Challengers Bangalore,41,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
AB de Villiers- SR Watson,team_Royal Challengers Bangalore,7,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
AB de Villiers- Sachin Baby,team_Royal Challengers Bangalore,39,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
KM Jadhav- Sachin Baby,team_Royal Challengers Bangalore,23,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
KM Jadhav- Parvez Rasool,team_Royal Challengers Bangalore,27,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
Q de Kock- SS Iyer,team_Delhi Daredevils,28,winner_Delhi Daredevils,loser_Kolkata Knight Riders
Q de Kock- SV Samson,team_Delhi Daredevils,1,winner_Delhi Daredevils,loser_Kolkata Knight Riders
KK Nair- SV Samson,team_Delhi Daredevils,30,winner_Delhi Daredevils,loser_Kolkata Knight Riders
KK Nair- SW Billings,team_Delhi Daredevils,105,winner_Delhi Daredevils,loser_Kolkata Knight Riders
