partner_name,team,partnership,winner,loser
AM Rahane- SR Watson,team_Rajasthan Royals,16,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
AM Rahane- STR Binny,team_Rajasthan Royals,77,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
BJ Hodge- STR Binny,team_Rajasthan Royals,3,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
R Bhatia- STR Binny,team_Rajasthan Royals,10,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
JP Faulkner- STR Binny,team_Rajasthan Royals,14,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
BB McCullum- DR Smith,team_Chennai Super Kings,137,winner_Kings XI Punjab,loser_Chennai Super Kings
DR Smith- SK Raina,team_Chennai Super Kings,38,winner_Kings XI Punjab,loser_Chennai Super Kings
MS Dhoni- SK Raina,team_Chennai Super Kings,24,winner_Kings XI Punjab,loser_Chennai Super Kings
DJ Bravo- MS Dhoni,team_Chennai Super Kings,20,winner_Kings XI Punjab,loser_Chennai Super Kings
CA Pujara- V Sehwag,team_Kings XI Punjab,51,winner_Kings XI Punjab,loser_Chennai Super Kings
CA Pujara- GJ Maxwell,team_Kings XI Punjab,7,winner_Kings XI Punjab,loser_Chennai Super Kings
AR Patel- GJ Maxwell,team_Kings XI Punjab,14,winner_Kings XI Punjab,loser_Chennai Super Kings
DA Miller- GJ Maxwell,team_Kings XI Punjab,115,winner_Kings XI Punjab,loser_Chennai Super Kings
DA Miller- GJ Bailey,team_Kings XI Punjab,39,winner_Kings XI Punjab,loser_Chennai Super Kings
M Vijay- MA Agarwal,team_Delhi Daredevils,54,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
KD Karthik- M Vijay,team_Delhi Daredevils,1,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
M Vijay- MK Tiwary,team_Delhi Daredevils,1,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
JP Duminy- M Vijay,team_Delhi Daredevils,18,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
JP Duminy- LRPL Taylor,team_Delhi Daredevils,110,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
NJ Maddinson- PA Patel,team_Royal Challengers Bangalore,116,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
PA Patel- V Kohli,team_Royal Challengers Bangalore,56,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
V Kohli- Yuvraj Singh,team_Royal Challengers Bangalore,84,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
G Gambhir- JH Kallis,team_Kolkata Knight Riders,88,winner_Kolkata Knight Riders,loser_Mumbai Indians
JH Kallis- MK Pandey,team_Kolkata Knight Riders,131,winner_Kolkata Knight Riders,loser_Mumbai Indians
JH Kallis- RV Uthappa,team_Kolkata Knight Riders,9,winner_Kolkata Knight Riders,loser_Mumbai Indians
JH Kallis- YK Pathan,team_Kolkata Knight Riders,1,winner_Kolkata Knight Riders,loser_Mumbai Indians
Shakib Al Hasan- YK Pathan,team_Kolkata Knight Riders,4,winner_Kolkata Knight Riders,loser_Mumbai Indians
SA Yadav- YK Pathan,team_Kolkata Knight Riders,14,winner_Kolkata Knight Riders,loser_Mumbai Indians
AP Tare- MEK Hussey,team_Mumbai Indians,38,winner_Kolkata Knight Riders,loser_Mumbai Indians
AP Tare- AT Rayudu,team_Mumbai Indians,16,winner_Kolkata Knight Riders,loser_Mumbai Indians
AT Rayudu- RG Sharma,team_Mumbai Indians,61,winner_Kolkata Knight Riders,loser_Mumbai Indians
AT Rayudu- KA Pollard,team_Mumbai Indians,5,winner_Kolkata Knight Riders,loser_Mumbai Indians
CJ Anderson- KA Pollard,team_Mumbai Indians,7,winner_Kolkata Knight Riders,loser_Mumbai Indians
Harbhajan Singh- KA Pollard,team_Mumbai Indians,0,winner_Kolkata Knight Riders,loser_Mumbai Indians
CM Gautam- KA Pollard,team_Mumbai Indians,9,winner_Kolkata Knight Riders,loser_Mumbai Indians
AP Tare- DR Smith,team_Mumbai Indians,13,winner_Mumbai Indians,loser_Chennai Super Kings
AP Tare- KD Karthik,team_Mumbai Indians,4,winner_Mumbai Indians,loser_Chennai Super Kings
KD Karthik- RG Sharma,team_Mumbai Indians,8,winner_Mumbai Indians,loser_Chennai Super Kings
AT Rayudu- KD Karthik,team_Mumbai Indians,36,winner_Mumbai Indians,loser_Chennai Super Kings
AT Rayudu- KA Pollard,team_Mumbai Indians,48,winner_Mumbai Indians,loser_Chennai Super Kings
Harbhajan Singh- KA Pollard,team_Mumbai Indians,25,winner_Mumbai Indians,loser_Chennai Super Kings
KA Pollard- R Dhawan,team_Mumbai Indians,8,winner_Mumbai Indians,loser_Chennai Super Kings
KA Pollard- MG Johnson,team_Mumbai Indians,2,winner_Mumbai Indians,loser_Chennai Super Kings
KA Pollard- SL Malinga,team_Mumbai Indians,0,winner_Mumbai Indians,loser_Chennai Super Kings
KA Pollard- PP Ojha,team_Mumbai Indians,13,winner_Mumbai Indians,loser_Chennai Super Kings
M Vijay- MEK Hussey,team_Chennai Super Kings,15,winner_Mumbai Indians,loser_Chennai Super Kings
M Vijay- SK Raina,team_Chennai Super Kings,0,winner_Mumbai Indians,loser_Chennai Super Kings
M Vijay- S Badrinath,team_Chennai Super Kings,1,winner_Mumbai Indians,loser_Chennai Super Kings
DJ Bravo- M Vijay,team_Chennai Super Kings,32,winner_Mumbai Indians,loser_Chennai Super Kings
M Vijay- RA Jadeja,team_Chennai Super Kings,1,winner_Mumbai Indians,loser_Chennai Super Kings
M Vijay- MS Dhoni,team_Chennai Super Kings,3,winner_Mumbai Indians,loser_Chennai Super Kings
JA Morkel- MS Dhoni,team_Chennai Super Kings,18,winner_Mumbai Indians,loser_Chennai Super Kings
CH Morris- MS Dhoni,team_Chennai Super Kings,1,winner_Mumbai Indians,loser_Chennai Super Kings
MS Dhoni- R Ashwin,team_Chennai Super Kings,41,winner_Mumbai Indians,loser_Chennai Super Kings
MM Sharma- MS Dhoni,team_Chennai Super Kings,26,winner_Mumbai Indians,loser_Chennai Super Kings
AM Rahane- R Dravid,team_Rajasthan Royals,70,winner_Mumbai Indians,loser_Rajasthan Royals
R Dravid- SR Watson,team_Rajasthan Royals,16,winner_Mumbai Indians,loser_Rajasthan Royals
R Dravid- SV Samson,team_Rajasthan Royals,4,winner_Mumbai Indians,loser_Rajasthan Royals
R Dravid- STR Binny,team_Rajasthan Royals,23,winner_Mumbai Indians,loser_Rajasthan Royals
BJ Hodge- STR Binny,team_Rajasthan Royals,17,winner_Mumbai Indians,loser_Rajasthan Royals
BJ Hodge- KK Cooper,team_Rajasthan Royals,4,winner_Mumbai Indians,loser_Rajasthan Royals
BJ Hodge- DH Yagnik,team_Rajasthan Royals,57,winner_Mumbai Indians,loser_Rajasthan Royals
AP Tare- DR Smith,team_Mumbai Indians,127,winner_Mumbai Indians,loser_Rajasthan Royals
DR Smith- KD Karthik,team_Mumbai Indians,55,winner_Mumbai Indians,loser_Rajasthan Royals
DR Smith- RG Sharma,team_Mumbai Indians,3,winner_Mumbai Indians,loser_Rajasthan Royals
DR Smith- KA Pollard,team_Mumbai Indians,4,winner_Mumbai Indians,loser_Rajasthan Royals
AT Rayudu- KA Pollard,team_Mumbai Indians,9,winner_Mumbai Indians,loser_Rajasthan Royals
AT Rayudu- Harbhajan Singh,team_Mumbai Indians,19,winner_Mumbai Indians,loser_Rajasthan Royals
Harbhajan Singh- R Dhawan,team_Mumbai Indians,9,winner_Mumbai Indians,loser_Rajasthan Royals
PA Patel- S Dhawan,team_Sunrisers Hyderabad,11,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
GH Vihari- S Dhawan,team_Sunrisers Hyderabad,1,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
CL White- S Dhawan,team_Sunrisers Hyderabad,52,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
DJG Sammy- S Dhawan,team_Sunrisers Hyderabad,28,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
DJG Sammy- NLTC Perera,team_Sunrisers Hyderabad,28,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
BB Samantray- NLTC Perera,team_Sunrisers Hyderabad,2,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
BB Samantray- KV Sharma,team_Sunrisers Hyderabad,14,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
DW Steyn- KV Sharma,team_Sunrisers Hyderabad,5,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
AM Rahane- R Dravid,team_Rajasthan Royals,18,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
AM Rahane- SR Watson,team_Rajasthan Royals,37,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
AM Rahane- DH Yagnik,team_Rajasthan Royals,3,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
AM Rahane- STR Binny,team_Rajasthan Royals,2,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
STR Binny- SV Samson,team_Rajasthan Royals,2,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
BJ Hodge- SV Samson,team_Rajasthan Royals,45,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
BJ Hodge- JP Faulkner,team_Rajasthan Royals,33,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
M Vijay- MEK Hussey,team_Chennai Super Kings,85,winner_Chennai Super Kings,loser_Mumbai Indians
MEK Hussey- SK Raina,team_Chennai Super Kings,140,winner_Chennai Super Kings,loser_Mumbai Indians
AP Tare- DR Smith,team_Mumbai Indians,152,winner_Chennai Super Kings,loser_Mumbai Indians
DR Smith- KD Karthik,team_Mumbai Indians,75,winner_Chennai Super Kings,loser_Mumbai Indians
KD Karthik- RG Sharma,team_Mumbai Indians,8,winner_Chennai Super Kings,loser_Mumbai Indians
KA Pollard- RG Sharma,team_Mumbai Indians,6,winner_Chennai Super Kings,loser_Mumbai Indians
AT Rayudu- KA Pollard,team_Mumbai Indians,26,winner_Chennai Super Kings,loser_Mumbai Indians
AT Rayudu- Harbhajan Singh,team_Mumbai Indians,1,winner_Chennai Super Kings,loser_Mumbai Indians
AT Rayudu- MG Johnson,team_Mumbai Indians,11,winner_Chennai Super Kings,loser_Mumbai Indians
AT Rayudu- SL Malinga,team_Mumbai Indians,1,winner_Chennai Super Kings,loser_Mumbai Indians
AT Rayudu- PP Ojha,team_Mumbai Indians,4,winner_Chennai Super Kings,loser_Mumbai Indians
MM Patel- PP Ojha,team_Mumbai Indians,0,winner_Chennai Super Kings,loser_Mumbai Indians
G Gambhir- MS Bisla,team_Kolkata Knight Riders,25,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
G Gambhir- JH Kallis,team_Kolkata Knight Riders,17,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
EJG Morgan- JH Kallis,team_Kolkata Knight Riders,17,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
JH Kallis- YK Pathan,team_Kolkata Knight Riders,30,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
RN ten Doeschate- YK Pathan,team_Kolkata Knight Riders,6,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
P Dogra- YK Pathan,team_Kolkata Knight Riders,16,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
SP Narine- YK Pathan,team_Kolkata Knight Riders,10,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
Iqbal Abdulla- YK Pathan,team_Kolkata Knight Riders,9,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
PA Patel- S Dhawan,team_Sunrisers Hyderabad,98,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
GH Vihari- PA Patel,team_Sunrisers Hyderabad,11,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
CL White- GH Vihari,team_Sunrisers Hyderabad,3,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
GH Vihari- NLTC Perera,team_Sunrisers Hyderabad,5,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
DJG Sammy- NLTC Perera,team_Sunrisers Hyderabad,4,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
BB Samantray- DJG Sammy,team_Sunrisers Hyderabad,20,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
CH Gayle- V Kohli,team_Royal Challengers Bangalore,87,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
AB de Villiers- V Kohli,team_Royal Challengers Bangalore,9,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
MC Henriques- V Kohli,team_Royal Challengers Bangalore,30,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
M Vijay- MEK Hussey,team_Chennai Super Kings,41,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
M Vijay- SK Raina,team_Chennai Super Kings,0,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
DJ Bravo- M Vijay,team_Chennai Super Kings,18,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
M Vijay- MS Dhoni,team_Chennai Super Kings,27,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
MS Dhoni- RA Jadeja,team_Chennai Super Kings,22,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
RA Jadeja- S Badrinath,team_Chennai Super Kings,4,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
AJ Finch- RV Uthappa,team_Pune Warriors,42,winner_Pune Warriors,loser_Delhi Daredevils
AJ Finch- MK Pandey,team_Pune Warriors,36,winner_Pune Warriors,loser_Delhi Daredevils
AJ Finch- Yuvraj Singh,team_Pune Warriors,17,winner_Pune Warriors,loser_Delhi Daredevils
AD Mathews- Yuvraj Singh,team_Pune Warriors,5,winner_Pune Warriors,loser_Delhi Daredevils
AD Mathews- LJ Wright,team_Pune Warriors,71,winner_Pune Warriors,loser_Delhi Daredevils
AD Mathews- RV Gomez,team_Pune Warriors,5,winner_Pune Warriors,loser_Delhi Daredevils
DA Warner- DPMD Jayawardene,team_Delhi Daredevils,22,winner_Pune Warriors,loser_Delhi Daredevils
B Chipli- DPMD Jayawardene,team_Delhi Daredevils,23,winner_Pune Warriors,loser_Delhi Daredevils
B Chipli- V Sehwag,team_Delhi Daredevils,15,winner_Pune Warriors,loser_Delhi Daredevils
B Chipli- BJ Rohrer,team_Delhi Daredevils,0,winner_Pune Warriors,loser_Delhi Daredevils
BJ Rohrer- IK Pathan,team_Delhi Daredevils,9,winner_Pune Warriors,loser_Delhi Daredevils
CM Gautam- IK Pathan,team_Delhi Daredevils,54,winner_Pune Warriors,loser_Delhi Daredevils
IK Pathan- M Morkel,team_Delhi Daredevils,1,winner_Pune Warriors,loser_Delhi Daredevils
IK Pathan- UT Yadav,team_Delhi Daredevils,6,winner_Pune Warriors,loser_Delhi Daredevils
S Nadeem- UT Yadav,team_Delhi Daredevils,8,winner_Pune Warriors,loser_Delhi Daredevils
S Kaul- UT Yadav,team_Delhi Daredevils,1,winner_Pune Warriors,loser_Delhi Daredevils
AC Gilchrist- Mandeep Singh,team_Kings XI Punjab,3,winner_Kings XI Punjab,loser_Mumbai Indians
AC Gilchrist- Azhar Mahmood,team_Kings XI Punjab,4,winner_Kings XI Punjab,loser_Mumbai Indians
Azhar Mahmood- SE Marsh,team_Kings XI Punjab,148,winner_Kings XI Punjab,loser_Mumbai Indians
Azhar Mahmood- DA Miller,team_Kings XI Punjab,2,winner_Kings XI Punjab,loser_Mumbai Indians
DA Miller- M Vohra,team_Kings XI Punjab,18,winner_Kings XI Punjab,loser_Mumbai Indians
Gurkeerat Singh- M Vohra,team_Kings XI Punjab,0,winner_Kings XI Punjab,loser_Mumbai Indians
M Vohra- PP Chawla,team_Kings XI Punjab,9,winner_Kings XI Punjab,loser_Mumbai Indians
M Vohra- P Kumar,team_Kings XI Punjab,0,winner_Kings XI Punjab,loser_Mumbai Indians
AP Tare- GJ Maxwell,team_Mumbai Indians,0,winner_Kings XI Punjab,loser_Mumbai Indians
AP Tare- AT Rayudu,team_Mumbai Indians,27,winner_Kings XI Punjab,loser_Mumbai Indians
AT Rayudu- RG Sharma,team_Mumbai Indians,35,winner_Kings XI Punjab,loser_Mumbai Indians
KD Karthik- RG Sharma,team_Mumbai Indians,7,winner_Kings XI Punjab,loser_Mumbai Indians
KA Pollard- RG Sharma,team_Mumbai Indians,9,winner_Kings XI Punjab,loser_Mumbai Indians
KA Pollard- R Dhawan,team_Mumbai Indians,39,winner_Kings XI Punjab,loser_Mumbai Indians
Harbhajan Singh- R Dhawan,team_Mumbai Indians,2,winner_Kings XI Punjab,loser_Mumbai Indians
Harbhajan Singh- NM Coulter-Nile,team_Mumbai Indians,12,winner_Kings XI Punjab,loser_Mumbai Indians
Harbhajan Singh- SL Malinga,team_Mumbai Indians,2,winner_Kings XI Punjab,loser_Mumbai Indians
PA Patel- S Dhawan,team_Sunrisers Hyderabad,5,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
GH Vihari- S Dhawan,team_Sunrisers Hyderabad,1,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
CL White- GH Vihari,team_Sunrisers Hyderabad,1,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
BB Samantray- GH Vihari,team_Sunrisers Hyderabad,44,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
BB Samantray- DJG Sammy,team_Sunrisers Hyderabad,56,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
BB Samantray- NLTC Perera,team_Sunrisers Hyderabad,20,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
DW Steyn- NLTC Perera,team_Sunrisers Hyderabad,4,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
KV Sharma- NLTC Perera,team_Sunrisers Hyderabad,7,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
A Mishra- NLTC Perera,team_Sunrisers Hyderabad,0,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
AM Rahane- R Dravid,team_Rajasthan Royals,39,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
AM Rahane- SR Watson,team_Rajasthan Royals,1,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
SR Watson- SV Samson,team_Rajasthan Royals,11,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
SR Watson- STR Binny,team_Rajasthan Royals,10,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
BJ Hodge- STR Binny,team_Rajasthan Royals,4,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
BJ Hodge- Sachin Baby,team_Rajasthan Royals,10,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
BJ Hodge- JP Faulkner,team_Rajasthan Royals,7,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
BJ Hodge- KK Cooper,team_Rajasthan Royals,3,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
KK Cooper- PV Tambe,team_Rajasthan Royals,27,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
PV Tambe- SK Trivedi,team_Rajasthan Royals,1,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
CA Pujara- CH Gayle,team_Royal Challengers Bangalore,103,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
CA Pujara- V Kohli,team_Royal Challengers Bangalore,31,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
AB de Villiers- V Kohli,team_Royal Challengers Bangalore,11,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
AB de Villiers- MC Henriques,team_Royal Challengers Bangalore,46,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
Mandeep Singh- SE Marsh,team_Kings XI Punjab,59,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
Gurkeerat Singh- Mandeep Singh,team_Kings XI Punjab,12,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
DJ Hussey- Gurkeerat Singh,team_Kings XI Punjab,26,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
DA Miller- DJ Hussey,team_Kings XI Punjab,13,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
DA Miller- R Sathish,team_Kings XI Punjab,130,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
AP Tare- GJ Maxwell,team_Mumbai Indians,155,winner_Mumbai Indians,loser_Rajasthan Royals
AP Tare- KD Karthik,team_Mumbai Indians,76,winner_Mumbai Indians,loser_Rajasthan Royals
AP Tare- RG Sharma,team_Mumbai Indians,7,winner_Mumbai Indians,loser_Rajasthan Royals
KA Pollard- RG Sharma,team_Mumbai Indians,30,winner_Mumbai Indians,loser_Rajasthan Royals
AT Rayudu- KA Pollard,team_Mumbai Indians,6,winner_Mumbai Indians,loser_Rajasthan Royals
AT Rayudu- Harbhajan Singh,team_Mumbai Indians,7,winner_Mumbai Indians,loser_Rajasthan Royals
Harbhajan Singh- MG Johnson,team_Mumbai Indians,13,winner_Mumbai Indians,loser_Rajasthan Royals
Harbhajan Singh- SL Malinga,team_Mumbai Indians,2,winner_Mumbai Indians,loser_Rajasthan Royals
AM Rahane- R Dravid,team_Rajasthan Royals,7,winner_Mumbai Indians,loser_Rajasthan Royals
AM Rahane- JP Faulkner,team_Rajasthan Royals,17,winner_Mumbai Indians,loser_Rajasthan Royals
AM Rahane- SV Samson,team_Rajasthan Royals,4,winner_Mumbai Indians,loser_Rajasthan Royals
AM Rahane- SR Watson,team_Rajasthan Royals,2,winner_Mumbai Indians,loser_Rajasthan Royals
SR Watson- STR Binny,team_Rajasthan Royals,30,winner_Mumbai Indians,loser_Rajasthan Royals
DH Yagnik- STR Binny,team_Rajasthan Royals,30,winner_Mumbai Indians,loser_Rajasthan Royals
BJ Hodge- STR Binny,team_Rajasthan Royals,56,winner_Mumbai Indians,loser_Rajasthan Royals
KK Cooper- STR Binny,team_Rajasthan Royals,8,winner_Mumbai Indians,loser_Rajasthan Royals
M Vijay- MEK Hussey,team_Chennai Super Kings,69,winner_Chennai Super Kings,loser_Delhi Daredevils
MEK Hussey- SK Raina,team_Chennai Super Kings,8,winner_Chennai Super Kings,loser_Delhi Daredevils
MS Dhoni- SK Raina,team_Chennai Super Kings,5,winner_Chennai Super Kings,loser_Delhi Daredevils
MS Dhoni- RA Jadeja,team_Chennai Super Kings,57,winner_Chennai Super Kings,loser_Delhi Daredevils
DJ Bravo- MS Dhoni,team_Chennai Super Kings,37,winner_Chennai Super Kings,loser_Delhi Daredevils
UBT Chand- V Sehwag,team_Delhi Daredevils,37,winner_Chennai Super Kings,loser_Delhi Daredevils
J Botha- UBT Chand,team_Delhi Daredevils,34,winner_Chennai Super Kings,loser_Delhi Daredevils
DA Warner- J Botha,team_Delhi Daredevils,15,winner_Chennai Super Kings,loser_Delhi Daredevils
DA Warner- KM Jadhav,team_Delhi Daredevils,7,winner_Chennai Super Kings,loser_Delhi Daredevils
BJ Rohrer- DA Warner,team_Delhi Daredevils,7,winner_Chennai Super Kings,loser_Delhi Daredevils
DA Warner- RE van der Merwe,team_Delhi Daredevils,39,winner_Chennai Super Kings,loser_Delhi Daredevils
DA Warner- IK Pathan,team_Delhi Daredevils,13,winner_Chennai Super Kings,loser_Delhi Daredevils
IK Pathan- UT Yadav,team_Delhi Daredevils,10,winner_Chennai Super Kings,loser_Delhi Daredevils
A Nehra- UT Yadav,team_Delhi Daredevils,0,winner_Chennai Super Kings,loser_Delhi Daredevils
S Kaul- UT Yadav,team_Delhi Daredevils,10,winner_Chennai Super Kings,loser_Delhi Daredevils
AJ Finch- RV Uthappa,team_Pune Warriors,51,winner_Pune Warriors,loser_Kolkata Knight Riders
AJ Finch- MK Pandey,team_Pune Warriors,56,winner_Pune Warriors,loser_Kolkata Knight Riders
MK Pandey- Yuvraj Singh,team_Pune Warriors,65,winner_Pune Warriors,loser_Kolkata Knight Riders
LJ Wright- Yuvraj Singh,team_Pune Warriors,8,winner_Pune Warriors,loser_Kolkata Knight Riders
G Gambhir- MS Bisla,team_Kolkata Knight Riders,25,winner_Pune Warriors,loser_Kolkata Knight Riders
G Gambhir- JH Kallis,team_Kolkata Knight Riders,8,winner_Pune Warriors,loser_Kolkata Knight Riders
G Gambhir- YK Pathan,team_Kolkata Knight Riders,4,winner_Pune Warriors,loser_Kolkata Knight Riders
RN ten Doeschate- YK Pathan,team_Kolkata Knight Riders,98,winner_Pune Warriors,loser_Kolkata Knight Riders
MK Tiwary- YK Pathan,team_Kolkata Knight Riders,1,winner_Pune Warriors,loser_Kolkata Knight Riders
DB Das- YK Pathan,team_Kolkata Knight Riders,20,winner_Pune Warriors,loser_Kolkata Knight Riders
DB Das- R Bhatia,team_Kolkata Knight Riders,12,winner_Pune Warriors,loser_Kolkata Knight Riders
DB Das- SMSM Senanayake,team_Kolkata Knight Riders,3,winner_Pune Warriors,loser_Kolkata Knight Riders
PA Patel- S Dhawan,team_Sunrisers Hyderabad,41,winner_Mumbai Indians,loser_Sunrisers Hyderabad
GH Vihari- S Dhawan,team_Sunrisers Hyderabad,73,winner_Mumbai Indians,loser_Sunrisers Hyderabad
CL White- GH Vihari,team_Sunrisers Hyderabad,55,winner_Mumbai Indians,loser_Sunrisers Hyderabad
CL White- NLTC Perera,team_Sunrisers Hyderabad,12,winner_Mumbai Indians,loser_Sunrisers Hyderabad
DR Smith- SR Tendulkar,team_Mumbai Indians,38,winner_Mumbai Indians,loser_Sunrisers Hyderabad
KD Karthik- SR Tendulkar,team_Mumbai Indians,68,winner_Mumbai Indians,loser_Sunrisers Hyderabad
KD Karthik- RG Sharma,team_Mumbai Indians,1,winner_Mumbai Indians,loser_Sunrisers Hyderabad
AT Rayudu- RG Sharma,team_Mumbai Indians,4,winner_Mumbai Indians,loser_Sunrisers Hyderabad
KA Pollard- RG Sharma,team_Mumbai Indians,85,winner_Mumbai Indians,loser_Sunrisers Hyderabad
DPMD Jayawardene- V Sehwag,team_Delhi Daredevils,89,winner_Kings XI Punjab,loser_Delhi Daredevils
RE van der Merwe- V Sehwag,team_Delhi Daredevils,18,winner_Kings XI Punjab,loser_Delhi Daredevils
DA Warner- V Sehwag,team_Delhi Daredevils,23,winner_Kings XI Punjab,loser_Delhi Daredevils
DA Warner- MC Juneja,team_Delhi Daredevils,39,winner_Kings XI Punjab,loser_Delhi Daredevils
DA Warner- KM Jadhav,team_Delhi Daredevils,1,winner_Kings XI Punjab,loser_Delhi Daredevils
DA Warner- J Botha,team_Delhi Daredevils,4,winner_Kings XI Punjab,loser_Delhi Daredevils
DA Warner- IK Pathan,team_Delhi Daredevils,14,winner_Kings XI Punjab,loser_Delhi Daredevils
AB Agarkar- IK Pathan,team_Delhi Daredevils,17,winner_Kings XI Punjab,loser_Delhi Daredevils
AC Gilchrist- Mandeep Singh,team_Kings XI Punjab,23,winner_Kings XI Punjab,loser_Delhi Daredevils
LA Pomersbach- Mandeep Singh,team_Kings XI Punjab,44,winner_Kings XI Punjab,loser_Delhi Daredevils
DA Miller- Mandeep Singh,team_Kings XI Punjab,0,winner_Kings XI Punjab,loser_Delhi Daredevils
DA Miller- M Vohra,team_Kings XI Punjab,20,winner_Kings XI Punjab,loser_Delhi Daredevils
DA Miller- DJ Hussey,team_Kings XI Punjab,40,winner_Kings XI Punjab,loser_Delhi Daredevils
DA Miller- PP Chawla,team_Kings XI Punjab,11,winner_Kings XI Punjab,loser_Delhi Daredevils
M Vijay- MEK Hussey,team_Chennai Super Kings,94,winner_Rajasthan Royals,loser_Chennai Super Kings
M Vijay- SK Raina,team_Chennai Super Kings,3,winner_Rajasthan Royals,loser_Chennai Super Kings
M Vijay- MS Dhoni,team_Chennai Super Kings,3,winner_Rajasthan Royals,loser_Chennai Super Kings
M Vijay- RA Jadeja,team_Chennai Super Kings,24,winner_Rajasthan Royals,loser_Chennai Super Kings
DJ Bravo- RA Jadeja,team_Chennai Super Kings,28,winner_Rajasthan Royals,loser_Chennai Super Kings
AM Rahane- R Dravid,team_Rajasthan Royals,42,winner_Rajasthan Royals,loser_Chennai Super Kings
