Batsman,Bowler,Zero,One,Two,Three,Four,Five,Six,Wicket,batting_style,bowling_arm,bowling_style
AM Rahane,Azhar Mahmood,9,8,0,0,2,0,1,1,Right-hand bat,Right-arm,fast-medium
AM Rahane,V Shankar,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,S Nadeem,12,26,2,0,4,0,1,2,Right-hand bat,Left-arm,slow
AM Rahane,Parvez Rasool,0,4,0,0,1,0,0,0,Right-hand bat,Right-arm,offbreak
AM Rahane,GJ Maxwell,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
AM Rahane,B Kumar,30,13,3,0,11,0,0,6,Right-hand bat,Right-arm,medium
AM Rahane,LR Shukla,0,4,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,Iqbal Abdulla,2,9,2,0,1,0,1,0,Right-hand bat,Left-arm,slow
AM Rahane,PJ Sangwan,8,0,2,0,2,0,0,1,Right-hand bat,Left-arm,medium
AM Rahane,Ankit Sharma,3,4,0,0,1,0,0,0,Right-hand bat,Left-arm,slow
AM Rahane,SK Warne,1,1,0,0,0,0,0,1,Right-hand bat,Right-arm,legbreak
AM Rahane,UT Yadav,11,20,2,0,3,0,3,1,Right-hand bat,Right-arm,fast-medium
AM Rahane,SK Trivedi,2,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,RP Singh,21,4,0,0,4,0,0,0,Right-hand bat,Left-arm,fast-medium
AM Rahane,R Rampaul,9,2,1,0,0,0,1,1,Right-hand bat,Right-arm,fast-medium
AM Rahane,KW Richardson,3,2,0,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
AM Rahane,BW Hilfenhaus,9,6,1,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
AM Rahane,Yuvraj Singh,1,15,2,0,0,0,1,0,Right-hand bat,Left-arm,slow
AM Rahane,AD Russell,8,7,0,0,3,0,0,1,Right-hand bat,Right-arm,fast
AM Rahane,B Lee,7,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
AM Rahane,I Sharma,15,11,2,0,3,0,1,1,Right-hand bat,Right-arm,fast-medium
AM Rahane,CJ Anderson,0,2,0,0,1,0,0,0,Right-hand bat,Left-arm,medium-fast
AM Rahane,DP Nannes,0,5,0,0,2,0,0,0,Right-hand bat,Left-arm,fast
AM Rahane,Bipul Sharma,11,11,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
AM Rahane,JP Faulkner,5,7,2,0,2,0,0,1,Right-hand bat,Left-arm,fast-medium
AM Rahane,PP Ojha,2,12,0,0,1,0,2,1,Right-hand bat,Left-arm,slow
AM Rahane,Karanveer Singh,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
AM Rahane,JH Kallis,4,11,2,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
AM Rahane,MM Patel,3,2,0,0,1,0,1,0,Right-hand bat,Right-arm,medium-fast
AM Rahane,DE Bollinger,5,3,1,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
AM Rahane,CH Gayle,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
AM Rahane,K Upadhyay,4,4,0,0,2,0,1,0,Right-hand bat,Right-arm,medium
AM Rahane,S Sreesanth,1,1,1,0,1,0,0,1,Right-hand bat,Right-arm,fast-medium
AM Rahane,SP Narine,10,14,2,0,5,0,0,2,Right-hand bat,Right-arm,offbreak
AM Rahane,L Balaji,7,3,1,0,1,0,0,1,Right-hand bat,Right-arm,medium-fast
AM Rahane,PC Valthaty,1,1,0,0,1,0,1,0,Right-hand bat,Right-arm,medium
AM Rahane,JJ Bumrah,3,1,1,0,2,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,Imran Tahir,6,15,0,0,0,0,0,1,Right-hand bat,Right-arm,legbreak
AM Rahane,P Negi,5,14,2,0,0,0,0,1,Right-hand bat,Left-arm,slow
AM Rahane,Z Khan,16,9,1,0,3,0,1,0,Right-hand bat,Left-arm,fast-medium
AM Rahane,RE van der Merwe,4,7,1,0,1,0,0,0,Right-hand bat,Left-arm,slow
AM Rahane,SB Jakati,4,6,1,1,4,0,0,0,Right-hand bat,Left-arm,slow
AM Rahane,YS Chahal,5,8,1,1,1,0,0,2,Right-hand bat,Right-arm,legbreak
AM Rahane,J Suchith,3,7,3,0,1,0,0,0,Right-hand bat,Left-arm,slow
AM Rahane,J Yadav,6,6,0,0,1,0,0,0,Right-hand bat,Right-arm,offbreak
AM Rahane,DS Kulkarni,13,8,1,1,2,0,0,2,Right-hand bat,Right-arm,medium
AM Rahane,Shakib Al Hasan,6,16,1,0,2,0,0,1,Right-hand bat,Left-arm,slow
AM Rahane,SL Malinga,15,8,4,0,4,0,0,0,Right-hand bat,Right-arm,fast
AM Rahane,A Kumble,3,6,2,0,3,0,0,0,Right-hand bat,Right-arm,legbreak
AM Rahane,M Muralitharan,5,6,0,0,1,0,2,0,Right-hand bat,Right-arm,offbreak
AM Rahane,DJG Sammy,5,6,2,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
AM Rahane,AB Dinda,9,5,0,0,1,0,0,0,Right-hand bat,Right-arm,medium-fast
AM Rahane,R Ashwin,9,11,1,0,3,0,0,3,Right-hand bat,Right-arm,offbreak
AM Rahane,DT Christian,0,3,0,0,2,0,0,0,Right-hand bat,Right-arm,fast-medium
AM Rahane,JD Ryder,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,GS Sandhu,3,3,3,0,3,0,0,0,Right-hand bat,Right-arm,fast-medium
AM Rahane,MM Sharma,8,7,6,1,3,0,1,1,Right-hand bat,Right-arm,medium
AM Rahane,R Shukla,6,2,1,0,5,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,AR Patel,7,11,3,0,1,0,0,0,Right-hand bat,Left-arm,slow
AM Rahane,DL Vettori,3,11,1,0,0,0,0,0,Right-hand bat,Left-arm,slow
AM Rahane,MA Starc,12,6,1,0,4,0,0,1,Right-hand bat,Left-arm,fast
AM Rahane,AD Mathews,12,20,7,0,3,0,1,1,Right-hand bat,Right-arm,fast-medium
AM Rahane,R Bhatia,3,9,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
AM Rahane,JD Unadkat,6,4,1,0,1,0,1,1,Right-hand bat,Left-arm,medium
AM Rahane,A Mishra,22,31,8,0,5,0,3,3,Right-hand bat,Right-arm,legbreak
AM Rahane,RA Jadeja,4,14,1,0,0,0,0,1,Right-hand bat,Left-arm,slow
AM Rahane,Harmeet Singh,4,5,1,0,3,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,A Mithun,4,4,1,0,1,0,1,0,Right-hand bat,Right-arm,medium
AM Rahane,Sandeep Sharma,18,5,2,0,4,0,0,2,Right-hand bat,Right-arm,medium
AM Rahane,CJ Jordan,1,4,2,0,1,0,1,1,Right-hand bat,Right-arm,fast-medium
AM Rahane,A Ashish Reddy,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,JP Duminy,5,11,0,0,3,0,0,0,Right-hand bat,Right-arm,offbreak
AM Rahane,MG Johnson,14,9,2,1,12,0,0,1,Right-hand bat,Left-arm,fast
AM Rahane,SMSM Senanayake,2,1,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
AM Rahane,DW Steyn,19,8,1,0,2,0,0,2,Right-hand bat,Right-arm,fast
AM Rahane,M Kartik,4,7,3,0,0,0,0,0,Right-hand bat,Left-arm,slow
AM Rahane,P Suyal,2,2,1,0,1,0,0,0,Right-hand bat,Left-arm,medium
AM Rahane,CH Morris,2,2,1,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
AM Rahane,S Gopal,4,7,3,0,1,0,0,1,Right-hand bat,Right-arm,legbreak
AM Rahane,SB Bangar,2,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
AM Rahane,Anand Rajan,2,5,0,0,2,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,S Kaul,2,9,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,R Sathish,0,8,1,0,0,0,0,1,Right-hand bat,Right-arm,medium
AM Rahane,IK Pathan,11,15,1,0,5,0,1,0,Right-hand bat,Left-arm,medium-fast
AM Rahane,AA Kazi,0,2,1,0,0,0,1,0,Right-hand bat,Left-arm,slow
AM Rahane,M Morkel,31,18,5,2,9,0,3,1,Right-hand bat,Right-arm,fast
AM Rahane,R Dhawan,10,4,1,0,2,0,0,1,Right-hand bat,Right-arm,medium-fast
AM Rahane,D Wiese,2,4,2,0,2,0,0,0,Right-hand bat,Right-arm,medium-fast
AM Rahane,A Nehra,17,14,1,0,10,0,0,0,Right-hand bat,Left-arm,medium-fast
AM Rahane,JE Taylor,0,2,0,0,2,0,0,0,Right-hand bat,Right-arm,fast
AM Rahane,JEC Franklin,1,2,0,0,1,0,0,0,Right-hand bat,Left-arm,medium
AM Rahane,Harbhajan Singh,5,15,1,0,1,0,0,1,Right-hand bat,Right-arm,offbreak
AM Rahane,PP Chawla,13,23,3,1,9,0,2,1,Right-hand bat,Left-arm,legbreak
AM Rahane,JO Holder,4,4,1,0,1,0,0,1,Right-hand bat,Right-arm,medium-fast
AM Rahane,T Shamsi,4,4,0,0,2,0,0,1,Right-hand bat,Left-arm,slow
AM Rahane,BJ Rohrer,0,1,0,0,1,0,0,0,Right-hand bat,Left-arm,medium
AM Rahane,Anureet Singh,4,5,0,0,0,0,1,1,Right-hand bat,Right-arm,medium
AM Rahane,HV Patel,3,8,0,0,2,0,0,1,Right-hand bat,Right-arm,medium
AM Rahane,PV Tambe,3,0,0,0,1,0,0,1,Right-hand bat,Right-arm,legbreak
AM Rahane,S Aravind,8,6,0,0,10,0,1,0,Right-hand bat,Left-arm,medium-fast
AM Rahane,KV Sharma,5,9,3,0,1,0,1,1,Right-hand bat,Left-arm,legbreak
AM Rahane,RS Bopara,7,4,0,0,2,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,Mohammed Shami,10,9,2,0,8,0,2,0,Right-hand bat,Right-arm,fast-medium
AM Rahane,TG Southee,2,1,0,1,0,0,0,0,Right-hand bat,Right-arm,medium-fast
AM Rahane,P Awana,9,8,3,0,4,0,1,0,Right-hand bat,Right-arm,medium
AM Rahane,AM Salvi,1,4,0,0,0,0,1,0,Right-hand bat,Right-arm,medium
AM Rahane,R Sharma,9,12,1,1,3,0,0,1,Right-hand bat,Right-arm,legbreak
AM Rahane,VY Mahesh,2,3,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
AM Rahane,S Narwal,4,1,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,WD Parnell,5,3,0,0,1,0,0,1,Right-hand bat,Left-arm,medium-fast
AM Rahane,STR Binny,6,6,0,0,5,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,KA Pollard,3,3,0,0,1,0,0,1,Right-hand bat,Right-arm,medium-fast
AM Rahane,MR Marsh,0,2,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,SR Watson,3,5,1,0,2,0,0,1,Right-hand bat,Right-arm,fast-medium
AM Rahane,NLTC Perera,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
AM Rahane,AB Agarkar,13,11,2,0,6,0,0,1,Right-hand bat,Right-arm,fast
AM Rahane,KMDN Kulasekara,0,0,0,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
AM Rahane,S Kaushik,2,2,0,0,1,0,0,0,Right-hand bat,Left-arm,slow
AM Rahane,KJ Abbott,4,2,0,0,2,0,0,0,Right-hand bat,Right-arm,fast-medium
AM Rahane,R Vinay Kumar,21,22,8,0,7,0,2,2,Right-hand bat,Right-arm,medium
AM Rahane,VR Aaron,3,6,1,0,4,0,1,0,Right-hand bat,Right-arm,fast
AM Rahane,P Kumar,31,20,0,0,6,0,0,1,Right-hand bat,Right-arm,medium
AM Rahane,HH Pandya,2,0,0,0,0,0,2,0,Right-hand bat,Right-arm,medium-fast
AM Rahane,V Kohli,2,3,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,IC Pandey,4,3,0,1,2,0,0,0,Right-hand bat,Right-arm,medium
AM Rahane,MK Tiwary,0,0,0,0,1,0,0,0,Right-hand bat,Right-arm,legbreak
R Bishnoi,M Muralitharan,0,0,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
R Bishnoi,VS Malik,4,2,0,0,1,0,1,0,Right-hand bat,Right-arm,medium
R Bishnoi,IK Pathan,1,0,0,0,0,0,1,0,Right-hand bat,Left-arm,medium-fast
R Bishnoi,Harmeet Singh,0,1,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
R Bishnoi,YA Abdulla,3,0,0,0,0,0,0,1,Right-hand bat,Left-arm,fast-medium
PA Reddy,J Botha,4,4,2,0,1,0,1,0,Right-hand bat,Right-arm,offbreak
PA Reddy,PP Chawla,0,3,0,0,0,0,1,1,Right-hand bat,Left-arm,legbreak
PA Reddy,JD Unadkat,1,3,0,0,0,0,0,0,Right-hand bat,Left-arm,medium
PA Reddy,MS Gony,2,0,0,0,1,0,0,1,Right-hand bat,Right-arm,medium
PA Reddy,Azhar Mahmood,1,2,1,0,2,0,0,0,Right-hand bat,Right-arm,fast-medium
PA Reddy,A Chandila,7,2,1,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
PA Reddy,R Sharma,3,5,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
PA Reddy,B Kumar,3,3,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
PA Reddy,RR Powar,0,3,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
PA Reddy,P Awana,1,2,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
PA Reddy,AD Mascarenhas,1,3,0,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
PA Reddy,Z Khan,3,2,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
PA Reddy,MG Johnson,5,0,1,0,1,0,0,1,Right-hand bat,Left-arm,fast
PA Reddy,DS Kulkarni,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
PA Reddy,SK Trivedi,2,2,0,0,1,0,0,1,Right-hand bat,Right-arm,medium
PA Reddy,M Kartik,1,5,0,0,1,0,0,0,Right-hand bat,Left-arm,slow
PA Reddy,AD Mathews,0,4,0,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
PA Reddy,RP Singh,3,1,1,0,1,0,0,1,Right-hand bat,Left-arm,fast-medium
PA Reddy,MC Henriques,2,3,1,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
PA Reddy,M Muralitharan,0,0,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
PA Reddy,SR Watson,2,2,1,0,2,0,0,0,Right-hand bat,Right-arm,fast-medium
PA Reddy,S Kaul,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
PA Reddy,R Vinay Kumar,6,4,2,0,1,0,0,1,Right-hand bat,Right-arm,medium
PA Reddy,SW Tait,3,2,1,0,0,0,0,0,Right-hand bat,Right-arm,fast
PA Reddy,AB Dinda,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
PA Reddy,P Kumar,2,1,0,1,0,0,0,0,Right-hand bat,Right-arm,medium
PA Reddy,Yuvraj Singh,0,2,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
PA Reddy,IK Pathan,6,1,0,0,0,0,0,0,Right-hand bat,Left-arm,medium-fast
PA Reddy,MN Samuels,3,4,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
KM Jadhav,MM Sharma,6,3,0,0,1,0,2,1,Right-hand bat,Right-arm,medium
KM Jadhav,JA Morkel,0,3,0,0,0,0,0,2,Right-hand bat,Right-arm,medium-fast
KM Jadhav,AR Patel,0,1,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
KM Jadhav,D Wiese,1,3,1,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
KM Jadhav,JP Faulkner,2,6,2,0,2,0,1,0,Right-hand bat,Left-arm,fast-medium
KM Jadhav,A Nehra,1,1,0,0,0,0,1,0,Right-hand bat,Left-arm,medium-fast
KM Jadhav,SP Narine,3,7,0,0,3,0,1,0,Right-hand bat,Right-arm,offbreak
KM Jadhav,MA Starc,0,4,0,0,2,0,1,0,Right-hand bat,Left-arm,fast
KM Jadhav,SW Tait,2,0,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
KM Jadhav,Harbhajan Singh,2,2,0,1,0,0,0,1,Right-hand bat,Right-arm,offbreak
KM Jadhav,MC Henriques,3,1,1,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
KM Jadhav,Anand Rajan,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KM Jadhav,STR Binny,2,0,2,0,0,0,0,0,Right-hand bat,Right-arm,medium
KM Jadhav,I Sharma,3,5,1,0,2,0,1,1,Right-hand bat,Right-arm,fast-medium
KM Jadhav,RP Singh,0,2,3,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
KM Jadhav,KP Appanna,1,4,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
KM Jadhav,JD Unadkat,0,1,1,0,0,0,0,1,Right-hand bat,Left-arm,medium
KM Jadhav,A Mishra,1,2,1,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
KM Jadhav,RA Jadeja,3,10,1,0,1,0,0,0,Right-hand bat,Left-arm,slow
KM Jadhav,Harmeet Singh,2,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
KM Jadhav,DE Bollinger,0,1,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
KM Jadhav,DJ Bravo,0,4,0,0,1,0,0,0,Right-hand bat,Right-arm,medium-fast
KM Jadhav,JH Kallis,6,4,0,0,2,0,1,0,Right-hand bat,Right-arm,fast-medium
KM Jadhav,Anureet Singh,1,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KM Jadhav,RS Bopara,1,1,0,0,3,0,0,0,Right-hand bat,Right-arm,medium
KM Jadhav,AB Dinda,1,1,1,0,0,0,1,1,Right-hand bat,Right-arm,medium-fast
KM Jadhav,UT Yadav,1,1,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium
KM Jadhav,HV Patel,3,2,0,0,1,0,0,2,Right-hand bat,Right-arm,medium
KM Jadhav,AM Nayar,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KM Jadhav,Sandeep Sharma,0,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
KM Jadhav,A Singh,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
KM Jadhav,AN Ahmed,1,3,1,0,3,0,1,0,Right-hand bat,Right-arm,medium-fast
KM Jadhav,A Ashish Reddy,2,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KM Jadhav,PV Tambe,1,3,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
KM Jadhav,YK Pathan,0,3,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
KM Jadhav,M de Lange,1,0,1,0,0,0,0,0,Right-hand bat,Right-arm,fast
KM Jadhav,KV Sharma,0,3,0,0,0,0,0,1,Right-hand bat,Left-arm,legbreak
KM Jadhav,BAW Mendis,1,0,1,0,0,0,0,1,Right-hand bat,Right-arm,legbreak
KM Jadhav,B Kumar,8,15,3,0,4,0,0,0,Right-hand bat,Right-arm,medium
KM Jadhav,Mohammed Shami,3,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
KM Jadhav,S Narwal,1,0,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
KM Jadhav,JJ Bumrah,1,2,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
KM Jadhav,P Awana,3,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
KM Jadhav,Parvez Rasool,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
KM Jadhav,Iqbal Abdulla,5,7,1,0,1,0,0,0,Right-hand bat,Left-arm,slow
KM Jadhav,Z Khan,2,2,1,0,2,0,0,0,Right-hand bat,Left-arm,fast-medium
KM Jadhav,L Balaji,2,1,1,0,1,0,0,0,Right-hand bat,Right-arm,medium-fast
KM Jadhav,SK Warne,1,2,0,0,0,0,0,1,Right-hand bat,Right-arm,legbreak
KM Jadhav,YS Chahal,1,2,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
KM Jadhav,J Suchith,4,2,1,0,0,0,1,0,Right-hand bat,Left-arm,slow
KM Jadhav,R Bhatia,1,2,0,0,0,0,1,0,Right-hand bat,Right-arm,medium-fast
KM Jadhav,DS Kulkarni,0,2,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
KM Jadhav,DW Steyn,2,6,0,0,1,0,0,1,Right-hand bat,Right-arm,fast
KM Jadhav,Mustafizur Rahman,4,4,2,0,0,0,1,0,Right-hand bat,Left-arm,fast-medium
KM Jadhav,SK Trivedi,7,5,1,0,1,0,0,1,Right-hand bat,Right-arm,medium
KM Jadhav,M Kartik,0,3,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
KM Jadhav,SL Malinga,1,3,0,0,0,0,0,1,Right-hand bat,Right-arm,fast
KM Jadhav,CK Langeveldt,0,0,0,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
KM Jadhav,CH Morris,3,3,0,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
KM Jadhav,A Kumble,2,4,1,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
KM Jadhav,A Mithun,1,3,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KM Jadhav,R Rampaul,0,1,1,0,0,0,1,0,Right-hand bat,Right-arm,fast-medium
KM Jadhav,BB Sran,0,0,1,0,0,0,0,0,Right-hand bat,Left-arm,medium
KM Jadhav,KW Richardson,2,6,0,0,1,0,2,0,Right-hand bat,Right-arm,fast-medium
KM Jadhav,BW Hilfenhaus,3,1,0,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
KM Jadhav,J Botha,0,2,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak
KM Jadhav,SR Watson,2,4,1,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
KM Jadhav,NLTC Perera,2,7,0,0,0,0,1,0,Right-hand bat,Right-arm,medium-fast
KM Jadhav,AB Agarkar,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
KM Jadhav,PP Ojha,0,1,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
KM Jadhav,R Vinay Kumar,3,9,0,0,4,0,2,1,Right-hand bat,Right-arm,medium
KM Jadhav,VR Aaron,4,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
KM Jadhav,Yuvraj Singh,3,6,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
KM Jadhav,P Kumar,1,3,3,0,2,0,3,1,Right-hand bat,Right-arm,medium
KM Jadhav,R Ashwin,7,13,2,0,2,0,0,0,Right-hand bat,Right-arm,offbreak
KM Jadhav,IK Pathan,1,2,0,0,0,0,0,0,Right-hand bat,Left-arm,medium-fast
KM Jadhav,AD Russell,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
KM Jadhav,IC Pandey,2,3,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
KM Jadhav,PP Chawla,0,0,0,0,0,0,0,1,Right-hand bat,Left-arm,legbreak
KM Jadhav,Shakib Al Hasan,0,2,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
D Salunkhe,GD McGrath,2,1,1,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
D Salunkhe,DL Vettori,2,4,0,0,2,0,0,0,Right-hand bat,Left-arm,slow
D Salunkhe,JR Hopes,0,0,1,0,1,0,0,1,Right-hand bat,Right-arm,medium
D Salunkhe,MF Maharoof,1,0,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
D Salunkhe,RP Singh,0,1,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
D Salunkhe,B Geeves,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
D Salunkhe,R Bhatia,1,2,0,0,1,0,0,0,Right-hand bat,Right-arm,medium-fast
Mashrafe Mortaza,A Symonds,1,0,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
M Vijay,S Ladda,3,3,1,0,1,0,0,0,Right-hand bat,Right-arm,legbreak
M Vijay,V Sehwag,1,1,0,0,2,0,2,0,Right-hand bat,Right-arm,offbreak
M Vijay,J Botha,5,6,2,0,1,0,2,1,Right-hand bat,Right-arm,offbreak
M Vijay,BE Hendricks,3,0,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
M Vijay,TA Boult,8,3,1,1,2,0,1,0,Right-hand bat,Left-arm,fast-medium
M Vijay,AC Thomas,2,2,2,0,1,0,0,1,Right-hand bat,Right-arm,fast-medium
M Vijay,AB McDonald,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
M Vijay,MJ McClenaghan,12,5,1,1,7,0,0,0,Right-hand bat,Left-arm,fast-medium
M Vijay,NM Coulter-Nile,4,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
M Vijay,BA Bhatt,1,3,1,0,0,0,1,0,Right-hand bat,Left-arm,slow
M Vijay,RR Bhatkal,0,1,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
M Vijay,RJ Harris,19,11,2,1,6,0,0,1,Right-hand bat,Right-arm,fast
M Vijay,DJ Bravo,2,4,1,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
M Vijay,Azhar Mahmood,5,5,2,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
M Vijay,A Chandila,1,2,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
M Vijay,R Rampaul,3,3,0,0,0,0,0,2,Right-hand bat,Right-arm,fast-medium
M Vijay,M de Lange,5,1,0,0,3,0,1,0,Right-hand bat,Right-arm,fast
M Vijay,AA Jhunjhunwala,0,2,0,0,0,1,0,0,Right-hand bat,Right-arm,offbreak
M Vijay,B Kumar,23,13,1,0,5,0,0,1,Right-hand bat,Right-arm,medium
M Vijay,RE van der Merwe,4,3,3,0,0,0,0,0,Right-hand bat,Left-arm,slow
M Vijay,Iqbal Abdulla,14,8,5,0,6,0,0,2,Right-hand bat,Left-arm,slow
M Vijay,RJ Peterson,3,1,1,0,1,0,0,0,Right-hand bat,Left-arm,slow
M Vijay,BW Hilfenhaus,1,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
M Vijay,SK Warne,8,12,1,0,0,0,2,1,Right-hand bat,Right-arm,legbreak
M Vijay,MR Marsh,1,4,0,0,1,0,1,0,Right-hand bat,Right-arm,medium
M Vijay,Mustafizur Rahman,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,fast-medium
M Vijay,A Symonds,2,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
M Vijay,A Mithun,2,2,0,0,2,0,0,0,Right-hand bat,Right-arm,medium
M Vijay,RP Singh,17,7,3,1,7,0,3,2,Right-hand bat,Left-arm,fast-medium
M Vijay,KH Pandya,2,5,0,0,2,0,1,0,Right-hand bat,Left-arm,slow
M Vijay,MC Henriques,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
M Vijay,S Nadeem,3,5,3,0,1,0,0,0,Right-hand bat,Left-arm,slow
M Vijay,KW Richardson,1,1,0,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
M Vijay,PJ Sangwan,7,2,3,0,5,0,2,0,Right-hand bat,Left-arm,medium
M Vijay,JJ van der Wath,1,0,0,0,2,0,1,0,Right-hand bat,Right-arm,medium-fast
M Vijay,Yuvraj Singh,1,2,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
M Vijay,AD Russell,7,7,1,0,3,0,0,0,Right-hand bat,Right-arm,fast
