 player1,player2,partner-name,team,partnership,winner,looser
JP Faulkner,SPD Smith,JP Faulkner- SPD Smith,Rajasthan Royals,6,Draw,Draw
MA Agarwal,SS Iyer,MA Agarwal- SS Iyer,Delhi Daredevils,9,Kolkata Knight Riders,Delhi Daredevils
JP Duminy,SS Iyer,JP Duminy- SS Iyer,Delhi Daredevils,19,Kolkata Knight Riders,Delhi Daredevils
MK Tiwary,SS Iyer,MK Tiwary- SS Iyer,Delhi Daredevils,36,Kolkata Knight Riders,Delhi Daredevils
MK Tiwary,Yuvraj Singh,MK Tiwary- Yuvraj Singh,Delhi Daredevils,37,Kolkata Knight Riders,Delhi Daredevils
AD Mathews,Yuvraj Singh,AD Mathews- Yuvraj Singh,Delhi Daredevils,8,Kolkata Knight Riders,Delhi Daredevils
AD Mathews,KM Jadhav,AD Mathews- KM Jadhav,Delhi Daredevils,20,Kolkata Knight Riders,Delhi Daredevils
AD Mathews,NM Coulter-Nile,AD Mathews- NM Coulter-Nile,Delhi Daredevils,22,Kolkata Knight Riders,Delhi Daredevils
A Mishra,AD Mathews,A Mishra- AD Mathews,Delhi Daredevils,1,Kolkata Knight Riders,Delhi Daredevils
G Gambhir,RV Uthappa,G Gambhir- RV Uthappa,Kolkata Knight Riders,32,Kolkata Knight Riders,Delhi Daredevils
G Gambhir,MK Pandey,G Gambhir- MK Pandey,Kolkata Knight Riders,0,Kolkata Knight Riders,Delhi Daredevils
G Gambhir,SA Yadav,G Gambhir- SA Yadav,Kolkata Knight Riders,48,Kolkata Knight Riders,Delhi Daredevils
G Gambhir,YK Pathan,G Gambhir- YK Pathan,Kolkata Knight Riders,65,Kolkata Knight Riders,Delhi Daredevils
RN ten Doeschate,YK Pathan,RN ten Doeschate- YK Pathan,Kolkata Knight Riders,3,Kolkata Knight Riders,Delhi Daredevils
LMP Simmons,PA Patel,LMP Simmons- PA Patel,Mumbai Indians,50,Mumbai Indians,Royal Challengers Bangalore
LMP Simmons,UBT Chand,LMP Simmons- UBT Chand,Mumbai Indians,72,Mumbai Indians,Royal Challengers Bangalore
RG Sharma,UBT Chand,RG Sharma- UBT Chand,Mumbai Indians,63,Mumbai Indians,Royal Challengers Bangalore
KA Pollard,RG Sharma,KA Pollard- RG Sharma,Mumbai Indians,6,Mumbai Indians,Royal Challengers Bangalore
AT Rayudu,RG Sharma,AT Rayudu- RG Sharma,Mumbai Indians,0,Mumbai Indians,Royal Challengers Bangalore
Harbhajan Singh,RG Sharma,Harbhajan Singh- RG Sharma,Mumbai Indians,4,Mumbai Indians,Royal Challengers Bangalore
HH Pandya,Harbhajan Singh,HH Pandya- Harbhajan Singh,Mumbai Indians,17,Mumbai Indians,Royal Challengers Bangalore
CH Gayle,MS Bisla,CH Gayle- MS Bisla,Royal Challengers Bangalore,43,Mumbai Indians,Royal Challengers Bangalore
CH Gayle,V Kohli,CH Gayle- V Kohli,Royal Challengers Bangalore,22,Mumbai Indians,Royal Challengers Bangalore
KD Karthik,V Kohli,KD Karthik- V Kohli,Royal Challengers Bangalore,14,Mumbai Indians,Royal Challengers Bangalore
AB de Villiers,KD Karthik,AB de Villiers- KD Karthik,Royal Challengers Bangalore,35,Mumbai Indians,Royal Challengers Bangalore
AB de Villiers,RR Rossouw,AB de Villiers- RR Rossouw,Royal Challengers Bangalore,22,Mumbai Indians,Royal Challengers Bangalore
AB de Villiers,D Wiese,AB de Villiers- D Wiese,Royal Challengers Bangalore,6,Mumbai Indians,Royal Challengers Bangalore
D Wiese,Iqbal Abdulla,D Wiese- Iqbal Abdulla,Royal Challengers Bangalore,58,Mumbai Indians,Royal Challengers Bangalore
AN Ahmed,D Wiese,AN Ahmed- D Wiese,Royal Challengers Bangalore,8,Mumbai Indians,Royal Challengers Bangalore
BB McCullum,DR Smith,BB McCullum- DR Smith,Chennai Super Kings,23,Rajasthan Royals,Chennai Super Kings
DR Smith,SK Raina,DR Smith- SK Raina,Chennai Super Kings,23,Rajasthan Royals,Chennai Super Kings
DR Smith,F du Plessis,DR Smith- F du Plessis,Chennai Super Kings,1,Rajasthan Royals,Chennai Super Kings
DJ Bravo,DR Smith,DJ Bravo- DR Smith,Chennai Super Kings,26,Rajasthan Royals,Chennai Super Kings
DJ Bravo,MS Dhoni,DJ Bravo- MS Dhoni,Chennai Super Kings,91,Rajasthan Royals,Chennai Super Kings
AM Rahane,SR Watson,AM Rahane- SR Watson,Rajasthan Royals,235,Rajasthan Royals,Chennai Super Kings
AM Rahane,SPD Smith,AM Rahane- SPD Smith,Rajasthan Royals,12,Rajasthan Royals,Chennai Super Kings
AM Rahane,KK Nair,AM Rahane- KK Nair,Rajasthan Royals,1,Rajasthan Royals,Chennai Super Kings
M Vijay,V Sehwag,M Vijay- V Sehwag,Kings XI Punjab,1,Kolkata Knight Riders,Kings XI Punjab
V Sehwag,WP Saha,V Sehwag- WP Saha,Kings XI Punjab,23,Kolkata Knight Riders,Kings XI Punjab
GJ Maxwell,V Sehwag,GJ Maxwell- V Sehwag,Kings XI Punjab,4,Kolkata Knight Riders,Kings XI Punjab
GJ Bailey,GJ Maxwell,GJ Bailey- GJ Maxwell,Kings XI Punjab,63,Kolkata Knight Riders,Kings XI Punjab
GJ Bailey,NLTC Perera,GJ Bailey- NLTC Perera,Kings XI Punjab,17,Kolkata Knight Riders,Kings XI Punjab
GJ Bailey,Gurkeerat Singh,GJ Bailey- Gurkeerat Singh,Kings XI Punjab,24,Kolkata Knight Riders,Kings XI Punjab
AR Patel,GJ Bailey,AR Patel- GJ Bailey,Kings XI Punjab,15,Kolkata Knight Riders,Kings XI Punjab
GJ Bailey,MG Johnson,GJ Bailey- MG Johnson,Kings XI Punjab,8,Kolkata Knight Riders,Kings XI Punjab
Anureet Singh,MG Johnson,Anureet Singh- MG Johnson,Kings XI Punjab,1,Kolkata Knight Riders,Kings XI Punjab
G Gambhir,RV Uthappa,G Gambhir- RV Uthappa,Kolkata Knight Riders,17,Kolkata Knight Riders,Kings XI Punjab
G Gambhir,MK Pandey,G Gambhir- MK Pandey,Kolkata Knight Riders,18,Kolkata Knight Riders,Kings XI Punjab
G Gambhir,SA Yadav,G Gambhir- SA Yadav,Kolkata Knight Riders,26,Kolkata Knight Riders,Kings XI Punjab
G Gambhir,YK Pathan,G Gambhir- YK Pathan,Kolkata Knight Riders,0,Kolkata Knight Riders,Kings XI Punjab
RN ten Doeschate,YK Pathan,RN ten Doeschate- YK Pathan,Kolkata Knight Riders,0,Kolkata Knight Riders,Kings XI Punjab
AD Russell,YK Pathan,AD Russell- YK Pathan,Kolkata Knight Riders,95,Kolkata Knight Riders,Kings XI Punjab
PP Chawla,YK Pathan,PP Chawla- YK Pathan,Kolkata Knight Riders,4,Kolkata Knight Riders,Kings XI Punjab
MA Agarwal,SS Iyer,MA Agarwal- SS Iyer,Delhi Daredevils,19,Delhi Daredevils,Sunrisers Hyderabad
JP Duminy,SS Iyer,JP Duminy- SS Iyer,Delhi Daredevils,78,Delhi Daredevils,Sunrisers Hyderabad
JP Duminy,Yuvraj Singh,JP Duminy- Yuvraj Singh,Delhi Daredevils,39,Delhi Daredevils,Sunrisers Hyderabad
AD Mathews,Yuvraj Singh,AD Mathews- Yuvraj Singh,Delhi Daredevils,0,Delhi Daredevils,Sunrisers Hyderabad
AD Mathews,KM Jadhav,AD Mathews- KM Jadhav,Delhi Daredevils,35,Delhi Daredevils,Sunrisers Hyderabad
DA Warner,S Dhawan,DA Warner- S Dhawan,Sunrisers Hyderabad,85,Delhi Daredevils,Sunrisers Hyderabad
DA Warner,RS Bopara,DA Warner- RS Bopara,Sunrisers Hyderabad,1,Delhi Daredevils,Sunrisers Hyderabad
KL Rahul,RS Bopara,KL Rahul- RS Bopara,Sunrisers Hyderabad,38,Delhi Daredevils,Sunrisers Hyderabad
NV Ojha,RS Bopara,NV Ojha- RS Bopara,Sunrisers Hyderabad,31,Delhi Daredevils,Sunrisers Hyderabad
EJG Morgan,RS Bopara,EJG Morgan- RS Bopara,Sunrisers Hyderabad,8,Delhi Daredevils,Sunrisers Hyderabad
A Ashish Reddy,EJG Morgan,A Ashish Reddy- EJG Morgan,Sunrisers Hyderabad,1,Delhi Daredevils,Sunrisers Hyderabad
A Ashish Reddy,KV Sharma,A Ashish Reddy- KV Sharma,Sunrisers Hyderabad,30,Delhi Daredevils,Sunrisers Hyderabad
KV Sharma,P Kumar,KV Sharma- P Kumar,Sunrisers Hyderabad,4,Delhi Daredevils,Sunrisers Hyderabad
LMP Simmons,PA Patel,LMP Simmons- PA Patel,Mumbai Indians,5,Chennai Super Kings,Mumbai Indians
CJ Anderson,LMP Simmons,CJ Anderson- LMP Simmons,Mumbai Indians,5,Chennai Super Kings,Mumbai Indians
LMP Simmons,RG Sharma,LMP Simmons- RG Sharma,Mumbai Indians,6,Chennai Super Kings,Mumbai Indians
Harbhajan Singh,RG Sharma,Harbhajan Singh- RG Sharma,Mumbai Indians,45,Chennai Super Kings,Mumbai Indians
KA Pollard,RG Sharma,KA Pollard- RG Sharma,Mumbai Indians,75,Chennai Super Kings,Mumbai Indians
AT Rayudu,KA Pollard,AT Rayudu- KA Pollard,Mumbai Indians,49,Chennai Super Kings,Mumbai Indians
J Suchith,KA Pollard,J Suchith- KA Pollard,Mumbai Indians,0,Chennai Super Kings,Mumbai Indians
J Suchith,R Vinay Kumar,J Suchith- R Vinay Kumar,Mumbai Indians,2,Chennai Super Kings,Mumbai Indians
BB McCullum,DR Smith,BB McCullum- DR Smith,Chennai Super Kings,111,Chennai Super Kings,Mumbai Indians
DR Smith,SK Raina,DR Smith- SK Raina,Chennai Super Kings,6,Chennai Super Kings,Mumbai Indians
F du Plessis,SK Raina,F du Plessis- SK Raina,Chennai Super Kings,29,Chennai Super Kings,Mumbai Indians
MS Dhoni,SK Raina,MS Dhoni- SK Raina,Chennai Super Kings,22,Chennai Super Kings,Mumbai Indians
DJ Bravo,SK Raina,DJ Bravo- SK Raina,Chennai Super Kings,23,Chennai Super Kings,Mumbai Indians
DA Warner,S Dhawan,DA Warner- S Dhawan,Sunrisers Hyderabad,48,Rajasthan Royals,Sunrisers Hyderabad
DA Warner,KL Rahul,DA Warner- KL Rahul,Sunrisers Hyderabad,10,Rajasthan Royals,Sunrisers Hyderabad
KL Rahul,NV Ojha,KL Rahul- NV Ojha,Sunrisers Hyderabad,0,Rajasthan Royals,Sunrisers Hyderabad
EJG Morgan,NV Ojha,EJG Morgan- NV Ojha,Sunrisers Hyderabad,52,Rajasthan Royals,Sunrisers Hyderabad
EJG Morgan,RS Bopara,EJG Morgan- RS Bopara,Sunrisers Hyderabad,9,Rajasthan Royals,Sunrisers Hyderabad
A Ashish Reddy,RS Bopara,A Ashish Reddy- RS Bopara,Sunrisers Hyderabad,31,Rajasthan Royals,Sunrisers Hyderabad
AM Rahane,SV Samson,AM Rahane- SV Samson,Rajasthan Royals,95,Rajasthan Royals,Sunrisers Hyderabad
AM Rahane,SPD Smith,AM Rahane- SPD Smith,Rajasthan Royals,20,Rajasthan Royals,Sunrisers Hyderabad
AM Rahane,KK Nair,AM Rahane- KK Nair,Rajasthan Royals,7,Rajasthan Royals,Sunrisers Hyderabad
AM Rahane,STR Binny,AM Rahane- STR Binny,Rajasthan Royals,27,Rajasthan Royals,Sunrisers Hyderabad
JP Faulkner,STR Binny,JP Faulkner- STR Binny,Rajasthan Royals,13,Rajasthan Royals,Sunrisers Hyderabad
M Vijay,V Sehwag,M Vijay- V Sehwag,Kings XI Punjab,46,Delhi Daredevils,Kings XI Punjab
V Sehwag,WP Saha,V Sehwag- WP Saha,Kings XI Punjab,71,Delhi Daredevils,Kings XI Punjab
DA Miller,V Sehwag,DA Miller- V Sehwag,Kings XI Punjab,11,Delhi Daredevils,Kings XI Punjab
DA Miller,GJ Maxwell,DA Miller- GJ Maxwell,Kings XI Punjab,16,Delhi Daredevils,Kings XI Punjab
DA Miller,GJ Bailey,DA Miller- GJ Bailey,Kings XI Punjab,6,Delhi Daredevils,Kings XI Punjab
AR Patel,GJ Bailey,AR Patel- GJ Bailey,Kings XI Punjab,28,Delhi Daredevils,Kings XI Punjab
AR Patel,R Dhawan,AR Patel- R Dhawan,Kings XI Punjab,0,Delhi Daredevils,Kings XI Punjab
MA Agarwal,SS Iyer,MA Agarwal- SS Iyer,Delhi Daredevils,23,Delhi Daredevils,Kings XI Punjab
JP Duminy,MA Agarwal,JP Duminy- MA Agarwal,Delhi Daredevils,30,Delhi Daredevils,Kings XI Punjab
MA Agarwal,Yuvraj Singh,MA Agarwal- Yuvraj Singh,Delhi Daredevils,106,Delhi Daredevils,Kings XI Punjab
AD Mathews,MA Agarwal,AD Mathews- MA Agarwal,Delhi Daredevils,0,Delhi Daredevils,Kings XI Punjab
AD Mathews,KM Jadhav,AD Mathews- KM Jadhav,Delhi Daredevils,6,Delhi Daredevils,Kings XI Punjab
AD Mathews,MK Tiwary,AD Mathews- MK Tiwary,Delhi Daredevils,4,Delhi Daredevils,Kings XI Punjab
BB McCullum,DR Smith,BB McCullum- DR Smith,Chennai Super Kings,4,Kolkata Knight Riders,Chennai Super Kings
BB McCullum,SK Raina,BB McCullum- SK Raina,Chennai Super Kings,43,Kolkata Knight Riders,Chennai Super Kings
BB McCullum,F du Plessis,BB McCullum- F du Plessis,Chennai Super Kings,21,Kolkata Knight Riders,Chennai Super Kings
DJ Bravo,F du Plessis,DJ Bravo- F du Plessis,Chennai Super Kings,5,Kolkata Knight Riders,Chennai Super Kings
DJ Bravo,MS Dhoni,DJ Bravo- MS Dhoni,Chennai Super Kings,3,Kolkata Knight Riders,Chennai Super Kings
DJ Bravo,RA Jadeja,DJ Bravo- RA Jadeja,Chennai Super Kings,57,Kolkata Knight Riders,Chennai Super Kings
P Negi,RA Jadeja,P Negi- RA Jadeja,Chennai Super Kings,25,Kolkata Knight Riders,Chennai Super Kings
MM Sharma,P Negi,MM Sharma- P Negi,Chennai Super Kings,6,Kolkata Knight Riders,Chennai Super Kings
A Nehra,MM Sharma,A Nehra- MM Sharma,Chennai Super Kings,0,Kolkata Knight Riders,Chennai Super Kings
A Nehra,RG More,A Nehra- RG More,Chennai Super Kings,5,Kolkata Knight Riders,Chennai Super Kings
G Gambhir,RV Uthappa,G Gambhir- RV Uthappa,Kolkata Knight Riders,38,Kolkata Knight Riders,Chennai Super Kings
MK Pandey,RV Uthappa,MK Pandey- RV Uthappa,Kolkata Knight Riders,21,Kolkata Knight Riders,Chennai Super Kings
RV Uthappa,SA Yadav,RV Uthappa- SA Yadav,Kolkata Knight Riders,3,Kolkata Knight Riders,Chennai Super Kings
AD Russell,RV Uthappa,AD Russell- RV Uthappa,Kolkata Knight Riders,112,Kolkata Knight Riders,Chennai Super Kings
AJ Finch,PA Patel,AJ Finch- PA Patel,Mumbai Indians,136,Rajasthan Royals,Mumbai Indians
PA Patel,UBT Chand,PA Patel- UBT Chand,Mumbai Indians,3,Rajasthan Royals,Mumbai Indians
RG Sharma,UBT Chand,RG Sharma- UBT Chand,Mumbai Indians,4,Rajasthan Royals,Mumbai Indians
CJ Anderson,UBT Chand,CJ Anderson- UBT Chand,Mumbai Indians,14,Rajasthan Royals,Mumbai Indians
CJ Anderson,KA Pollard,CJ Anderson- KA Pollard,Mumbai Indians,104,Rajasthan Royals,Mumbai Indians
CJ Anderson,J Suchith,CJ Anderson- J Suchith,Mumbai Indians,12,Rajasthan Royals,Mumbai Indians
J Suchith,S Gopal,J Suchith- S Gopal,Mumbai Indians,3,Rajasthan Royals,Mumbai Indians
AM Rahane,SV Samson,AM Rahane- SV Samson,Rajasthan Royals,31,Rajasthan Royals,Mumbai Indians
AM Rahane,SPD Smith,AM Rahane- SPD Smith,Rajasthan Royals,64,Rajasthan Royals,Mumbai Indians
DJ Hooda,SPD Smith,DJ Hooda- SPD Smith,Rajasthan Royals,21,Rajasthan Royals,Mumbai Indians
JP Faulkner,SPD Smith,JP Faulkner- SPD Smith,Rajasthan Royals,52,Rajasthan Royals,Mumbai Indians
CH Gayle,V Kohli,CH Gayle- V Kohli,Royal Challengers Bangalore,95,Sunrisers Hyderabad,Royal Challengers Bangalore
KD Karthik,V Kohli,KD Karthik- V Kohli,Royal Challengers Bangalore,34,Sunrisers Hyderabad,Royal Challengers Bangalore
AB de Villiers,V Kohli,AB de Villiers- V Kohli,Royal Challengers Bangalore,16,Sunrisers Hyderabad,Royal Challengers Bangalore
AB de Villiers,Mandeep Singh,AB de Villiers- Mandeep Singh,Royal Challengers Bangalore,0,Sunrisers Hyderabad,Royal Challengers Bangalore
AB de Villiers,DJG Sammy,AB de Villiers- DJG Sammy,Royal Challengers Bangalore,32,Sunrisers Hyderabad,Royal Challengers Bangalore
AB de Villiers,SA Abbott,AB de Villiers- SA Abbott,Royal Challengers Bangalore,27,Sunrisers Hyderabad,Royal Challengers Bangalore
HV Patel,SA Abbott,HV Patel- SA Abbott,Royal Challengers Bangalore,0,Sunrisers Hyderabad,Royal Challengers Bangalore
AN Ahmed,HV Patel,AN Ahmed- HV Patel,Royal Challengers Bangalore,3,Sunrisers Hyderabad,Royal Challengers Bangalore
AN Ahmed,VR Aaron,AN Ahmed- VR Aaron,Royal Challengers Bangalore,10,Sunrisers Hyderabad,Royal Challengers Bangalore
AN Ahmed,YS Chahal,AN Ahmed- YS Chahal,Royal Challengers Bangalore,1,Sunrisers Hyderabad,Royal Challengers Bangalore
DA Warner,S Dhawan,DA Warner- S Dhawan,Sunrisers Hyderabad,83,Sunrisers Hyderabad,Royal Challengers Bangalore
KS Williamson,S Dhawan,KS Williamson- S Dhawan,Sunrisers Hyderabad,12,Sunrisers Hyderabad,Royal Challengers Bangalore
KL Rahul,S Dhawan,KL Rahul- S Dhawan,Sunrisers Hyderabad,78,Sunrisers Hyderabad,Royal Challengers Bangalore
M Vijay,V Sehwag,M Vijay- V Sehwag,Kings XI Punjab,138,Kings XI Punjab,Mumbai Indians
GJ Maxwell,M Vijay,GJ Maxwell- M Vijay,Kings XI Punjab,8,Kings XI Punjab,Mumbai Indians
DA Miller,M Vijay,DA Miller- M Vijay,Kings XI Punjab,20,Kings XI Punjab,Mumbai Indians
DA Miller,GJ Bailey,DA Miller- GJ Bailey,Kings XI Punjab,46,Kings XI Punjab,Mumbai Indians
GJ Bailey,R Dhawan,GJ Bailey- R Dhawan,Kings XI Punjab,16,Kings XI Punjab,Mumbai Indians
GJ Bailey,MG Johnson,GJ Bailey- MG Johnson,Kings XI Punjab,27,Kings XI Punjab,Mumbai Indians
AJ Finch,RG Sharma,AJ Finch- RG Sharma,Mumbai Indians,27,Kings XI Punjab,Mumbai Indians
AJ Finch,AP Tare,AJ Finch- AP Tare,Mumbai Indians,15,Kings XI Punjab,Mumbai Indians
AJ Finch,AT Rayudu,AJ Finch- AT Rayudu,Mumbai Indians,2,Kings XI Punjab,Mumbai Indians
AT Rayudu,CJ Anderson,AT Rayudu- CJ Anderson,Mumbai Indians,8,Kings XI Punjab,Mumbai Indians
AT Rayudu,KA Pollard,AT Rayudu- KA Pollard,Mumbai Indians,21,Kings XI Punjab,Mumbai Indians
J Suchith,KA Pollard,J Suchith- KA Pollard,Mumbai Indians,13,Kings XI Punjab,Mumbai Indians
Harbhajan Singh,J Suchith,Harbhajan Singh- J Suchith,Mumbai Indians,100,Kings XI Punjab,Mumbai Indians
J Suchith,R Vinay Kumar,J Suchith- R Vinay Kumar,Mumbai Indians,0,Kings XI Punjab,Mumbai Indians
MA Agarwal,SS Iyer,MA Agarwal- SS Iyer,Delhi Daredevils,45,Rajasthan Royals,Delhi Daredevils
JP Duminy,SS Iyer,JP Duminy- SS Iyer,Delhi Daredevils,48,Rajasthan Royals,Delhi Daredevils
JP Duminy,Yuvraj Singh,JP Duminy- Yuvraj Singh,Delhi Daredevils,45,Rajasthan Royals,Delhi Daredevils
AD Mathews,JP Duminy,AD Mathews- JP Duminy,Delhi Daredevils,46,Rajasthan Royals,Delhi Daredevils
AM Rahane,SV Samson,AM Rahane- SV Samson,Rajasthan Royals,83,Rajasthan Royals,Delhi Daredevils
AM Rahane,SPD Smith,AM Rahane- SPD Smith,Rajasthan Royals,13,Rajasthan Royals,Delhi Daredevils
AM Rahane,KK Nair,AM Rahane- KK Nair,Rajasthan Royals,24,Rajasthan Royals,Delhi Daredevils
AM Rahane,STR Binny,AM Rahane- STR Binny,Rajasthan Royals,4,Rajasthan Royals,Delhi Daredevils
AM Rahane,DJ Hooda,AM Rahane- DJ Hooda,Rajasthan Royals,52,Rajasthan Royals,Delhi Daredevils
DJ Hooda,JP Faulkner,DJ Hooda- JP Faulkner,Rajasthan Royals,36,Rajasthan Royals,Delhi Daredevils
CH Morris,JP Faulkner,CH Morris- JP Faulkner,Rajasthan Royals,7,Rajasthan Royals,Delhi Daredevils
CH Morris,TG Southee,CH Morris- TG Southee,Rajasthan Royals,13,Rajasthan Royals,Delhi Daredevils
G Gambhir,RV Uthappa,G Gambhir- RV Uthappa,Kolkata Knight Riders,94,Royal Challengers Bangalore,Kolkata Knight Riders
G Gambhir,MK Pandey,G Gambhir- MK Pandey,Kolkata Knight Riders,22,Royal Challengers Bangalore,Kolkata Knight Riders
MK Pandey,SA Yadav,MK Pandey- SA Yadav,Kolkata Knight Riders,28,Royal Challengers Bangalore,Kolkata Knight Riders
MK Pandey,YK Pathan,MK Pandey- YK Pathan,Kolkata Knight Riders,0,Royal Challengers Bangalore,Kolkata Knight Riders
AD Russell,YK Pathan,AD Russell- YK Pathan,Kolkata Knight Riders,32,Royal Challengers Bangalore,Kolkata Knight Riders
AD Russell,Shakib Al Hasan,AD Russell- Shakib Al Hasan,Kolkata Knight Riders,10,Royal Challengers Bangalore,Kolkata Knight Riders
AD Russell,PP Chawla,AD Russell- PP Chawla,Kolkata Knight Riders,4,Royal Challengers Bangalore,Kolkata Knight Riders
CH Gayle,V Kohli,CH Gayle- V Kohli,Royal Challengers Bangalore,33,Royal Challengers Bangalore,Kolkata Knight Riders
CH Gayle,KD Karthik,CH Gayle- KD Karthik,Royal Challengers Bangalore,21,Royal Challengers Bangalore,Kolkata Knight Riders
CH Gayle,Mandeep Singh,CH Gayle- Mandeep Singh,Royal Challengers Bangalore,6,Royal Challengers Bangalore,Kolkata Knight Riders
AB de Villiers,CH Gayle,AB de Villiers- CH Gayle,Royal Challengers Bangalore,37,Royal Challengers Bangalore,Kolkata Knight Riders
CH Gayle,DJG Sammy,CH Gayle- DJG Sammy,Royal Challengers Bangalore,26,Royal Challengers Bangalore,Kolkata Knight Riders
CH Gayle,SA Abbott,CH Gayle- SA Abbott,Royal Challengers Bangalore,14,Royal Challengers Bangalore,Kolkata Knight Riders
CH Gayle,HV Patel,CH Gayle- HV Patel,Royal Challengers Bangalore,38,Royal Challengers Bangalore,Kolkata Knight Riders
AN Ahmed,HV Patel,AN Ahmed- HV Patel,Royal Challengers Bangalore,8,Royal Challengers Bangalore,Kolkata Knight Riders
BB McCullum,DR Smith,BB McCullum- DR Smith,Chennai Super Kings,83,Chennai Super Kings,Sunrisers Hyderabad
BB McCullum,SK Raina,BB McCullum- SK Raina,Chennai Super Kings,60,Chennai Super Kings,Sunrisers Hyderabad
BB McCullum,MS Dhoni,BB McCullum- MS Dhoni,Chennai Super Kings,63,Chennai Super Kings,Sunrisers Hyderabad
BB McCullum,RA Jadeja,BB McCullum- RA Jadeja,Chennai Super Kings,0,Chennai Super Kings,Sunrisers Hyderabad
BB McCullum,DJ Bravo,BB McCullum- DJ Bravo,Chennai Super Kings,11,Chennai Super Kings,Sunrisers Hyderabad
DA Warner,S Dhawan,DA Warner- S Dhawan,Sunrisers Hyderabad,41,Chennai Super Kings,Sunrisers Hyderabad
DA Warner,KL Rahul,DA Warner- KL Rahul,Sunrisers Hyderabad,16,Chennai Super Kings,Sunrisers Hyderabad
DA Warner,NV Ojha,DA Warner- NV Ojha,Sunrisers Hyderabad,45,Chennai Super Kings,Sunrisers Hyderabad
DA Warner,RS Bopara,DA Warner- RS Bopara,Sunrisers Hyderabad,23,Chennai Super Kings,Sunrisers Hyderabad
KS Williamson,RS Bopara,KS Williamson- RS Bopara,Sunrisers Hyderabad,22,Chennai Super Kings,Sunrisers Hyderabad
KS Williamson,KV Sharma,KS Williamson- KV Sharma,Sunrisers Hyderabad,14,Chennai Super Kings,Sunrisers Hyderabad
KS Williamson,Parvez Rasool,KS Williamson- Parvez Rasool,Sunrisers Hyderabad,14,Chennai Super Kings,Sunrisers Hyderabad
AM Rahane,SV Samson,AM Rahane- SV Samson,Rajasthan Royals,19,Rajasthan Royals,Kings XI Punjab
SPD Smith,SV Samson,SPD Smith- SV Samson,Rajasthan Royals,9,Rajasthan Royals,Kings XI Punjab
KK Nair,SPD Smith,KK Nair- SPD Smith,Rajasthan Royals,21,Rajasthan Royals,Kings XI Punjab
SPD Smith,STR Binny,SPD Smith- STR Binny,Rajasthan Royals,39,Rajasthan Royals,Kings XI Punjab
DJ Hooda,STR Binny,DJ Hooda- STR Binny,Rajasthan Royals,1,Rajasthan Royals,Kings XI Punjab
DJ Hooda,JP Faulkner,DJ Hooda- JP Faulkner,Rajasthan Royals,51,Rajasthan Royals,Kings XI Punjab
CH Morris,JP Faulkner,CH Morris- JP Faulkner,Rajasthan Royals,34,Rajasthan Royals,Kings XI Punjab
CH Morris,TG Southee,CH Morris- TG Southee,Rajasthan Royals,2,Rajasthan Royals,Kings XI Punjab
M Vijay,V Sehwag,M Vijay- V Sehwag,Kings XI Punjab,2,Rajasthan Royals,Kings XI Punjab
M Vijay,WP Saha,M Vijay- WP Saha,Kings XI Punjab,32,Rajasthan Royals,Kings XI Punjab
GJ Maxwell,M Vijay,GJ Maxwell- M Vijay,Kings XI Punjab,14,Rajasthan Royals,Kings XI Punjab
AR Patel,M Vijay,AR Patel- M Vijay,Kings XI Punjab,18,Rajasthan Royals,Kings XI Punjab
AR Patel,DA Miller,AR Patel- DA Miller,Kings XI Punjab,28,Rajasthan Royals,Kings XI Punjab
AR Patel,GJ Bailey,AR Patel- GJ Bailey,Kings XI Punjab,30,Rajasthan Royals,Kings XI Punjab
GJ Bailey,MG Johnson,GJ Bailey- MG Johnson,Kings XI Punjab,7,Rajasthan Royals,Kings XI Punjab
Anureet Singh,GJ Bailey,Anureet Singh- GJ Bailey,Kings XI Punjab,2,Rajasthan Royals,Kings XI Punjab
Anureet Singh,Karanveer Singh,Anureet Singh- Karanveer Singh,Kings XI Punjab,5,Rajasthan Royals,Kings XI Punjab
BB McCullum,DR Smith,BB McCullum- DR Smith,Chennai Super Kings,25,Chennai Super Kings,Delhi Daredevils
DR Smith,SK Raina,DR Smith- SK Raina,Chennai Super Kings,18,Chennai Super Kings,Delhi Daredevils
DR Smith,F du Plessis,DR Smith- F du Plessis,Chennai Super Kings,33,Chennai Super Kings,Delhi Daredevils
F du Plessis,RA Jadeja,F du Plessis- RA Jadeja,Chennai Super Kings,29,Chennai Super Kings,Delhi Daredevils
MS Dhoni,RA Jadeja,MS Dhoni- RA Jadeja,Chennai Super Kings,17,Chennai Super Kings,Delhi Daredevils
DJ Bravo,MS Dhoni,DJ Bravo- MS Dhoni,Chennai Super Kings,3,Chennai Super Kings,Delhi Daredevils
MS Dhoni,R Ashwin,MS Dhoni- R Ashwin,Chennai Super Kings,28,Chennai Super Kings,Delhi Daredevils
MM Sharma,R Ashwin,MM Sharma- R Ashwin,Chennai Super Kings,2,Chennai Super Kings,Delhi Daredevils
CM Gautam,MA Agarwal,CM Gautam- MA Agarwal,Delhi Daredevils,17,Chennai Super Kings,Delhi Daredevils
