Match ID,Player Name,Runs scored,Balls,Fours,Sixes,Wicket Taker,Wicket Type,Balls Bowled,Runs Conceded,Wickets Taken,Team
729301,DJG Sammy,0,0,0,0,,,34,18,1,Sunrisers Hyderabad
729301,S Nadeem,0,0,0,0,,,24,25,1,Delhi Daredevils
729301,DW Steyn,0,0,0,0,,,34,24,2,Sunrisers Hyderabad
729301,WD Parnell,0,0,0,0,,,39,24,0,Delhi Daredevils
729301,MK Tiwary,23,13,2,1,,,0,0,0,Delhi Daredevils
729301,Q de Kock,48,31,6,1,KV Sharma,caught,0,0,0,Delhi Daredevils
729301,KV Sharma,0,0,0,0,,,24,25,1,Sunrisers Hyderabad
729301,AJ Finch,88,54,8,4,,,0,0,0,Sunrisers Hyderabad
729301,A Mishra,0,0,0,0,,,38,25,0,Sunrisers Hyderabad
729301,B Kumar,0,0,0,0,,,41,25,0,Sunrisers Hyderabad
729301,JD Unadkat,0,0,0,0,,,43,24,0,Delhi Daredevils
729301,JP Duminy,20,7,1,2,,,19,12,0,Delhi Daredevils
729301,Mohammed Shami,0,0,0,0,,,38,25,0,Delhi Daredevils
729301,LR Shukla,0,0,0,0,,,21,12,0,Delhi Daredevils
419130,Y Venugopal Rao,7,9,1,0,KA Pollard,caught,0,0,0,Deccan Chargers
