op_partner_name,team,partnership,winner,loser
CH Gayle-PA Patel,team_Royal Challengers Bangalore,33,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
M Vijay-Q de Kock,team_Delhi Daredevils,2,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
BB McCullum-G Gambhir,team_Kolkata Knight Riders,21,winner_Kolkata Knight Riders,loser_Pune Warriors
JD Ryder-RV Uthappa,team_Pune Warriors,11,winner_Kolkata Knight Riders,loser_Pune Warriors
F du Plessis-M Vijay,team_Chennai Super Kings,2,winner_Chennai Super Kings,loser_Deccan Chargers
DJ Harris-S Dhawan,team_Deccan Chargers,32,winner_Chennai Super Kings,loser_Deccan Chargers
AM Rahane-R Dravid,team_Rajasthan Royals,6,winner_Chennai Super Kings,loser_Rajasthan Royals
M Vijay-MEK Hussey,team_Chennai Super Kings,1,winner_Chennai Super Kings,loser_Rajasthan Royals
JD Ryder-MK Pandey,team_Pune Warriors,9,winner_Kolkata Knight Riders,loser_Pune Warriors
G Gambhir-SP Goswami,team_Kolkata Knight Riders,7,winner_Kolkata Knight Riders,loser_Pune Warriors
BB McCullum-SC Ganguly,team_Kolkata Knight Riders,5,winner_Mumbai Indians,loser_Kolkata Knight Riders
AM Rahane-ST Jayasuriya,team_Mumbai Indians,16,winner_Mumbai Indians,loser_Kolkata Knight Riders
DA Warner-S Dhawan,team_Sunrisers Hyderabad,29,winner_Sunrisers Hyderabad,loser_Delhi Daredevils
Q de Kock-SS Iyer,team_Delhi Daredevils,13,winner_Sunrisers Hyderabad,loser_Delhi Daredevils
ML Hayden-PA Patel,team_Chennai Super Kings,106,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
P Kumar-RV Uthappa,team_Royal Challengers Bangalore,0,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
AC Gilchrist-HH Gibbs,team_Deccan Chargers,31,winner_Kings XI Punjab,loser_Deccan Chargers
S Sohal-SM Katich,team_Kings XI Punjab,41,winner_Kings XI Punjab,loser_Deccan Chargers
F du Plessis-S Badrinath,team_Chennai Super Kings,116,winner_Chennai Super Kings,loser_Pune Warriors
JD Ryder-RV Uthappa,team_Pune Warriors,13,winner_Chennai Super Kings,loser_Pune Warriors
MA Agarwal-SS Iyer,team_Delhi Daredevils,2,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
CH Gayle-V Kohli,team_Royal Challengers Bangalore,99,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
CH Gayle-MA Agarwal,team_Royal Challengers Bangalore,30,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
M Vijay-MEK Hussey,team_Chennai Super Kings,3,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
JH Kallis-SP Goswami,team_Kolkata Knight Riders,29,winner_Kolkata Knight Riders,loser_Delhi Daredevils
DA Warner-V Sehwag,team_Delhi Daredevils,14,winner_Kolkata Knight Riders,loser_Delhi Daredevils
DJ Harris-S Dhawan,team_Deccan Chargers,86,winner_Royal Challengers Bangalore,loser_Deccan Chargers
CH Gayle-TM Dilshan,team_Royal Challengers Bangalore,91,winner_Royal Challengers Bangalore,loser_Deccan Chargers
G Gambhir-YK Pathan,team_Kolkata Knight Riders,27,winner_Mumbai Indians,loser_Kolkata Knight Riders
DR Smith-SR Tendulkar,team_Mumbai Indians,29,winner_Mumbai Indians,loser_Kolkata Knight Riders
G Gambhir-V Sehwag,team_Delhi Daredevils,20,winner_Rajasthan Royals,loser_Delhi Daredevils
GC Smith-RJ Quiney,team_Rajasthan Royals,20,winner_Rajasthan Royals,loser_Delhi Daredevils
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,5,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
CH Gayle-YV Takawale,team_Royal Challengers Bangalore,7,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
MEK Hussey-WP Saha,team_Chennai Super Kings,27,winner_Chennai Super Kings,loser_Kings XI Punjab
LA Pomersbach-Mandeep Singh,team_Kings XI Punjab,13,winner_Chennai Super Kings,loser_Kings XI Punjab
G Gambhir-V Sehwag,team_Delhi Daredevils,47,winner_Rajasthan Royals,loser_Delhi Daredevils
GC Smith-YK Pathan,team_Rajasthan Royals,11,winner_Rajasthan Royals,loser_Delhi Daredevils
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,33,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
DA Warner-S Dhawan,team_Sunrisers Hyderabad,28,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
M Vijay-MEK Hussey,team_Chennai Super Kings,8,winner_Kolkata Knight Riders,loser_Chennai Super Kings
EJG Morgan-JH Kallis,team_Kolkata Knight Riders,9,winner_Kolkata Knight Riders,loser_Chennai Super Kings
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,38,winner_Mumbai Indians,loser_Rajasthan Royals
GC Smith-SA Asnodkar,team_Rajasthan Royals,0,winner_Mumbai Indians,loser_Rajasthan Royals
AM Rahane-R Dravid,team_Rajasthan Royals,9,winner_Mumbai Indians,loser_Rajasthan Royals
DR Smith-SR Tendulkar,team_Mumbai Indians,163,winner_Mumbai Indians,loser_Rajasthan Royals
CH Gayle-V Kohli,team_Royal Challengers Bangalore,0,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
Q de Kock-SS Iyer,team_Delhi Daredevils,11,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
JH Kallis-MK Pandey,team_Royal Challengers Bangalore,12,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
M Vijay-ML Hayden,team_Chennai Super Kings,61,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
JD Ryder-RV Uthappa,team_Pune Warriors,26,winner_Pune Warriors,loser_Delhi Daredevils
DPMD Jayawardene-V Sehwag,team_Delhi Daredevils,12,winner_Pune Warriors,loser_Delhi Daredevils
AM Rahane-SR Watson,team_Rajasthan Royals,71,winner_Chennai Super Kings,loser_Rajasthan Royals
M Vijay-MEK Hussey,team_Chennai Super Kings,22,winner_Chennai Super Kings,loser_Rajasthan Royals
AC Gilchrist-HH Gibbs,team_Deccan Chargers,8,winner_Delhi Daredevils,loser_Deccan Chargers
G Gambhir-V Sehwag,team_Delhi Daredevils,30,winner_Delhi Daredevils,loser_Deccan Chargers
DR Smith-SR Tendulkar,team_Mumbai Indians,93,winner_Mumbai Indians,loser_Kolkata Knight Riders
G Gambhir-MS Bisla,team_Kolkata Knight Riders,1,winner_Mumbai Indians,loser_Kolkata Knight Riders
MA Agarwal-SS Iyer,team_Delhi Daredevils,2,winner_Delhi Daredevils,loser_Mumbai Indians
LMP Simmons-PA Patel,team_Mumbai Indians,35,winner_Delhi Daredevils,loser_Mumbai Indians
AJ Finch-S Dhawan,team_Sunrisers Hyderabad,65,winner_Kings XI Punjab,loser_Sunrisers Hyderabad
M Vohra-V Sehwag,team_Kings XI Punjab,4,winner_Kings XI Punjab,loser_Sunrisers Hyderabad
AM Rahane-KK Nair,team_Rajasthan Royals,52,winner_Rajasthan Royals,loser_Kolkata Knight Riders
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,121,winner_Rajasthan Royals,loser_Kolkata Knight Riders
DA Warner-S Dhawan,team_Sunrisers Hyderabad,12,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,15,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
PA Reddy-S Dhawan,team_Deccan Chargers,6,winner_Deccan Chargers,loser_Royal Challengers Bangalore
CH Gayle-TM Dilshan,team_Royal Challengers Bangalore,30,winner_Deccan Chargers,loser_Royal Challengers Bangalore
BB McCullum-DPMD Jayawardene,team_Kochi Tuskers Kerala,49,winner_Kochi Tuskers Kerala,loser_Kolkata Knight Riders
JH Kallis-MS Bisla,team_Kolkata Knight Riders,24,winner_Kochi Tuskers Kerala,loser_Kolkata Knight Riders
CH Gayle-V Kohli,team_Royal Challengers Bangalore,147,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
HM Amla-M Vijay,team_Kings XI Punjab,17,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
PA Patel-SP Fleming,team_Chennai Super Kings,23,winner_Delhi Daredevils,loser_Chennai Super Kings
G Gambhir-V Sehwag,team_Delhi Daredevils,115,winner_Delhi Daredevils,loser_Chennai Super Kings
M Vijay-MEK Hussey,team_Chennai Super Kings,19,winner_Chennai Super Kings,loser_Kochi Tuskers Kerala
BB McCullum-PA Patel,team_Kochi Tuskers Kerala,11,winner_Chennai Super Kings,loser_Kochi Tuskers Kerala
DA Warner-V Sehwag,team_Delhi Daredevils,4,winner_Kings XI Punjab,loser_Delhi Daredevils
DPMD Jayawardene-IK Pathan,team_Kings XI Punjab,41,winner_Kings XI Punjab,loser_Delhi Daredevils
S Dhawan-SR Tendulkar,team_Mumbai Indians,11,winner_Mumbai Indians,loser_Royal Challengers Bangalore
JH Kallis-R Dravid,team_Royal Challengers Bangalore,24,winner_Mumbai Indians,loser_Royal Challengers Bangalore
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,101,winner_Kolkata Knight Riders,loser_Kings XI Punjab
M Vijay-MP Stoinis,team_Kings XI Punjab,1,winner_Kolkata Knight Riders,loser_Kings XI Punjab
DA Warner-S Dhawan,team_Sunrisers Hyderabad,25,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
AM Rahane-SV Samson,team_Rajasthan Royals,64,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,127,winner_Mumbai Indians,loser_Kolkata Knight Riders
BB McCullum-CH Gayle,team_Kolkata Knight Riders,8,winner_Mumbai Indians,loser_Kolkata Knight Riders
AJ Finch-BB McCullum,team_Gujarat Lions,2,winner_Royal Challengers Bangalore,loser_Gujarat Lions
CH Gayle-V Kohli,team_Royal Challengers Bangalore,12,winner_Royal Challengers Bangalore,loser_Gujarat Lions
CH Gayle-TM Dilshan,team_Royal Challengers Bangalore,43,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
AC Gilchrist-PC Valthaty,team_Kings XI Punjab,0,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,33,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
CH Gayle-V Kohli,team_Royal Challengers Bangalore,48,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
KC Sangakkara-S Dhawan,team_Deccan Chargers,94,winner_Rajasthan Royals,loser_Deccan Chargers
AM Rahane-R Dravid,team_Rajasthan Royals,62,winner_Rajasthan Royals,loser_Deccan Chargers
AC Gilchrist-HH Gibbs,team_Deccan Chargers,11,winner_Chennai Super Kings,loser_Deccan Chargers
PA Patel-SP Fleming,team_Chennai Super Kings,26,winner_Chennai Super Kings,loser_Deccan Chargers
GC Smith-SA Asnodkar,team_Rajasthan Royals,12,winner_Mumbai Indians,loser_Rajasthan Royals
ST Jayasuriya-YV Takawale,team_Mumbai Indians,41,winner_Mumbai Indians,loser_Rajasthan Royals
KP Pietersen-Q de Kock,team_Delhi Daredevils,10,winner_Sunrisers Hyderabad,loser_Delhi Daredevils
AJ Finch-S Dhawan,team_Sunrisers Hyderabad,13,winner_Sunrisers Hyderabad,loser_Delhi Daredevils
M Vijay-ML Hayden,team_Chennai Super Kings,12,winner_Chennai Super Kings,loser_Deccan Chargers
AC Gilchrist-HH Gibbs,team_Deccan Chargers,19,winner_Chennai Super Kings,loser_Deccan Chargers
DPMD Jayawardene-V Sehwag,team_Delhi Daredevils,19,winner_Rajasthan Royals,loser_Delhi Daredevils
AM Rahane-R Dravid,team_Rajasthan Royals,108,winner_Rajasthan Royals,loser_Delhi Daredevils
M Vijay-MEK Hussey,team_Chennai Super Kings,45,winner_Chennai Super Kings,loser_Sunrisers Hyderabad
PA Patel-S Dhawan,team_Sunrisers Hyderabad,11,winner_Chennai Super Kings,loser_Sunrisers Hyderabad
AM Rahane-SR Watson,team_Rajasthan Royals,20,winner_Kolkata Knight Riders,loser_Rajasthan Royals
G Gambhir-MS Bisla,team_Kolkata Knight Riders,41,winner_Kolkata Knight Riders,loser_Rajasthan Royals
ML Hayden-PA Patel,team_Chennai Super Kings,4,winner_Chennai Super Kings,loser_Rajasthan Royals
GC Smith-RJ Quiney,team_Rajasthan Royals,9,winner_Chennai Super Kings,loser_Rajasthan Royals
KL Rahul-V Kohli,team_Royal Challengers Bangalore,32,winner_Mumbai Indians,loser_Royal Challengers Bangalore
PA Patel-RG Sharma,team_Mumbai Indians,6,winner_Mumbai Indians,loser_Royal Challengers Bangalore
CA Pujara-CH Gayle,team_Royal Challengers Bangalore,22,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
AC Gilchrist-SE Marsh,team_Kings XI Punjab,24,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
CH Gayle-V Kohli,team_Royal Challengers Bangalore,6,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
AM Rahane-KK Nair,team_Rajasthan Royals,54,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
AM Rahane-SV Samson,team_Rajasthan Royals,5,winner_Rajasthan Royals,loser_Kings XI Punjab
M Vijay-V Sehwag,team_Kings XI Punjab,0,winner_Rajasthan Royals,loser_Kings XI Punjab
JR Hopes-SE Marsh,team_Kings XI Punjab,133,winner_Kings XI Punjab,loser_Rajasthan Royals
M Kaif-NK Patel,team_Rajasthan Royals,5,winner_Kings XI Punjab,loser_Rajasthan Royals
M Vijay-MEK Hussey,team_Chennai Super Kings,51,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
MA Agarwal-TM Dilshan,team_Royal Challengers Bangalore,1,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
M Vijay-S Anirudha,team_Chennai Super Kings,5,winner_Chennai Super Kings,loser_Kolkata Knight Riders
JH Kallis-MS Bisla,team_Kolkata Knight Riders,64,winner_Chennai Super Kings,loser_Kolkata Knight Riders
F du Plessis-M Vijay,team_Chennai Super Kings,47,winner_Mumbai Indians,loser_Chennai Super Kings
JEC Franklin-SR Tendulkar,team_Mumbai Indians,8,winner_Mumbai Indians,loser_Chennai Super Kings
Mandeep Singh-V Sehwag,team_Kings XI Punjab,17,winner_Kolkata Knight Riders,loser_Kings XI Punjab
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,68,winner_Kolkata Knight Riders,loser_Kings XI Punjab
AC Gilchrist-PC Valthaty,team_Kings XI Punjab,25,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
CH Gayle-SS Tiwary,team_Royal Challengers Bangalore,4,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
BB McCullum-DR Smith,team_Chennai Super Kings,123,winner_Kings XI Punjab,loser_Chennai Super Kings
CA Pujara-V Sehwag,team_Kings XI Punjab,31,winner_Kings XI Punjab,loser_Chennai Super Kings
R Sathish-SR Tendulkar,team_Mumbai Indians,9,winner_Mumbai Indians,loser_Chennai Super Kings
M Vijay-MEK Hussey,team_Chennai Super Kings,31,winner_Mumbai Indians,loser_Chennai Super Kings
BB McCullum-DR Smith,team_Chennai Super Kings,5,winner_Kolkata Knight Riders,loser_Chennai Super Kings
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,64,winner_Kolkata Knight Riders,loser_Chennai Super Kings
CH Gayle-MA Agarwal,team_Royal Challengers Bangalore,113,winner_Royal Challengers Bangalore,loser_Mumbai Indians
AC Blizzard-SR Tendulkar,team_Mumbai Indians,23,winner_Royal Challengers Bangalore,loser_Mumbai Indians
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,6,winner_Royal Challengers Bangalore,loser_Mumbai Indians
JH Kallis-MK Pandey,team_Royal Challengers Bangalore,85,winner_Royal Challengers Bangalore,loser_Mumbai Indians
AC Gilchrist-PC Valthaty,team_Kings XI Punjab,24,winner_Kolkata Knight Riders,loser_Kings XI Punjab
BB McCullum-G Gambhir,team_Kolkata Knight Riders,53,winner_Kolkata Knight Riders,loser_Kings XI Punjab
AC Gilchrist-Mandeep Singh,team_Kings XI Punjab,24,winner_Kings XI Punjab,loser_Kolkata Knight Riders
G Gambhir-MS Bisla,team_Kolkata Knight Riders,0,winner_Kings XI Punjab,loser_Kolkata Knight Riders
AP Tare-DR Smith,team_Mumbai Indians,4,winner_Mumbai Indians,loser_Chennai Super Kings
M Vijay-MEK Hussey,team_Chennai Super Kings,2,winner_Mumbai Indians,loser_Chennai Super Kings
LMP Simmons-MEK Hussey,team_Mumbai Indians,120,winner_Mumbai Indians,loser_Rajasthan Royals
KK Nair-UBT Chand,team_Rajasthan Royals,17,winner_Mumbai Indians,loser_Rajasthan Royals
M Vijay-S Anirudha,team_Chennai Super Kings,0,winner_Kings XI Punjab,loser_Chennai Super Kings
AC Gilchrist-PC Valthaty,team_Kings XI Punjab,61,winner_Kings XI Punjab,loser_Chennai Super Kings
PA Patel-Q de Kock,team_Sunrisers Hyderabad,5,winner_Sunrisers Hyderabad,loser_Pune Warriors
AJ Finch-RV Uthappa,team_Pune Warriors,38,winner_Sunrisers Hyderabad,loser_Pune Warriors
RT Ponting-SR Tendulkar,team_Mumbai Indians,54,winner_Mumbai Indians,loser_Pune Warriors
AJ Finch-RV Uthappa,team_Pune Warriors,0,winner_Mumbai Indians,loser_Pune Warriors
JEC Franklin-SR Tendulkar,team_Mumbai Indians,50,winner_Mumbai Indians,loser_Pune Warriors
JD Ryder-RV Uthappa,team_Pune Warriors,20,winner_Mumbai Indians,loser_Pune Warriors
AJ Finch-RV Uthappa,team_Pune Warriors,13,winner_Mumbai Indians,loser_Pune Warriors
DR Smith-SR Tendulkar,team_Mumbai Indians,0,winner_Mumbai Indians,loser_Pune Warriors
M Vijay-Q de Kock,team_Delhi Daredevils,33,winner_Rajasthan Royals,loser_Delhi Daredevils
AM Rahane-KK Nair,team_Rajasthan Royals,20,winner_Rajasthan Royals,loser_Delhi Daredevils
JD Ryder-RV Uthappa,team_Royal Challengers Bangalore,6,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
K Goel-RS Bopara,team_Kings XI Punjab,52,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
JD Ryder-MK Pandey,team_Pune Warriors,31,winner_Deccan Chargers,loser_Pune Warriors
S Dhawan-S Sohal,team_Deccan Chargers,67,winner_Deccan Chargers,loser_Pune Warriors
AM Rahane-SR Watson,team_Rajasthan Royals,95,winner_Draw,loser_Draw
M Vijay-V Sehwag,team_Kings XI Punjab,3,winner_Draw,loser_Draw
DA Miller-SE Marsh,team_Kings XI Punjab,0,winner_Draw,loser_Draw
JP Faulkner-SR Watson,team_Rajasthan Royals,0,winner_Draw,loser_Draw
BB McCullum-SC Ganguly,team_Kolkata Knight Riders,32,winner_Chennai Super Kings,loser_Kolkata Knight Riders
ML Hayden-PA Patel,team_Chennai Super Kings,66,winner_Chennai Super Kings,loser_Kolkata Knight Riders
M Vohra-V Sehwag,team_Kings XI Punjab,110,winner_Kings XI Punjab,loser_Chennai Super Kings
DR Smith-F du Plessis,team_Chennai Super Kings,1,winner_Kings XI Punjab,loser_Chennai Super Kings
LMP Simmons-PA Patel,team_Mumbai Indians,1,winner_Chennai Super Kings,loser_Mumbai Indians
BB McCullum-DR Smith,team_Chennai Super Kings,109,winner_Chennai Super Kings,loser_Mumbai Indians
CH Gayle-MA Agarwal,team_Royal Challengers Bangalore,7,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
Mandeep Singh-SE Marsh,team_Kings XI Punjab,38,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
AJ Finch-RV Uthappa,team_Pune Warriors,41,winner_Pune Warriors,loser_Kolkata Knight Riders
G Gambhir-MS Bisla,team_Kolkata Knight Riders,17,winner_Pune Warriors,loser_Kolkata Knight Riders
BB McCullum-DR Smith,team_Gujarat Lions,112,winner_Gujarat Lions,loser_Delhi Daredevils
Q de Kock-SV Samson,team_Delhi Daredevils,2,winner_Gujarat Lions,loser_Delhi Daredevils
JD Ryder-SC Ganguly,team_Pune Warriors,13,winner_Kings XI Punjab,loser_Pune Warriors
AC Gilchrist-PC Valthaty,team_Kings XI Punjab,0,winner_Kings XI Punjab,loser_Pune Warriors
CH Gayle-SC Ganguly,team_Kolkata Knight Riders,56,winner_Kings XI Punjab,loser_Kolkata Knight Riders
DPMD Jayawardene-MS Bisla,team_Kings XI Punjab,51,winner_Kings XI Punjab,loser_Kolkata Knight Riders
AC Gilchrist-Mandeep Singh,team_Kings XI Punjab,16,winner_Kings XI Punjab,loser_Kolkata Knight Riders
G Gambhir-JH Kallis,team_Kolkata Knight Riders,13,winner_Kings XI Punjab,loser_Kolkata Knight Riders
Q de Kock-SS Iyer,team_Delhi Daredevils,11,winner_Delhi Daredevils,loser_Mumbai Indians
PA Patel-RG Sharma,team_Mumbai Indians,9,winner_Delhi Daredevils,loser_Mumbai Indians
CH Gayle-V Kohli,team_Royal Challengers Bangalore,19,winner_Royal Challengers Bangalore,loser_Gujarat Lions
BB McCullum-DR Smith,team_Gujarat Lions,9,winner_Royal Challengers Bangalore,loser_Gujarat Lions
PA Patel-S Dhawan,team_Sunrisers Hyderabad,38,winner_Mumbai Indians,loser_Sunrisers Hyderabad
DR Smith-SR Tendulkar,team_Mumbai Indians,26,winner_Mumbai Indians,loser_Sunrisers Hyderabad
IK Pathan-RS Bopara,team_Kings XI Punjab,18,winner_Draw,loser_Draw
ML Hayden-PA Patel,team_Chennai Super Kings,65,winner_Draw,loser_Draw
JA Morkel-ML Hayden,team_Chennai Super Kings,1,winner_Draw,loser_Draw
DPMD Jayawardene-Yuvraj Singh,team_Kings XI Punjab,6,winner_Draw,loser_Draw
S Vidyut-SP Fleming,team_Chennai Super Kings,18,winner_Mumbai Indians,loser_Chennai Super Kings
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,82,winner_Mumbai Indians,loser_Chennai Super Kings
LMP Simmons-PA Patel,team_Mumbai Indians,47,winner_Mumbai Indians,loser_Royal Challengers Bangalore
CH Gayle-MS Bisla,team_Royal Challengers Bangalore,26,winner_Mumbai Indians,loser_Royal Challengers Bangalore
BB McCullum-DR Smith,team_Chennai Super Kings,42,winner_Chennai Super Kings,loser_Kolkata Knight Riders
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,1,winner_Chennai Super Kings,loser_Kolkata Knight Riders
CH Gayle-SC Ganguly,team_Kolkata Knight Riders,52,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
JH Kallis-S Sriram,team_Royal Challengers Bangalore,11,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
AM Rahane-R Dravid,team_Rajasthan Royals,62,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
CH Gayle-MA Agarwal,team_Royal Challengers Bangalore,42,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
JH Kallis-W Jaffer,team_Royal Challengers Bangalore,10,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
GC Smith-NV Ojha,team_Rajasthan Royals,27,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
GC Smith-PC Valthaty,team_Rajasthan Royals,8,winner_Draw,loser_Draw
BB McCullum-CH Gayle,team_Kolkata Knight Riders,25,winner_Draw,loser_Draw
BB McCullum-CH Gayle,team_Kolkata Knight Riders,15,winner_Draw,loser_Draw
AD Mascarenhas-YK Pathan,team_Rajasthan Royals,18,winner_Draw,loser_Draw
KL Rahul-V Kohli,team_Royal Challengers Bangalore,27,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
AM Rahane-F du Plessis,team_Rising Pune Supergiants,12,winner_Royal Challengers Bangalore,loser_Rising Pune Supergiants
Mandeep Singh-N Saini,team_Kings XI Punjab,35,winner_Mumbai Indians,loser_Kings XI Punjab
JEC Franklin-SR Tendulkar,team_Mumbai Indians,52,winner_Mumbai Indians,loser_Kings XI Punjab
G Gambhir-JH Kallis,team_Kolkata Knight Riders,4,winner_Kolkata Knight Riders,loser_Mumbai Indians
AP Tare-MEK Hussey,team_Mumbai Indians,24,winner_Kolkata Knight Riders,loser_Mumbai Indians
DA Warner-V Sehwag,team_Delhi Daredevils,24,winner_Delhi Daredevils,loser_Rajasthan Royals
MJ Lumb-NV Ojha,team_Rajasthan Royals,0,winner_Delhi Daredevils,loser_Rajasthan Royals
BB McCullum-JH Kallis,team_Kolkata Knight Riders,14,winner_Delhi Daredevils,loser_Kolkata Knight Riders
AJ Finch-V Sehwag,team_Delhi Daredevils,49,winner_Delhi Daredevils,loser_Kolkata Knight Riders
DPMD Jayawardene-VVS Laxman,team_Kochi Tuskers Kerala,26,winner_Rajasthan Royals,loser_Kochi Tuskers Kerala
R Dravid-SR Watson,team_Rajasthan Royals,71,winner_Rajasthan Royals,loser_Kochi Tuskers Kerala
MEK Hussey-WP Saha,team_Chennai Super Kings,103,winner_Chennai Super Kings,loser_Kolkata Knight Riders
G Gambhir-MS Bisla,team_Kolkata Knight Riders,32,winner_Chennai Super Kings,loser_Kolkata Knight Riders
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,19,winner_Mumbai Indians,loser_Kolkata Knight Riders
CH Gayle-SC Ganguly,team_Kolkata Knight Riders,1,winner_Mumbai Indians,loser_Kolkata Knight Riders
DA Warner-V Sehwag,team_Delhi Daredevils,33,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
CH Gayle-TM Dilshan,team_Royal Challengers Bangalore,1,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
AM Rahane-R Dravid,team_Rajasthan Royals,71,winner_Delhi Daredevils,loser_Rajasthan Royals
DPMD Jayawardene-V Sehwag,team_Delhi Daredevils,0,winner_Delhi Daredevils,loser_Rajasthan Royals
AJ Finch-RV Uthappa,team_Pune Warriors,38,winner_Pune Warriors,loser_Delhi Daredevils
DA Warner-DPMD Jayawardene,team_Delhi Daredevils,17,winner_Pune Warriors,loser_Delhi Daredevils
DJ Bravo-ST Jayasuriya,team_Mumbai Indians,7,winner_Chennai Super Kings,loser_Mumbai Indians
ML Hayden-PA Patel,team_Chennai Super Kings,0,winner_Chennai Super Kings,loser_Mumbai Indians
MA Agarwal-SS Iyer,team_Delhi Daredevils,45,winner_Rajasthan Royals,loser_Delhi Daredevils
AM Rahane-SV Samson,team_Rajasthan Royals,37,winner_Rajasthan Royals,loser_Delhi Daredevils
AM Rahane-SS Tiwary,team_Rising Pune Supergiants,13,winner_Gujarat Lions,loser_Rising Pune Supergiants
BB McCullum-DR Smith,team_Gujarat Lions,93,winner_Gujarat Lions,loser_Rising Pune Supergiants
MV Boucher-SP Goswami,team_Royal Challengers Bangalore,35,winner_Mumbai Indians,loser_Royal Challengers Bangalore
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,96,winner_Mumbai Indians,loser_Royal Challengers Bangalore
DPMD Jayawardene-V Sehwag,team_Delhi Daredevils,4,winner_Kings XI Punjab,loser_Delhi Daredevils
AC Gilchrist-Mandeep Singh,team_Kings XI Punjab,6,winner_Kings XI Punjab,loser_Delhi Daredevils
A Chopra-BJ Hodge,team_Kolkata Knight Riders,9,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
J Arunkumar-S Chanderpaul,team_Royal Challengers Bangalore,17,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
PA Patel-SP Fleming,team_Chennai Super Kings,4,winner_Deccan Chargers,loser_Chennai Super Kings
AC Gilchrist-HH Gibbs,team_Deccan Chargers,24,winner_Deccan Chargers,loser_Chennai Super Kings
BB McCullum-DR Smith,team_Chennai Super Kings,29,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
CH Gayle-PA Patel,team_Royal Challengers Bangalore,14,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
AM Rahane-R Dravid,team_Rajasthan Royals,77,winner_Rajasthan Royals,loser_Kings XI Punjab
