Batsman,Bowler,Zero,One,Two,Three,Four,Five,Six,Wicket,Total,batting_style,bowling_arm,bowling_style,Bowls played,Strike Rate,Average
V Sehwag,DJ Thornely,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium,1,0,0
V Sehwag,DR Smith,3,7,0,0,1,0,1,0,17,Right-hand bat,Right-arm,medium,12,141.6666667,17
V Sehwag,SR Watson,7,8,0,0,6,0,0,3,32,Right-hand bat,Right-arm,fast-medium,24,133.3333333,10.66666667
V Sehwag,NLTC Perera,2,3,1,0,1,0,0,0,9,Right-hand bat,Right-arm,medium-fast,7,128.5714286,9
V Sehwag,Sandeep Sharma,4,1,0,0,2,0,0,0,9,Right-hand bat,Right-arm,medium,7,128.5714286,9
V Sehwag,PC Valthaty,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,medium,2,100,2
V Sehwag,R Vinay Kumar,9,9,0,0,9,0,3,2,63,Right-hand bat,Right-arm,medium,32,196.875,31.5
V Sehwag,VR Aaron,5,4,2,0,2,0,0,0,16,Right-hand bat,Right-arm,fast,13,123.0769231,16
V Sehwag,P Kumar,19,7,3,0,12,0,3,3,79,Right-hand bat,Right-arm,medium,47,168.0851064,26.33333333
V Sehwag,DP Vijaykumar,1,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium,2,0,0
V Sehwag,IC Pandey,10,5,0,0,6,0,0,1,29,Right-hand bat,Right-arm,medium,22,131.8181818,29
V Sehwag,AA Chavan,8,8,1,0,6,0,0,0,34,Right-hand bat,Left-arm,slow,23,147.826087,34
CR Brathwaite,Mustafizur Rahman,1,0,0,0,0,0,0,1,0,Right-hand bat,Left-arm,fast-medium,2,0,0
CR Brathwaite,CH Gayle,0,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,offbreak,2,50,1
CR Brathwaite,AD Russell,0,0,0,0,0,0,1,1,6,Right-hand bat,Right-arm,fast,2,300,6
CR Brathwaite,BB Sran,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,medium,1,100,1
CR Brathwaite,SM Boland,1,0,0,0,0,0,1,1,6,Right-hand bat,Right-arm,fast-medium,3,200,6
CR Brathwaite,Sandeep Sharma,1,0,0,0,1,0,1,1,10,Right-hand bat,Right-arm,medium,4,250,10
CR Brathwaite,UT Yadav,1,1,0,0,3,0,1,0,19,Right-hand bat,Right-arm,fast-medium,6,316.6666667,19
CR Brathwaite,M Ashwin,1,1,0,0,0,0,2,0,13,Right-hand bat,Right-arm,legbreak,4,325,13
CR Brathwaite,MP Stoinis,1,0,1,0,0,0,0,0,2,Right-hand bat,Right-arm,medium,2,100,2
CR Brathwaite,PP Chawla,3,0,0,0,0,0,1,1,6,Right-hand bat,Left-arm,legbreak,5,120,6
CR Brathwaite,B Kumar,2,1,0,0,2,0,0,0,9,Right-hand bat,Right-arm,medium,5,180,9
CR Brathwaite,GB Hogg,0,1,1,0,0,0,1,0,9,Right-hand bat,Left-arm,slow,3,300,9
CR Brathwaite,R Bhatia,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast,1,100,1
Shivam Sharma,JJ Bumrah,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium,1,100,1
Shivam Sharma,MA Starc,0,0,0,0,1,0,0,1,4,Right-hand bat,Left-arm,fast,2,200,4
NK Patel,A Nehra,2,1,0,0,1,0,0,0,5,Left-hand bat,Left-arm,medium-fast,4,125,5
NK Patel,RR Raje,1,3,3,1,0,0,0,0,12,Left-hand bat,Right-arm,fast-medium,8,150,12
NK Patel,PP Chawla,2,2,2,0,0,0,0,1,6,Left-hand bat,Left-arm,legbreak,7,85.71428571,6
NK Patel,MS Gony,0,1,0,0,0,0,0,1,1,Left-hand bat,Right-arm,medium,2,50,1
NK Patel,M Ntini,8,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast,9,11.11111111,1
NK Patel,JR Hopes,3,1,0,0,2,0,0,0,9,Left-hand bat,Right-arm,medium,6,150,9
NK Patel,S Sreesanth,2,2,0,0,4,0,0,0,18,Left-hand bat,Right-arm,fast-medium,8,225,18
NK Patel,RR Powar,0,2,0,0,1,0,0,0,6,Left-hand bat,Right-arm,offbreak,3,200,6
NK Patel,IK Pathan,7,2,0,0,1,0,0,0,6,Left-hand bat,Left-arm,medium-fast,10,60,6
NK Patel,DW Steyn,10,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,fast,12,16.66666667,2
NK Patel,SM Pollock,1,3,0,0,0,0,0,0,3,Left-hand bat,Right-arm,fast-medium,4,75,3
NK Patel,VRV Singh,1,2,1,0,2,0,0,0,12,Left-hand bat,Right-arm,medium-fast,6,200,12
NK Patel,CK Langeveldt,0,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,fast-medium,1,0,0
NK Patel,JD Ryder,1,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,medium,2,0,0
NK Patel,CRD Fernando,2,4,1,0,1,0,1,0,16,Left-hand bat,Right-arm,fast-medium,9,177.7777778,16
NK Patel,DR Smith,1,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,medium,3,66.66666667,2
NK Patel,AB Agarkar,2,2,1,0,0,0,0,0,4,Left-hand bat,Right-arm,fast,5,80,4
NK Patel,R Vinay Kumar,3,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium,4,25,1
NK Patel,SS Sarkar,0,3,0,0,0,0,0,0,3,Left-hand bat,Right-arm,medium,3,100,3
NK Patel,AB Dinda,10,1,1,0,1,0,0,0,7,Left-hand bat,Right-arm,medium-fast,13,53.84615385,7
NK Patel,P Kumar,0,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium,1,100,1
NK Patel,MF Maharoof,0,0,0,0,1,0,0,1,4,Left-hand bat,Right-arm,fast-medium,2,200,4
NK Patel,ST Jayasuriya,0,2,0,0,0,0,0,0,2,Left-hand bat,Left-arm,slow,2,100,2
MJ Guptill,Imran Tahir,1,5,0,0,1,0,2,0,21,Right-hand bat,Right-arm,legbreak,9,233.3333333,21
MJ Guptill,DR Smith,1,0,0,0,1,0,0,1,4,Right-hand bat,Right-arm,medium,3,133.3333333,4
MJ Guptill,Z Khan,6,2,0,0,0,0,0,1,2,Right-hand bat,Left-arm,fast-medium,9,22.22222222,2
MJ Guptill,DS Kulkarni,2,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,medium,4,50,2
MJ Guptill,P Kumar,1,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium,2,50,1
MJ Guptill,B Kumar,2,0,1,0,0,0,0,1,2,Right-hand bat,Right-arm,medium,4,50,2
MJ Guptill,CH Morris,2,2,0,0,0,0,1,0,8,Right-hand bat,Right-arm,fast-medium,5,160,8
MJ Guptill,A Mishra,4,4,0,0,1,0,0,0,8,Right-hand bat,Right-arm,legbreak,9,88.88888889,8
MJ Guptill,S Nadeem,5,3,0,2,0,0,0,0,9,Right-hand bat,Left-arm,slow,10,90,9
GB Hogg,Anureet Singh,0,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium,1,100,1
GB Hogg,A Nehra,0,0,1,0,0,0,0,0,2,Left-hand bat,Left-arm,medium-fast,1,200,2
GB Hogg,BE Hendricks,0,1,0,0,0,0,0,0,1,Left-hand bat,Left-arm,fast-medium,1,100,1
GB Hogg,Sandeep Sharma,0,3,0,0,0,0,0,0,3,Left-hand bat,Right-arm,medium,3,100,3
GB Hogg,R Vinay Kumar,0,3,0,0,0,0,0,0,3,Left-hand bat,Right-arm,medium,3,100,3
GB Hogg,Z Khan,0,3,0,0,0,0,0,0,3,Left-hand bat,Left-arm,fast-medium,3,100,3
GB Hogg,SL Malinga,2,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast,3,33.33333333,1
GB Hogg,HV Patel,1,1,1,0,1,0,0,1,7,Left-hand bat,Right-arm,medium,5,140,7
GB Hogg,MM Patel,0,1,0,0,0,0,0,1,1,Left-hand bat,Right-arm,medium-fast,2,50,1
GD McGrath,MM Patel,2,0,0,0,1,0,0,0,4,Right-hand bat,Right-arm,medium-fast,3,133.3333333,4
GD McGrath,DS Kulkarni,1,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium,2,0,0
CK Kapugedera,GD McGrath,0,3,1,0,0,0,0,0,5,Right-hand bat,Right-arm,fast-medium,4,125,5
CK Kapugedera,SR Watson,5,3,1,0,0,0,0,0,5,Right-hand bat,Right-arm,fast-medium,9,55.55555556,5
CK Kapugedera,VY Mahesh,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium-fast,1,0,0
CK Kapugedera,DS Kulkarni,1,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium,2,0,0
CK Kapugedera,Sohail Tanvir,0,3,0,0,0,0,0,1,3,Right-hand bat,Left-arm,medium-fast,4,75,3
CK Kapugedera,Mohammad Asif,1,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,fast-medium,4,75,3
A Singh,AB Agarkar,1,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,2,50,1
A Singh,SK Raina,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak,1,0,0
A Singh,Shakib Al Hasan,1,0,0,0,0,0,0,1,0,Right-hand bat,Left-arm,slow,2,0,0
A Singh,A Mishra,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,legbreak,1,0,0
A Singh,KA Pollard,2,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium-fast,3,0,0
A Singh,DE Bollinger,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,fast-medium,1,100,1
TM Srivastava,VY Mahesh,2,2,0,1,0,0,0,1,5,Left-hand bat,Right-arm,medium-fast,6,83.33333333,5
TM Srivastava,GD McGrath,1,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,fast-medium,3,66.66666667,2
TM Srivastava,Umar Gul,0,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast-medium,1,100,1
TM Srivastava,P Kumar,1,0,0,0,0,0,0,0,0,Left-hand bat,Right-arm,medium,1,0,0
M Kartik,DP Nannes,0,1,0,0,0,0,0,0,1,Left-hand bat,Left-arm,fast,1,100,1
M Kartik,A Nehra,0,2,1,0,0,0,0,0,4,Left-hand bat,Left-arm,medium-fast,3,133.3333333,4
M Kartik,JEC Franklin,1,2,0,0,0,0,0,0,2,Left-hand bat,Left-arm,medium,3,66.66666667,2
M Kartik,PP Ojha,1,1,0,0,1,0,1,0,11,Left-hand bat,Left-arm,slow,4,275,11
M Kartik,JDP Oram,0,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,fast-medium,1,0,0
M Kartik,AB McDonald,0,1,0,0,0,0,0,1,1,Left-hand bat,Right-arm,fast-medium,2,50,1
M Kartik,I Sharma,0,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,fast-medium,2,100,2
M Kartik,MS Gony,0,1,1,0,0,0,0,0,3,Left-hand bat,Right-arm,medium,2,150,3
M Kartik,MM Patel,2,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,medium-fast,3,0,0
M Kartik,DE Bollinger,1,1,0,0,0,0,0,0,1,Left-hand bat,Left-arm,fast-medium,2,50,1
M Kartik,DJ Bravo,1,4,1,0,0,0,0,0,6,Left-hand bat,Right-arm,medium-fast,6,100,6
M Kartik,AN Ahmed,0,2,0,0,1,0,0,0,6,Left-hand bat,Right-arm,medium-fast,3,200,6
M Kartik,STR Binny,0,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,medium,2,100,2
M Kartik,Harmeet Singh,0,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,medium,2,100,2
M Kartik,FH Edwards,1,2,1,0,0,0,0,0,4,Left-hand bat,Right-arm,fast,4,100,4
M Kartik,AG Murtaza,1,1,0,0,0,0,0,0,1,Left-hand bat,Left-arm,slow,2,50,1
M Kartik,M Muralitharan,6,4,1,0,1,0,0,0,10,Left-hand bat,Right-arm,offbreak,12,83.33333333,10
M Kartik,Z Khan,0,1,1,0,1,0,0,0,7,Left-hand bat,Left-arm,fast-medium,3,233.3333333,7
M Kartik,L Balaji,0,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,medium-fast,1,0,0
M Kartik,DS Kulkarni,3,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium,4,25,1
M Kartik,DW Steyn,1,3,1,0,0,0,0,0,5,Left-hand bat,Right-arm,fast,5,100,5
M Kartik,SL Malinga,2,4,0,0,0,0,0,1,4,Left-hand bat,Right-arm,fast,7,57.14285714,4
M Kartik,RP Singh,0,3,0,0,0,0,0,0,3,Left-hand bat,Left-arm,fast-medium,3,100,3
M Kartik,CRD Fernando,0,2,0,0,1,0,0,1,6,Left-hand bat,Right-arm,fast-medium,4,150,6
M Kartik,SB Styris,0,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium,1,100,1
M Kartik,PJ Sangwan,1,2,0,0,0,0,0,0,2,Left-hand bat,Left-arm,medium,3,66.66666667,2
M Kartik,SR Watson,0,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,fast-medium,2,100,2
M Kartik,SK Raina,0,1,0,1,0,0,0,0,4,Left-hand bat,Right-arm,offbreak,2,200,4
M Kartik,R Vinay Kumar,2,1,0,0,1,0,0,0,5,Left-hand bat,Right-arm,medium,4,125,5
M Kartik,SW Tait,1,4,0,0,0,0,0,0,4,Left-hand bat,Right-arm,fast,5,80,4
M Kartik,P Kumar,0,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,medium,1,0,0
M Kartik,R Ashwin,2,3,0,0,1,0,0,0,7,Left-hand bat,Right-arm,offbreak,6,116.6666667,7
M Kartik,ST Jayasuriya,0,1,0,0,0,0,0,0,1,Left-hand bat,Left-arm,slow,1,100,1
M Kartik,R Bhatia,0,2,1,0,0,0,0,0,4,Left-hand bat,Right-arm,medium-fast,3,133.3333333,4
RE Levi,JA Morkel,4,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,medium-fast,6,33.33333333,2
RE Levi,A Singh,2,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,medium-fast,5,60,3
RE Levi,DJ Bravo,3,0,0,0,0,0,1,1,6,Right-hand bat,Right-arm,medium-fast,5,120,6
RE Levi,SK Trivedi,0,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,medium,3,100,3
RE Levi,RA Jadeja,1,1,0,0,2,0,1,0,15,Right-hand bat,Left-arm,slow,5,300,15
RE Levi,DW Steyn,5,1,0,0,0,0,0,2,1,Right-hand bat,Right-arm,fast,8,12.5,0.5
RE Levi,KK Cooper,2,0,0,0,1,0,0,0,4,Right-hand bat,Right-arm,medium,3,133.3333333,4
RE Levi,R Ashwin,5,3,0,0,0,0,1,0,9,Right-hand bat,Right-arm,offbreak,9,100,9
RE Levi,IK Pathan,2,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,medium-fast,3,33.33333333,1
RE Levi,Ankit Sharma,0,2,0,0,0,0,0,0,2,Right-hand bat,Left-arm,slow,2,100,2
RE Levi,M Kartik,1,0,0,0,0,0,0,1,0,Right-hand bat,Left-arm,slow,2,0,0
RE Levi,GB Hogg,0,1,0,0,1,0,0,1,5,Right-hand bat,Left-arm,slow,3,166.6666667,5
RE Levi,S Nadeem,0,0,0,0,0,0,0,1,0,Right-hand bat,Left-arm,slow,1,0,0
RE Levi,AA Chavan,5,0,0,0,2,0,1,0,14,Right-hand bat,Left-arm,slow,8,175,14
RE Levi,DE Bollinger,5,2,0,0,4,0,0,0,18,Right-hand bat,Left-arm,fast-medium,11,163.6363636,18
MJ Lumb,JA Morkel,3,2,3,0,4,0,2,2,36,Left-hand bat,Right-arm,medium-fast,16,225,18
MJ Lumb,T Thushara,4,0,0,0,1,0,0,0,4,Left-hand bat,Left-arm,fast-medium,5,80,4
MJ Lumb,S Tyagi,4,1,1,0,2,0,1,0,17,Left-hand bat,Right-arm,medium,9,188.8888889,17
MJ Lumb,WPUJC Vaas,4,2,0,0,2,0,0,0,10,Left-hand bat,Left-arm,fast-medium,8,125,10
MJ Lumb,PP Ojha,1,2,0,0,0,0,0,0,2,Left-hand bat,Left-arm,slow,3,66.66666667,2
MJ Lumb,PP Chawla,5,2,0,0,1,0,1,1,12,Left-hand bat,Left-arm,legbreak,10,120,12
MJ Lumb,Bipul Sharma,0,2,0,0,2,0,0,0,10,Left-hand bat,Left-arm,slow,4,250,10
MJ Lumb,JH Kallis,1,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,fast-medium,3,66.66666667,2
MJ Lumb,DE Bollinger,5,1,0,0,0,0,0,0,1,Left-hand bat,Left-arm,fast-medium,6,16.66666667,1
MJ Lumb,RJ Harris,5,0,0,0,0,0,1,0,6,Left-hand bat,Right-arm,fast,6,100,6
MJ Lumb,S Sreesanth,11,5,0,0,5,0,0,0,25,Left-hand bat,Right-arm,fast-medium,21,119.047619,25
MJ Lumb,R Sharma,3,5,1,0,0,0,0,0,7,Left-hand bat,Right-arm,legbreak,9,77.77777778,7
MJ Lumb,RS Bopara,1,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,medium,2,0,0
MJ Lumb,RR Powar,5,0,0,0,2,0,0,0,8,Left-hand bat,Right-arm,offbreak,7,114.2857143,8
MJ Lumb,IK Pathan,5,0,0,0,6,0,0,0,24,Left-hand bat,Left-arm,medium-fast,11,218.1818182,24
MJ Lumb,Z Khan,2,0,0,0,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium,2,0,0
MJ Lumb,A Kumble,4,1,0,0,1,0,0,1,5,Left-hand bat,Right-arm,legbreak,7,71.42857143,5
MJ Lumb,DW Steyn,5,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,fast,7,28.57142857,2
MJ Lumb,SL Malinga,1,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,fast,2,0,0
MJ Lumb,RP Singh,2,1,0,0,5,0,0,1,21,Left-hand bat,Left-arm,fast-medium,9,233.3333333,21
MJ Lumb,DS Kulkarni,1,0,0,0,2,0,0,1,8,Left-hand bat,Right-arm,medium,4,200,8
MJ Lumb,M Muralitharan,4,1,0,0,2,0,0,0,9,Left-hand bat,Right-arm,offbreak,7,128.5714286,9
MJ Lumb,DR Smith,0,1,0,0,2,0,0,0,9,Left-hand bat,Right-arm,medium,3,300,9
MJ Lumb,SJ Srivastava,1,3,2,0,3,0,0,0,19,Left-hand bat,Left-arm,fast-medium,9,211.1111111,19
MJ Lumb,RG Sharma,1,3,1,0,0,0,0,0,5,Left-hand bat,Right-arm,offbreak,5,100,5
MJ Lumb,R Vinay Kumar,1,1,0,1,0,0,0,0,4,Left-hand bat,Right-arm,medium,3,133.3333333,4
MJ Lumb,AB Dinda,0,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,medium-fast,1,0,0
MJ Lumb,P Kumar,3,2,0,0,1,0,0,0,6,Left-hand bat,Right-arm,medium,6,100,6
MJ Lumb,MF Maharoof,1,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,fast-medium,2,0,0
MJ Lumb,J Theron,3,2,1,0,4,0,1,0,26,Left-hand bat,Right-arm,medium-fast,11,236.3636364,26
Iqbal Abdulla,M Muralitharan,2,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,offbreak,3,33.33333333,1
Iqbal Abdulla,DJ Bravo,5,4,0,0,3,0,0,1,16,Left-hand bat,Right-arm,medium-fast,13,123.0769231,16
Iqbal Abdulla,DR Smith,1,1,1,0,0,0,0,0,3,Left-hand bat,Right-arm,medium,3,100,3
Iqbal Abdulla,KK Cooper,1,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium,2,50,1
Iqbal Abdulla,JJ Bumrah,4,1,0,0,3,0,0,0,13,Left-hand bat,Right-arm,medium,8,162.5,13
Iqbal Abdulla,SB Jakati,1,4,0,0,0,0,1,0,10,Left-hand bat,Left-arm,slow,6,166.6666667,10
Iqbal Abdulla,MG Johnson,1,0,0,0,0,0,0,0,0,Left-hand bat,Left-arm,fast,1,0,0
Iqbal Abdulla,HH Pandya,2,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium-fast,3,33.33333333,1
Iqbal Abdulla,R Vinay Kumar,1,1,2,0,0,0,0,0,5,Left-hand bat,Right-arm,medium,4,125,5
Iqbal Abdulla,Harbhajan Singh,1,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,offbreak,3,66.66666667,2
Iqbal Abdulla,Anand Rajan,1,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,medium,3,66.66666667,2
Iqbal Abdulla,P Kumar,1,0,1,0,0,0,0,0,2,Left-hand bat,Right-arm,medium,2,100,2
Iqbal Abdulla,RE van der Merwe,0,1,0,0,0,0,0,0,1,Left-hand bat,Left-arm,slow,1,100,1
Iqbal Abdulla,MJ McClenaghan,1,1,0,0,0,0,0,0,1,Left-hand bat,Left-arm,fast-medium,2,50,1
Iqbal Abdulla,B Kumar,1,0,0,0,1,0,0,0,4,Left-hand bat,Right-arm,medium,2,200,4
Iqbal Abdulla,SL Malinga,5,5,0,0,1,0,0,0,9,Left-hand bat,Right-arm,fast,11,81.81818182,9
Iqbal Abdulla,RP Singh,0,2,0,0,1,0,0,0,6,Left-hand bat,Left-arm,fast-medium,3,200,6
Iqbal Abdulla,TG Southee,1,1,1,0,0,0,0,0,3,Left-hand bat,Right-arm,medium-fast,3,100,3
Iqbal Abdulla,RA Jadeja,2,2,0,0,0,0,0,0,2,Left-hand bat,Left-arm,slow,4,50,2
Iqbal Abdulla,MF Maharoof,1,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast-medium,2,50,1
SK Warne,JA Morkel,1,4,0,0,2,0,0,1,12,Right-hand bat,Right-arm,medium-fast,8,150,12
SK Warne,V Sehwag,0,1,0,0,1,0,0,0,5,Right-hand bat,Right-arm,offbreak,2,250,5
SK Warne,DL Vettori,2,4,0,0,0,0,0,0,4,Right-hand bat,Left-arm,slow,6,66.66666667,4
SK Warne,Y Venugopal Rao,1,3,0,0,0,0,2,0,15,Right-hand bat,Right-arm,offbreak,6,250,15
SK Warne,RR Raje,1,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,fast-medium,4,150,6
SK Warne,BJ Hodge,2,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,offbreak,4,25,1
SK Warne,PP Ojha,3,4,0,0,0,0,0,1,4,Right-hand bat,Left-arm,slow,8,50,4
SK Warne,JDP Oram,3,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,4,25,1
SK Warne,I Sharma,2,2,1,0,0,0,0,0,4,Right-hand bat,Right-arm,fast-medium,5,80,4
SK Warne,CK Langeveldt,1,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,fast-medium,3,66.66666667,2
SK Warne,M Ntini,0,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,fast,3,200,6
SK Warne,A Mishra,3,0,0,0,0,0,1,3,6,Right-hand bat,Right-arm,legbreak,7,85.71428571,2
SK Warne,BA Bhatt,1,1,0,0,1,0,0,0,5,Right-hand bat,Left-arm,slow,3,166.6666667,5
SK Warne,YA Abdulla,4,3,0,0,1,0,0,0,7,Right-hand bat,Left-arm,fast-medium,8,87.5,7
SK Warne,Harmeet Singh,1,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,medium,1,0,0
SK Warne,CH Gayle,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,offbreak,2,100,2
SK Warne,GD McGrath,3,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,4,25,1
SK Warne,Shoaib Ahmed,1,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,fast-medium,3,66.66666667,2
SK Warne,Shahid Afridi,2,0,0,0,1,0,0,0,4,Right-hand bat,Right-arm,legbreak,3,133.3333333,4
SK Warne,Shakib Al Hasan,1,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,slow,2,50,1
SK Warne,P Parameswaran,4,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,medium,5,20,1
SK Warne,M Kartik,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,slow,1,100,1
SK Warne,RR Powar,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,offbreak,2,100,2
SK Warne,SB Jakati,1,1,1,0,0,0,1,0,9,Right-hand bat,Left-arm,slow,4,225,9
SK Warne,LR Shukla,7,4,1,0,1,0,0,0,10,Right-hand bat,Right-arm,medium,13,76.92307692,10
SK Warne,VRV Singh,0,5,0,0,0,0,0,0,5,Right-hand bat,Right-arm,medium-fast,5,100,5
SK Warne,M Muralitharan,1,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak,1,0,0
SK Warne,L Balaji,5,6,0,0,0,0,0,1,6,Right-hand bat,Right-arm,medium-fast,12,50,6
SK Warne,VY Mahesh,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium-fast,1,0,0
SK Warne,A Kumble,4,0,0,0,0,0,0,2,0,Right-hand bat,Right-arm,legbreak,6,0,0
SK Warne,SE Bond,3,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,fast,4,0,0
SK Warne,A Symonds,0,0,0,0,1,0,2,0,16,Right-hand bat,Right-arm,medium,3,533.3333333,16
SK Warne,SL Malinga,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,1,100,1
SK Warne,RP Singh,2,3,0,0,0,0,0,1,3,Right-hand bat,Left-arm,fast-medium,6,50,3
SK Warne,B Geeves,3,0,1,0,2,0,0,0,10,Right-hand bat,Right-arm,fast-medium,6,166.6666667,10
SK Warne,PJ Sangwan,2,1,2,0,0,0,0,0,5,Right-hand bat,Left-arm,medium,5,100,5
SK Warne,Umar Gul,0,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,fast-medium,2,50,1
SK Warne,AB Agarkar,2,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,fast,4,25,1
SK Warne,SK Raina,1,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak,2,0,0
SK Warne,IK Pathan,3,3,2,0,1,0,0,0,11,Right-hand bat,Left-arm,medium-fast,9,122.2222222,11
SK Warne,R Vinay Kumar,3,1,1,0,0,0,0,0,3,Right-hand bat,Right-arm,medium,5,60,3
SK Warne,SS Sarkar,3,4,1,0,0,0,0,0,6,Right-hand bat,Right-arm,medium,8,75,6
SK Warne,AB Dinda,2,1,1,0,0,0,0,0,3,Right-hand bat,Right-arm,medium-fast,4,75,3
SK Warne,P Kumar,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium,1,100,1
SK Warne,Yuvraj Singh,3,3,0,0,0,0,0,0,3,Right-hand bat,Left-arm,slow,6,50,3
SK Warne,MF Maharoof,0,0,0,0,0,0,0,2,0,Right-hand bat,Right-arm,fast-medium,2,0,0
SK Warne,JD Ryder,2,1,1,0,0,0,0,0,3,Right-hand bat,Right-arm,medium,4,75,3
SK Warne,RG Sharma,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak,1,0,0
SK Warne,B Lee,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,1,100,1
SK Warne,DS Kulkarni,2,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,medium,4,25,1
SK Warne,PP Chawla,2,2,0,0,1,0,0,0,6,Right-hand bat,Left-arm,legbreak,5,120,6
RV Uthappa,JA Morkel,12,9,3,1,3,0,2,2,42,Right-hand bat,Right-arm,medium-fast,32,131.25,21
RV Uthappa,RG More,1,7,7,0,1,0,0,0,25,Right-hand bat,Right-arm,medium,16,156.25,25
RV Uthappa,T Thushara,4,2,0,0,0,0,0,0,2,Right-hand bat,Left-arm,fast-medium,6,33.33333333,2
