Batsman,Bowler,Zero,One,Two,Three,Four,Five,Six,Wicket,Total,batting_style,bowling_arm,bowling_style,Bowls played,Strike Rate,Average
KM Jadhav,A Singh,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast,1,100,1
KM Jadhav,AN Ahmed,1,3,1,0,3,0,1,0,23,Right-hand bat,Right-arm,medium-fast,9,255.5555556,23
KM Jadhav,A Ashish Reddy,2,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium,3,33.33333333,1
KM Jadhav,PV Tambe,1,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,legbreak,4,75,3
KM Jadhav,YK Pathan,0,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,offbreak,3,100,3
KM Jadhav,M de Lange,1,0,1,0,0,0,0,0,2,Right-hand bat,Right-arm,fast,2,100,2
KM Jadhav,KV Sharma,0,3,0,0,0,0,0,1,3,Right-hand bat,Left-arm,legbreak,4,75,3
KM Jadhav,BAW Mendis,1,0,1,0,0,0,0,1,2,Right-hand bat,Right-arm,legbreak,3,66.66666667,2
KM Jadhav,B Kumar,8,15,3,0,4,0,0,0,37,Right-hand bat,Right-arm,medium,30,123.3333333,37
KM Jadhav,Mohammed Shami,3,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,fast-medium,5,40,2
KM Jadhav,S Narwal,1,0,1,0,0,0,0,0,2,Right-hand bat,Right-arm,medium,2,100,2
KM Jadhav,JJ Bumrah,1,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,medium,4,150,6
KM Jadhav,P Awana,3,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium,4,0,0
KM Jadhav,Parvez Rasool,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,offbreak,2,100,2
KM Jadhav,Iqbal Abdulla,5,7,1,0,1,0,0,0,13,Right-hand bat,Left-arm,slow,14,92.85714286,13
KM Jadhav,Z Khan,2,2,1,0,2,0,0,0,12,Right-hand bat,Left-arm,fast-medium,7,171.4285714,12
KM Jadhav,L Balaji,2,1,1,0,1,0,0,0,7,Right-hand bat,Right-arm,medium-fast,5,140,7
KM Jadhav,SK Warne,1,2,0,0,0,0,0,1,2,Right-hand bat,Right-arm,legbreak,4,50,2
KM Jadhav,YS Chahal,1,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,legbreak,3,66.66666667,2
KM Jadhav,J Suchith,4,2,1,0,0,0,1,0,10,Right-hand bat,Left-arm,slow,8,125,10
KM Jadhav,R Bhatia,1,2,0,0,0,0,1,0,8,Right-hand bat,Right-arm,medium-fast,4,200,8
KM Jadhav,DS Kulkarni,0,2,0,0,0,0,0,1,2,Right-hand bat,Right-arm,medium,3,66.66666667,2
KM Jadhav,DW Steyn,2,6,0,0,1,0,0,1,10,Right-hand bat,Right-arm,fast,10,100,10
KM Jadhav,Mustafizur Rahman,4,4,2,0,0,0,1,0,14,Right-hand bat,Left-arm,fast-medium,11,127.2727273,14
KM Jadhav,SK Trivedi,7,5,1,0,1,0,0,1,11,Right-hand bat,Right-arm,medium,15,73.33333333,11
KM Jadhav,M Kartik,0,3,0,0,0,0,0,0,3,Right-hand bat,Left-arm,slow,3,100,3
KM Jadhav,SL Malinga,1,3,0,0,0,0,0,1,3,Right-hand bat,Right-arm,fast,5,60,3
KM Jadhav,CK Langeveldt,0,0,0,0,1,0,0,0,4,Right-hand bat,Right-arm,fast-medium,1,400,4
KM Jadhav,CH Morris,3,3,0,0,1,0,0,0,7,Right-hand bat,Right-arm,fast-medium,7,100,7
KM Jadhav,A Kumble,2,4,1,0,0,0,0,0,6,Right-hand bat,Right-arm,legbreak,7,85.71428571,6
KM Jadhav,A Mithun,1,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,medium,4,75,3
KM Jadhav,R Rampaul,0,1,1,0,0,0,1,0,9,Right-hand bat,Right-arm,fast-medium,3,300,9
KM Jadhav,BB Sran,0,0,1,0,0,0,0,0,2,Right-hand bat,Left-arm,medium,1,200,2
KM Jadhav,KW Richardson,2,6,0,0,1,0,2,0,22,Right-hand bat,Right-arm,fast-medium,11,200,22
KM Jadhav,BW Hilfenhaus,3,1,0,0,1,0,0,0,5,Right-hand bat,Right-arm,fast-medium,5,100,5
KM Jadhav,J Botha,0,2,0,0,0,0,1,0,8,Right-hand bat,Right-arm,offbreak,3,266.6666667,8
KM Jadhav,SR Watson,2,4,1,0,1,0,0,0,10,Right-hand bat,Right-arm,fast-medium,8,125,10
KM Jadhav,NLTC Perera,2,7,0,0,0,0,1,0,13,Right-hand bat,Right-arm,medium-fast,10,130,13
KM Jadhav,AB Agarkar,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,1,100,1
KM Jadhav,PP Ojha,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,slow,1,100,1
KM Jadhav,R Vinay Kumar,3,9,0,0,4,0,2,1,37,Right-hand bat,Right-arm,medium,19,194.7368421,37
KM Jadhav,VR Aaron,4,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,5,20,1
KM Jadhav,Yuvraj Singh,3,6,0,0,0,0,0,0,6,Right-hand bat,Left-arm,slow,9,66.66666667,6
KM Jadhav,P Kumar,1,3,3,0,2,0,3,1,35,Right-hand bat,Right-arm,medium,13,269.2307692,35
KM Jadhav,R Ashwin,7,13,2,0,2,0,0,0,25,Right-hand bat,Right-arm,offbreak,24,104.1666667,25
KM Jadhav,IK Pathan,1,2,0,0,0,0,0,0,2,Right-hand bat,Left-arm,medium-fast,3,66.66666667,2
KM Jadhav,AD Russell,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,1,100,1
KM Jadhav,IC Pandey,2,3,0,0,1,0,0,0,7,Right-hand bat,Right-arm,medium,6,116.6666667,7
KM Jadhav,PP Chawla,0,0,0,0,0,0,0,1,0,Right-hand bat,Left-arm,legbreak,1,0,0
KM Jadhav,Shakib Al Hasan,0,2,0,0,0,0,0,1,2,Right-hand bat,Left-arm,slow,3,66.66666667,2
D Salunkhe,GD McGrath,2,1,1,0,1,0,0,0,7,Right-hand bat,Right-arm,fast-medium,5,140,7
D Salunkhe,DL Vettori,2,4,0,0,2,0,0,0,12,Right-hand bat,Left-arm,slow,8,150,12
D Salunkhe,JR Hopes,0,0,1,0,1,0,0,1,6,Right-hand bat,Right-arm,medium,3,200,6
D Salunkhe,MF Maharoof,1,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium,1,0,0
D Salunkhe,RP Singh,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,fast-medium,1,100,1
D Salunkhe,B Geeves,1,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,2,50,1
D Salunkhe,R Bhatia,1,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,medium-fast,4,150,6
Mashrafe Mortaza,A Symonds,1,0,1,0,0,0,0,0,2,Right-hand bat,Right-arm,medium,2,100,2
M Vijay,S Ladda,3,3,1,0,1,0,0,0,9,Right-hand bat,Right-arm,legbreak,8,112.5,9
M Vijay,V Sehwag,1,1,0,0,2,0,2,0,21,Right-hand bat,Right-arm,offbreak,6,350,21
M Vijay,J Botha,5,6,2,0,1,0,2,1,26,Right-hand bat,Right-arm,offbreak,17,152.9411765,26
M Vijay,BE Hendricks,3,0,0,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium,3,0,0
M Vijay,TA Boult,8,3,1,1,2,0,1,0,22,Right-hand bat,Left-arm,fast-medium,16,137.5,22
M Vijay,AC Thomas,2,2,2,0,1,0,0,1,10,Right-hand bat,Right-arm,fast-medium,8,125,10
M Vijay,AB McDonald,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,1,100,1
M Vijay,MJ McClenaghan,12,5,1,1,7,0,0,0,38,Right-hand bat,Left-arm,fast-medium,26,146.1538462,38
M Vijay,NM Coulter-Nile,4,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,5,20,1
M Vijay,BA Bhatt,1,3,1,0,0,0,1,0,11,Right-hand bat,Left-arm,slow,6,183.3333333,11
M Vijay,RR Bhatkal,0,1,1,0,0,0,0,0,3,Right-hand bat,Right-arm,medium,2,150,3
M Vijay,RJ Harris,19,11,2,1,6,0,0,1,42,Right-hand bat,Right-arm,fast,40,105,42
M Vijay,DJ Bravo,2,4,1,0,0,0,0,0,6,Right-hand bat,Right-arm,medium-fast,7,85.71428571,6
M Vijay,Azhar Mahmood,5,5,2,0,1,0,0,0,13,Right-hand bat,Right-arm,fast-medium,13,100,13
M Vijay,A Chandila,1,2,0,0,0,0,0,1,2,Right-hand bat,Right-arm,offbreak,4,50,2
M Vijay,R Rampaul,3,3,0,0,0,0,0,2,3,Right-hand bat,Right-arm,fast-medium,8,37.5,1.5
M Vijay,M de Lange,5,1,0,0,3,0,1,0,19,Right-hand bat,Right-arm,fast,10,190,19
M Vijay,AA Jhunjhunwala,0,2,0,0,0,1,0,0,7,Right-hand bat,Right-arm,offbreak,3,233.3333333,7
M Vijay,B Kumar,23,13,1,0,5,0,0,1,35,Right-hand bat,Right-arm,medium,43,81.39534884,35
M Vijay,RE van der Merwe,4,3,3,0,0,0,0,0,9,Right-hand bat,Left-arm,slow,10,90,9
M Vijay,Iqbal Abdulla,14,8,5,0,6,0,0,2,42,Right-hand bat,Left-arm,slow,35,120,21
M Vijay,RJ Peterson,3,1,1,0,1,0,0,0,7,Right-hand bat,Left-arm,slow,6,116.6666667,7
M Vijay,BW Hilfenhaus,1,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,fast-medium,3,66.66666667,2
M Vijay,SK Warne,8,12,1,0,0,0,2,1,26,Right-hand bat,Right-arm,legbreak,24,108.3333333,26
M Vijay,MR Marsh,1,4,0,0,1,0,1,0,14,Right-hand bat,Right-arm,medium,7,200,14
M Vijay,Mustafizur Rahman,1,0,0,0,0,0,0,1,0,Right-hand bat,Left-arm,fast-medium,2,0,0
M Vijay,A Symonds,2,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium,3,33.33333333,1
M Vijay,A Mithun,2,2,0,0,2,0,0,0,10,Right-hand bat,Right-arm,medium,6,166.6666667,10
M Vijay,RP Singh,17,7,3,1,7,0,3,2,62,Right-hand bat,Left-arm,fast-medium,40,155,31
M Vijay,KH Pandya,2,5,0,0,2,0,1,0,19,Right-hand bat,Left-arm,slow,10,190,19
M Vijay,MC Henriques,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,1,100,1
M Vijay,S Nadeem,3,5,3,0,1,0,0,0,15,Right-hand bat,Left-arm,slow,12,125,15
M Vijay,KW Richardson,1,1,0,0,1,0,0,0,5,Right-hand bat,Right-arm,fast-medium,3,166.6666667,5
M Vijay,PJ Sangwan,7,2,3,0,5,0,2,0,40,Right-hand bat,Left-arm,medium,19,210.5263158,40
M Vijay,JJ van der Wath,1,0,0,0,2,0,1,0,14,Right-hand bat,Right-arm,medium-fast,4,350,14
M Vijay,Yuvraj Singh,1,2,0,0,0,0,0,0,2,Right-hand bat,Left-arm,slow,3,66.66666667,2
M Vijay,AD Russell,7,7,1,0,3,0,0,0,21,Right-hand bat,Right-arm,fast,18,116.6666667,21
M Vijay,J Theron,3,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium-fast,4,0,0
M Vijay,B Lee,11,2,1,0,2,0,1,0,18,Right-hand bat,Right-arm,fast,17,105.8823529,18
M Vijay,I Sharma,22,5,0,1,5,0,4,0,52,Right-hand bat,Right-arm,fast-medium,37,140.5405405,52
M Vijay,DP Nannes,6,3,1,1,1,0,0,0,12,Right-hand bat,Left-arm,fast,12,100,12
M Vijay,Bipul Sharma,0,0,0,0,0,0,0,1,0,Right-hand bat,Left-arm,slow,1,0,0
M Vijay,AM Nayar,2,3,2,0,0,0,1,1,13,Right-hand bat,Right-arm,medium,9,144.4444444,13
M Vijay,PP Ojha,12,15,3,0,1,0,1,1,31,Right-hand bat,Left-arm,slow,33,93.93939394,31
M Vijay,TM Dilshan,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,offbreak,2,100,2
M Vijay,NL McCullum,5,2,1,0,0,0,0,0,4,Right-hand bat,Right-arm,offbreak,8,50,4
M Vijay,DL Chahar,0,3,0,0,1,0,1,0,13,Right-hand bat,Right-arm,medium,5,260,13
M Vijay,JH Kallis,12,10,2,0,2,0,0,2,22,Right-hand bat,Right-arm,fast-medium,28,78.57142857,11
M Vijay,MM Patel,8,1,3,0,3,0,3,2,37,Right-hand bat,Right-arm,medium-fast,20,185,18.5
M Vijay,CH Gayle,7,7,0,0,0,0,1,0,13,Right-hand bat,Right-arm,offbreak,15,86.66666667,13
M Vijay,M Ashwin,0,5,0,0,0,0,1,1,11,Right-hand bat,Right-arm,legbreak,7,157.1428571,11
M Vijay,S Sreesanth,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,1,100,1
M Vijay,SP Narine,11,9,2,0,1,0,0,2,17,Right-hand bat,Right-arm,offbreak,25,68,8.5
M Vijay,Ankit Sharma,10,7,1,0,3,0,0,1,21,Right-hand bat,Left-arm,slow,22,95.45454545,21
M Vijay,AL Menaria,3,3,0,0,0,0,0,0,3,Right-hand bat,Left-arm,slow,6,50,3
M Vijay,JJ Bumrah,6,4,1,0,0,0,0,0,6,Right-hand bat,Right-arm,medium,11,54.54545455,6
M Vijay,CJ Anderson,1,4,0,0,2,0,0,0,12,Right-hand bat,Left-arm,medium-fast,7,171.4285714,12
M Vijay,P Negi,3,7,1,0,0,0,1,0,15,Right-hand bat,Left-arm,slow,12,125,15
M Vijay,Z Khan,19,14,5,0,1,0,1,0,34,Right-hand bat,Left-arm,fast-medium,40,85,34
M Vijay,L Balaji,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,medium-fast,2,100,2
M Vijay,YS Chahal,3,3,1,0,2,0,0,1,13,Right-hand bat,Right-arm,legbreak,10,130,13
M Vijay,J Suchith,3,9,1,0,2,0,1,0,25,Right-hand bat,Left-arm,slow,16,156.25,25
M Vijay,DS Kulkarni,14,6,3,0,2,0,0,1,20,Right-hand bat,Right-arm,medium,26,76.92307692,20
M Vijay,SE Bond,2,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,fast,5,120,6
M Vijay,Shakib Al Hasan,2,6,0,0,2,0,0,0,14,Right-hand bat,Left-arm,slow,10,140,14
M Vijay,SL Malinga,20,14,0,0,4,0,0,2,30,Right-hand bat,Right-arm,fast,40,75,15
M Vijay,A Kumble,2,3,2,0,0,0,0,1,7,Right-hand bat,Right-arm,legbreak,8,87.5,7
M Vijay,M Muralitharan,2,2,0,0,0,0,0,2,2,Right-hand bat,Right-arm,offbreak,6,33.33333333,1
M Vijay,CJ Jordan,1,4,0,0,4,0,0,0,20,Right-hand bat,Right-arm,fast-medium,9,222.2222222,20
M Vijay,DJG Sammy,2,3,0,0,2,0,0,1,11,Right-hand bat,Right-arm,medium-fast,8,137.5,11
M Vijay,SW Tait,9,5,2,0,2,0,2,0,29,Right-hand bat,Right-arm,fast,20,145,29
M Vijay,AB Dinda,9,8,2,0,3,0,0,0,24,Right-hand bat,Right-arm,medium-fast,22,109.0909091,24
M Vijay,R Ashwin,11,14,2,0,1,0,1,2,28,Right-hand bat,Right-arm,offbreak,31,90.32258065,14
M Vijay,JD Ryder,0,1,0,0,0,0,1,1,7,Right-hand bat,Right-arm,medium,3,233.3333333,7
M Vijay,MM Sharma,3,2,0,0,1,0,0,2,6,Right-hand bat,Right-arm,medium,8,75,3
M Vijay,R Shukla,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium,1,100,1
M Vijay,YK Pathan,3,15,0,0,3,0,2,0,39,Right-hand bat,Right-arm,offbreak,23,169.5652174,39
M Vijay,DL Vettori,11,9,4,0,2,0,1,0,31,Right-hand bat,Left-arm,slow,27,114.8148148,31
M Vijay,SA Yadav,2,1,1,0,0,0,0,0,3,Right-hand bat,Right-arm,medium,4,75,3
M Vijay,WPUJC Vaas,3,1,1,0,0,0,0,1,3,Right-hand bat,Left-arm,fast-medium,6,50,3
M Vijay,MA Starc,3,2,0,0,0,0,1,0,8,Right-hand bat,Left-arm,fast,6,133.3333333,8
M Vijay,A Singh,8,4,0,0,1,0,0,0,8,Right-hand bat,Right-arm,medium-fast,13,61.53846154,8
M Vijay,AD Mathews,3,5,1,0,1,0,0,2,11,Right-hand bat,Right-arm,fast-medium,12,91.66666667,5.5
M Vijay,R Bhatia,0,3,1,0,2,0,0,1,13,Right-hand bat,Right-arm,medium-fast,7,185.7142857,13
M Vijay,JD Unadkat,2,2,1,0,2,0,0,0,12,Right-hand bat,Left-arm,medium,7,171.4285714,12
M Vijay,A Mishra,1,5,0,0,0,0,1,1,11,Right-hand bat,Right-arm,legbreak,8,137.5,11
M Vijay,RA Jadeja,4,11,1,0,1,0,0,2,17,Right-hand bat,Left-arm,slow,19,89.47368421,8.5
M Vijay,Harmeet Singh,1,3,0,0,0,0,1,0,9,Right-hand bat,Right-arm,medium,5,180,9
M Vijay,DT Christian,4,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,5,20,1
M Vijay,JP Faulkner,9,8,3,0,1,0,0,1,18,Right-hand bat,Left-arm,fast-medium,22,81.81818182,18
M Vijay,Sandeep Sharma,3,1,0,0,1,0,0,1,5,Right-hand bat,Right-arm,medium,6,83.33333333,5
M Vijay,AN Ahmed,9,1,0,0,2,0,1,0,15,Right-hand bat,Right-arm,medium-fast,13,115.3846154,15
M Vijay,JE Taylor,8,3,3,0,1,0,0,0,13,Right-hand bat,Right-arm,fast,15,86.66666667,13
M Vijay,JP Duminy,4,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,offbreak,6,33.33333333,2
M Vijay,R Ninan,1,0,0,0,0,0,1,1,6,Right-hand bat,Right-arm,offbreak,3,200,6
M Vijay,J Syed Mohammad,1,2,1,1,0,0,1,0,13,Right-hand bat,Left-arm,slow,6,216.6666667,13
M Vijay,ND Doshi,3,0,0,0,1,0,0,0,4,Right-hand bat,Left-arm,slow,4,100,4
M Vijay,DJ Hussey,0,3,1,0,2,0,1,0,19,Right-hand bat,Right-arm,offbreak,7,271.4285714,19
M Vijay,MG Johnson,8,3,2,1,2,0,0,2,18,Right-hand bat,Left-arm,fast,18,100,9
M Vijay,SMSM Senanayake,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak,1,0,0
M Vijay,DW Steyn,17,7,2,1,2,0,0,0,22,Right-hand bat,Right-arm,fast,29,75.86206897,22
M Vijay,M Kartik,12,6,5,0,0,0,1,0,22,Right-hand bat,Left-arm,slow,24,91.66666667,22
M Vijay,TL Suman,2,2,0,0,0,0,0,1,2,Right-hand bat,Right-arm,offbreak,5,40,2
M Vijay,P Suyal,5,2,0,0,0,0,0,0,2,Right-hand bat,Left-arm,medium,7,28.57142857,2
M Vijay,CH Morris,10,2,3,0,1,0,2,1,24,Right-hand bat,Right-arm,fast-medium,19,126.3157895,24
M Vijay,S Gopal,1,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,legbreak,2,0,0
M Vijay,CRD Fernando,2,2,0,0,0,0,1,1,8,Right-hand bat,Right-arm,fast-medium,6,133.3333333,8
M Vijay,S Kaul,4,1,2,0,1,0,0,0,9,Right-hand bat,Right-arm,medium,8,112.5,9
M Vijay,R Sathish,0,1,0,0,0,0,1,0,7,Right-hand bat,Right-arm,medium,2,350,7
M Vijay,IK Pathan,14,12,3,0,4,0,0,0,34,Right-hand bat,Left-arm,medium-fast,33,103.030303,34
M Vijay,M Morkel,14,6,0,0,5,0,0,2,26,Right-hand bat,Right-arm,fast,27,96.2962963,13
M Vijay,LR Shukla,1,1,0,0,2,0,1,1,15,Right-hand bat,Right-arm,medium,6,250,15
M Vijay,RG Sharma,1,1,0,1,1,0,0,1,8,Right-hand bat,Right-arm,offbreak,5,160,8
M Vijay,R Dhawan,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast,1,100,1
M Vijay,A Nehra,15,7,1,0,5,0,0,2,29,Right-hand bat,Left-arm,medium-fast,30,96.66666667,14.5
M Vijay,Y Venugopal Rao,1,1,1,0,1,0,0,0,7,Right-hand bat,Right-arm,offbreak,4,175,7
M Vijay,JEC Franklin,0,2,0,0,0,0,0,1,2,Right-hand bat,Left-arm,medium,3,66.66666667,2
M Vijay,Harbhajan Singh,22,26,5,1,1,0,0,3,43,Right-hand bat,Right-arm,offbreak,58,74.13793103,14.33333333
M Vijay,KK Cooper,2,4,2,0,1,0,0,0,12,Right-hand bat,Right-arm,medium,9,133.3333333,12
M Vijay,PP Chawla,8,11,2,0,3,0,1,2,33,Right-hand bat,Left-arm,legbreak,27,122.2222222,16.5
M Vijay,A Zampa,3,8,0,0,1,0,2,0,24,Right-hand bat,Right-arm,legbreak,14,171.4285714,24
M Vijay,JR Hopes,1,4,0,0,1,0,0,0,8,Right-hand bat,Right-arm,medium,6,133.3333333,8
M Vijay,HV Patel,1,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium,2,0,0
M Vijay,PV Tambe,2,3,1,0,0,0,0,0,5,Right-hand bat,Right-arm,legbreak,6,83.33333333,5
M Vijay,S Aravind,12,3,1,1,2,0,4,4,40,Right-hand bat,Left-arm,medium-fast,27,148.1481481,10
M Vijay,KV Sharma,8,9,0,0,0,0,0,0,9,Right-hand bat,Left-arm,legbreak,17,52.94117647,9
M Vijay,Mohammed Shami,1,1,0,0,2,0,0,0,9,Right-hand bat,Right-arm,fast-medium,4,225,9
M Vijay,RR Powar,6,2,0,0,2,0,0,1,10,Right-hand bat,Right-arm,offbreak,11,90.90909091,10
M Vijay,TG Southee,12,7,3,1,2,0,1,1,30,Right-hand bat,Right-arm,medium-fast,27,111.1111111,30
M Vijay,P Awana,0,2,1,0,0,0,0,0,4,Right-hand bat,Right-arm,medium,3,133.3333333,4
M Vijay,JA Morkel,4,4,1,0,1,0,0,0,10,Right-hand bat,Right-arm,medium-fast,10,100,10
M Vijay,VS Malik,3,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,medium,6,100,6
M Vijay,R Sharma,3,7,1,0,0,0,0,0,9,Right-hand bat,Right-arm,legbreak,11,81.81818182,9
M Vijay,DJ Muthuswami,5,2,1,0,1,0,1,0,14,Right-hand bat,Right-arm,medium,10,140,14
M Vijay,Sunny Gupta,1,5,0,0,3,0,1,0,23,Right-hand bat,Right-arm,offbreak,10,230,23
M Vijay,S Narwal,4,2,0,0,5,0,6,0,58,Right-hand bat,Right-arm,medium,17,341.1764706,58
M Vijay,V Pratap Singh,0,0,0,0,1,0,0,1,4,Right-hand bat,Right-arm,medium,2,200,4
M Vijay,STR Binny,9,11,3,0,3,0,1,1,35,Right-hand bat,Right-arm,medium,28,125,35
M Vijay,KA Pollard,1,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium-fast,2,0,0
M Vijay,KP Pietersen,0,2,1,0,0,0,3,1,22,Right-hand bat,Right-arm,offbreak,7,314.2857143,22
M Vijay,UT Yadav,19,12,4,0,11,0,1,2,70,Right-hand bat,Right-arm,fast-medium,49,142.8571429,35
M Vijay,DR Smith,4,5,2,0,1,0,1,0,19,Right-hand bat,Right-arm,medium,13,146.1538462,19
M Vijay,SR Watson,19,11,5,2,6,0,2,3,63,Right-hand bat,Right-arm,fast-medium,48,131.25,21
M Vijay,NLTC Perera,4,3,0,0,5,0,0,2,23,Right-hand bat,Right-arm,medium-fast,14,164.2857143,11.5
M Vijay,AB Agarkar,8,3,0,0,1,0,2,1,19,Right-hand bat,Right-arm,fast,15,126.6666667,19
M Vijay,S Kaushik,3,5,0,0,1,0,0,1,9,Right-hand bat,Left-arm,slow,10,90,9
M Vijay,R McLaren,6,3,1,0,1,0,0,0,9,Right-hand bat,Right-arm,medium-fast,11,81.81818182,9
M Vijay,R Vinay Kumar,16,15,1,0,7,0,1,1,51,Right-hand bat,Right-arm,medium,41,124.3902439,51
M Vijay,VR Aaron,26,8,4,0,7,0,2,0,56,Right-hand bat,Right-arm,fast,47,119.1489362,56
M Vijay,P Kumar,25,9,3,2,10,0,4,1,85,Right-hand bat,Right-arm,medium,54,157.4074074,85
M Vijay,MN Samuels,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,offbreak,2,100,2
M Vijay,IC Pandey,13,7,1,0,3,0,1,0,27,Right-hand bat,Right-arm,medium,25,108,27
M Vijay,SK Trivedi,4,3,3,0,2,0,2,2,29,Right-hand bat,Right-arm,medium,16,181.25,14.5
SP Goswami,YK Pathan,1,5,0,0,1,0,0,0,9,Left-hand bat,Right-arm,offbreak,7,128.5714286,9
SP Goswami,A Nehra,2,2,2,0,0,0,0,0,6,Left-hand bat,Left-arm,medium-fast,6,100,6
SP Goswami,AC Thomas,0,0,1,0,1,0,0,1,6,Left-hand bat,Right-arm,fast-medium,3,200,6
SP Goswami,Iqbal Abdulla,0,2,0,0,1,0,0,0,6,Left-hand bat,Left-arm,slow,3,200,6
SP Goswami,TM Dilshan,1,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,offbreak,3,66.66666667,2
SP Goswami,I Sharma,8,0,0,1,0,0,0,0,3,Left-hand bat,Right-arm,fast-medium,9,33.33333333,3
SP Goswami,KP Appanna,0,1,0,0,0,0,0,1,1,Left-hand bat,Left-arm,slow,2,50,1
SP Goswami,M Ntini,7,2,0,0,1,0,0,0,6,Left-hand bat,Right-arm,fast,10,60,6
SP Goswami,JH Kallis,3,2,1,0,0,0,0,0,4,Left-hand bat,Right-arm,fast-medium,6,66.66666667,4
SP Goswami,MS Gony,5,2,1,0,0,0,0,1,4,Left-hand bat,Right-arm,medium,9,44.44444444,4
SP Goswami,MM Patel,2,0,0,0,0,0,0,2,0,Left-hand bat,Right-arm,medium-fast,4,0,0
SP Goswami,V Sehwag,3,4,0,0,1,0,0,0,8,Left-hand bat,Right-arm,offbreak,8,100,8
SP Goswami,CH Gayle,4,3,0,0,0,0,0,0,3,Left-hand bat,Right-arm,offbreak,7,42.85714286,3
SP Goswami,BJ Hodge,2,2,0,0,0,0,0,1,2,Left-hand bat,Right-arm,offbreak,5,40,2
SP Goswami,AN Ahmed,1,0,0,0,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast,1,0,0
SP Goswami,SP Narine,2,3,0,0,0,0,0,0,3,Left-hand bat,Right-arm,offbreak,5,60,3
SP Goswami,Shakib Al Hasan,3,4,0,0,0,0,0,1,4,Left-hand bat,Left-arm,slow,8,50,4
SP Goswami,M Kartik,8,4,0,0,2,0,0,0,12,Left-hand bat,Left-arm,slow,14,85.71428571,12
SP Goswami,YA Abdulla,0,0,0,0,0,0,0,1,0,Left-hand bat,Left-arm,fast-medium,1,0,0
SP Goswami,MF Maharoof,6,2,0,0,0,0,0,1,2,Left-hand bat,Right-arm,fast-medium,9,22.22222222,2
SP Goswami,SC Ganguly,0,2,0,0,1,0,0,0,6,Left-hand bat,Right-arm,medium,3,200,6
SP Goswami,VY Mahesh,9,3,2,0,2,0,0,0,15,Left-hand bat,Right-arm,medium-fast,16,93.75,15
SP Goswami,VS Malik,2,5,2,0,0,0,0,0,9,Left-hand bat,Right-arm,medium,9,100,9
SP Goswami,UT Yadav,2,5,1,0,0,0,0,0,7,Left-hand bat,Right-arm,fast-medium,8,87.5,7
SP Goswami,SM Pollock,5,8,0,0,1,0,0,0,12,Left-hand bat,Right-arm,fast-medium,14,85.71428571,12
SP Goswami,V Pratap Singh,0,1,1,0,0,0,0,1,3,Left-hand bat,Right-arm,medium,3,100,3
SP Goswami,SL Malinga,2,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast,3,33.33333333,1
